,ANCILLARYROLE,ENABLED,FITTING_TYPE,FITTING_TYPE2,FACILITYID,LEGACYID,NODE_NO,FITTING_SIZE,MATERIAL,RIM_ELEVATION,INVERT,DEPTH,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
6219,0,1,4,Tee,1000305296,1827,1820005782,,,46.27,,,In Service,,1973,Surrey,,,,,,,,,19890109,,49.107678,-122.718388
6220,0,1,4,Tee,1000305364,1977,1821106053,,,55.15,,,In Service,,1978,Surrey,,,,,,,,,19890112,,49.112574,-122.718065
6221,0,1,4,Tee,1000305426,8172,1800406216,,,11.56,,,In Service,,1990,Surrey,,,,,,,,,19891204,,49.115550,-122.723743
6222,0,1,4,Tee,1000305452,3768,1761805787,,,2.62,,,In Service,,1991,Surrey,,,,,,,,,19920319,,49.107813,-122.734420
6223,0,1,4,Tee,1000305552,795,1901705760,,,32.49,,,In Service,,1983,Surrey,,,,,,,,,19880928,,49.107232,-122.695893
6224,0,1,4,Tee,1000305565,846,1880905783,,,57.36,,,In Service,,1988,Surrey,,,,,,,,,19880929,,49.107656,-122.701599
6225,0,1,4,Tee,1000309255,13819,1502307616,,,12.21,,,In Service,,1994,Surrey,,,,,,,,,19941124,,49.141025,-122.805792
6226,0,1,4,Tee,1000309279,14626,1467507566,,,44.6,,,In Service,,1997,Surrey,,,,,,,,,19980924,,49.139890,-122.815393
6227,0,1,4,Tee,1000309289,14637,1467807432,,,56.02,,,In Service,,1998,Surrey,,,,,,,,,19980925,,49.137457,-122.815344
6228,0,1,4,Tee,1000312748,380,1344006387,,,63.23,,,In Service,,1982,Surrey,,,,,,,,,19880909,20150511,49.118592,-122.849522
6229,0,1,4,Tee,1000309469,6966,1230706902,,,77.3,,,In Service,,1990,Surrey,,,,,,,,,19890911,,49.128218,-122.880697
6230,0,1,4,Tee,1000309477,6974,1223806774,,,74.46,,,In Service,,1989,Surrey,,,,,,,,,19890911,,49.125903,-122.882604
6231,0,1,4,Tee,1000309613,11942,1217206463,,,81.05,,,In Service,,1990,Surrey,,,,,,,,,19920616,,49.120278,-122.884440
6232,0,1,4,Tee,1000309656,13451,1231806608,,,82.63,,,In Service,,1992,Surrey,,,,,,,,,19930621,,49.122900,-122.880407
6233,0,1,4,Tee,1000309659,13503,1222106609,,,83.15,,,In Service,,1993,Surrey,,,,,,,,,19930707,,49.122923,-122.883080
6234,0,1,4,Tee,1000309677,13745,1237306468,,,82.46,,,In Service,,1994,Surrey,,,,,,,,,19940705,,49.120362,-122.878891
6235,,1,2,Reducer,1001822109,,1328706412,300,CAS,,76.35,,In Service,1210-5050-00,2014,Surrey,,300 X 200 Reducer,Initial AB,,,,,,20150511,20150511,49.119061,-122.853749
6236,0,1,4,Tee,1000308608,4835,1458509101,,,78.45,,,In Service,,1981,Surrey,,,,,,,,,19890428,,49.167916,-122.817773
6237,0,1,1,Cross,1000315075,7997,1338406416,,,67.22,,,In Service,,1977,Surrey,,,,,,,,,19891108,20150511,49.119120,-122.851086
6238,0,1,4,Tee,1000303742,5721,1289807242,,,86.72,,,In Service,,1978,Surrey,,,,,,,,,19890606,,49.134343,-122.864386
6239,0,1,4,Tee,1000303750,5737,1297107208,,,83.3,,,In Service,,1976,Surrey,,,,,,,,,19890606,,49.133739,-122.862378
6240,0,1,4,Tee,1000303754,5745,1302707307,,,82.8,,,In Service,,1976,Surrey,,,,,,,,,19890607,,49.135521,-122.860827
6241,0,1,4,Tee,1000303808,5914,1356907801,,,63.95,,,In Service,,1981,Surrey,,,,,,,,,19890614,,49.144434,-122.845858
6242,0,0,4,Tee,1000312776,422,1328906342,,,82,,,Abandoned,,1957,Surrey,,,,,,,,,19880912,20150511,49.118067,-122.853671
6243,0,1,4,Tee,1000305509,18175,1817906062,100,DI,,52,,In Service,7803-0332-00,2005,Surrey,,,Final AB,,,,,,20051212,20110608,49.112469,-122.718925
6244,0,1,4,Tee,1000307135,18945,1261509519,300,DI,,86.05,,In Service,1299-6130-00,2002,Surrey,,,Final AB,,,,,,20020704,20110608,49.175302,-122.872141
6245,,1,4,Tee,1001822114,,1338306412,300,CAS,,67.2,,In Service,1210-5050-00,2014,Surrey,,,Initial AB,,,,,,20150511,20150511,49.119057,-122.851101
6246,0,1,4,Tee,1000313964,15642,1636000921,100,DI,,31.65,,For Construction,7801-0258-00,2002,Surrey,,,,,,,,,20030318,,49.019561,-122.769483
6247,0,1,4,Tee,1000313969,16600,1636000921,100,DI,,31.65,,For Construction,7801-0258-00,2002,Surrey,,,,,,,,,20030318,,49.019561,-122.769483
6248,,1,2,Reducer,1001822115,,1338406414,300,CAS,,,,In Service,1210-5050-00,2014,Surrey,,300 X 200 Reducer,Initial AB,,,,,,20150511,20150511,49.119090,-122.851085
6249,0,1,4,Tee,1000298075,4339,1276708024,,,77,,,In Service,,1981,Surrey,,,,,,,,,19890412,20150105,49.148239,-122.868009
6250,0,1,4,Tee,1000309124,13650,1195907828,,,93.36,,,In Service,,1993,Surrey,,,,,,,,,19930318,,49.144953,-122.890270
6251,0,1,4,Tee,1000309328,14957,1447707628,,,47.8,,,In Service,,1998,Surrey,,,,,,,,,19990922,,49.141017,-122.820858
6252,0,1,4,Tee,1000303008,3962,1541909375,,,88.57,,,In Service,,1986,Surrey,,,,,,,,,19890329,,49.172828,-122.794745
6253,0,1,4,Tee,1000827091,,1520305356,150,DI,,2.4,,In Service,7803-0150-00,2006,Surrey,,,Final AB,,,,,,20070618,20150921,49.099863,-122.800999
6254,0,1,4,Tee,1000303798,5904,1337207708,,,73.51,,,In Service,,1975,Surrey,,,,,,,,,19890614,,49.142771,-122.851299
6255,0,1,4,Tee,1000303807,5913,1351807801,,,65.2,,,In Service,,1981,Surrey,,,,,,,,,19890614,,49.144441,-122.847283
6256,0,1,4,Tee,1000303826,5937,1356507954,,,58.45,,,In Service,,1977,Surrey,,,,,,,,,19890619,,49.147213,-122.845960
6257,0,1,4,Tee,1000303838,5950,1357007901,,,60.43,,,In Service,,1971,Surrey,,,,,,,,,19890619,,49.146242,-122.845825
6258,0,1,4,Tee,1000304720,13932,1278011415,,,-0.02,,,In Service,,1993,Surrey,,,,,,,,,19950105,,49.209840,-122.867459
6259,0,0,2,Reducer,1000827090,,1520205356,200,DI,,2.4,,Abandoned,7803-0150-00,2006,Surrey,,200 X 150 REDUCER,Final AB,,,,,,20070618,20150921,49.099864,-122.801024
6260,0,1,4,Tee,1000303541,5395,1640911222,300,CAS,41.25,,,In Service,,1993,Surrey,,SEE WD-015-040,,,,,,,19920120,,49.206195,-122.767269
6261,0,1,4,Tee,1000303627,6994,1457011662,,,8.76,,,In Service,,1978,Surrey,,,,,,,,,19890919,,49.214246,-122.818022
6262,0,1,4,Tee,1000303708,5644,1291907415,,,84.98,,,In Service,,1978,Surrey,,,,,,,,,19890602,,49.137478,-122.863800
6263,0,1,4,Tee,1000303230,5449,1387009111,,,56.89,,,In Service,,1977,Surrey,,,,,,,,,19890524,,49.168123,-122.837487
6264,0,1,4,Tee,1000302700,4570,1889609519,,,19.69,,,In Service,,1994,Surrey,,,,,,,,,19941103,,49.175221,-122.698807
6265,0,1,4,Tee,1000303172,5204,1377009224,,,56.24,,,In Service,,1975,Surrey,,,,,,,,,19890510,,49.170151,-122.840237
6266,0,1,4,Tee,1000311562,4723,1321708014,,,67.5,,,In Service,,1984,Surrey,,,,,,,,,19890425,,49.148298,-122.855571
6267,0,1,4,Tee,1000311589,4782,1332308110,,,59.23,,,In Service,,1975,Surrey,,,,,,,,,19890426,,49.150030,-122.852646
6268,0,1,4,Tee,1000311646,4896,1331408685,,,43.74,,,In Service,,1975,Surrey,,,,,,,,,19890501,,49.160439,-122.852856
6269,0,1,4,Tee,1000311676,308,1335208497,,,43.32,,,In Service,,1991,Surrey,,,,,,,,,19911011,,49.157030,-122.851819
6270,0,1,4,Tee,1000311687,9749,1342908359,,,43.9,,,In Service,,1990,Surrey,,,,,,,,,19920717,,49.154534,-122.849699
6271,0,1,4,Tee,1000311399,5792,1303009194,,,69.34,,,In Service,,1971,Surrey,,,,,,,,,19890608,,49.169661,-122.860652
6272,0,1,4,Tee,1000311414,5853,1285309353,,,78.24,,,In Service,,1972,Surrey,,,,,,,,,19890612,,49.172534,-122.865524
6273,0,0,4,Tee,1000312885,332,1318806013,,,97.2,,,Abandoned,1207-3770-00,1966,Surrey,,,Final AB,,,,,,19991012,20101122,49.111811,-122.856508
6274,0,1,4,Tee,1000311381,5758,1300509537,,,82.58,,,In Service,,1977,Surrey,,,,,,,,,19890607,20110411,49.175611,-122.861366
6275,0,0,4,Tee,1000311964,3114,1662008429,150,CAS,51,,,Abandoned,,1997,Surrey,,SEE WD-045-061,,,,,,,19980618,20110504,49.155404,-122.761697
6276,0,1,4,Tee,1000307614,17975,1499706972,200,PVC,,34.45,,In Service,7896-0321-00,2004,Surrey,,,Final AB,,,,,,20040507,,49.129116,-122.806564
6277,0,1,4,Tee,1000305087,16966,1674910674,350,CAS,,,,In Service,7889-0565-00,1993,Surrey,,,Final AB,,,,,,20030521,,49.196019,-122.757943
6278,0,1,4,Tee,1000305091,17016,1680610529,200,CAS,,,,In Service,7895-0277-00,1997,Surrey,,,Final AB,,,,,,20030523,,49.193369,-122.756367
6279,0,1,4,Tee,1000306435,12067,1225709910,,,80,,,In Service,,1972,Surrey,,,,,,,,,19900809,,49.182626,-122.881944
6280,0,1,4,Tee,1000306481,12342,1254710113,,,69.37,,,In Service,,1973,Surrey,,,,,,,,,19900823,,49.186302,-122.873933
6281,0,1,4,Tee,1000306580,13262,1241509856,,,81.97,,,In Service,,1994,Surrey,,,,,,,,,19950824,,49.181657,-122.877584
6282,,1,4,Tee,1001812557,,1319311631,300,CAS,,0.05,,In Service,SFPR-2009-RU,2009,Surrey,,,Final AB,,,,,,20150316,20150316,49.213492,-122.856061
6283,0,1,4,Tee,1000303857,13364,1307607215,,,81.14,,,In Service,,1988,Surrey,,,,,,,,,19931214,,49.133849,-122.859496
6284,0,1,4,Tee,1000303929,8435,1357109853,,,76.2,,,In Service,,1970,Surrey,,,,,,,,,19891218,,49.181552,-122.845695
6285,0,1,4,Tee,1000303953,8462,1336909851,,,75.53,,,In Service,,1971,Surrey,,,,,,,,,19891220,,49.181530,-122.851262
6286,,1,2,Reducer,1001812553,,1317911580,200,CAS,,,,In Service,W-957,1989,Surrey,,200 X 150 Reducer,Final AB,,,,,,20150316,20150316,49.212574,-122.856461
6287,0,1,2,Reducer,1000313332,9517,1480302350,,DI,112.04,,,In Service,,1966,Surrey,,,Initial AB,,,,,,19900302,20080828,49.045788,-122.812218
6288,,1,4,Tee,1001811244,,1323211613,300,CAS,,0.85,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,20150303,20150316,49.213171,-122.854986
6289,0,1,4,Tee,1000313373,9588,1492803004,,,38.87,,,In Service,,1986,Surrey,,,,,,,,,19900307,,49.057605,-122.808735
6290,,1,2,Reducer,1001723834,,1323305725,200,DI,,81,,In Service,7809-0244-00,2013,Surrey,,200X150,Final AB,,,,,,20140113,20140113,49.106627,-122.855281
6291,0,1,4,Tee,1000313639,8159,1534502832,,,49.51,,,In Service,,1990,Surrey,,,,,,,,,19920715,20081204,49.054479,-122.797259
6292,0,1,4,Tee,1000313676,12328,1533402560,,,81.75,,,In Service,,1998,Surrey,,,,,,,,,19990316,,49.049270,-122.797588
6293,0,1,4,Tee,1000313766,9835,1640301394,,,40.3,,,In Service,,1975,Surrey,,,,,,,,,19900319,,49.028416,-122.768258
6294,0,1,4,Tee,1000313772,9862,1610801337,,,50.19,,,In Service,,1970,Surrey,,,,,,,,,19900320,,49.027400,-122.776397
6295,0,1,4,Tee,1000313844,10023,1629700944,,,26.85,,,In Service,,1968,Surrey,,,,,,,,,19900326,,49.020278,-122.771210
6296,0,1,4,Tee,1000313847,10026,1612600941,,,29.8,,,In Service,,1981,Surrey,,,,,,,,,19900326,,49.020226,-122.775912
6297,0,0,4,Tee,1000314698,12941,1318411616,,,0.09,,,Abandoned,,1992,Surrey,,,,,,,,,19921126,20150316,49.213458,-122.856287
6298,0,1,4,Tee,1000301617,9717,1234602167,,,41.73,,,In Service,,1975,Surrey,,,,,,,,,19900315,,49.042571,-122.879833
6299,0,1,4,Tee,1000301745,2512,1710502549,,,95.65,,,In Service,,1985,Surrey,,,,,,,,,19890124,,49.049258,-122.748857
6300,0,1,4,Tee,1000301925,9245,1217102698,,,1,,,In Service,,1977,Surrey,,,,,,,,,19900205,,49.052179,-122.884618
6301,0,1,4,Tee,1000301939,9259,1239602512,,,42.28,,,In Service,,1983,Surrey,,,,,,,,,19900206,,49.048806,-122.878444
6302,0,1,4,Tee,1000301963,9285,1239902341,,,42.4,,,In Service,,1988,Surrey,,,,,,,,,19900207,,49.045702,-122.878362
6303,0,1,4,Tee,1000301997,9322,1269402513,,,50.55,,,In Service,,1977,Surrey,,,,,,,,,19900208,,49.048820,-122.870238
6304,0,1,4,Tee,1000302214,732,1554005658,,,10.91,,,In Service,,1987,Surrey,,,,,,,,,19880928,,49.105592,-122.791691
6305,0,1,4,Tee,1000298846,11788,1388310806,,,103.97,,,In Service,,1973,Surrey,,,,,,,,,19900726,,49.198784,-122.837041
6306,0,1,4,Tee,1000298985,11923,1174510730,,,-0.3,,,In Service,,1992,Surrey,,,,,,,,,19961011,,49.197473,-122.896059
6307,0,1,4,Tee,1000299041,6706,1196810557,,,0.35,,,In Service,,1989,Surrey,,,,,,,,,19890817,,49.194343,-122.889907
6308,0,0,4,Tee,1000299049,12797,1167810646,,,0.65,,,Abandoned,,1988,Surrey,,,Final AB,,,,,,19930217,20081103,49.195960,-122.897913
6309,0,1,4,Tee,1000299101,11050,1299601390,,,74.64,,,In Service,,1983,Surrey,,,,,,,,,19900611,,49.028494,-122.861992
6310,0,1,4,Tee,1000299299,7144,1520801691,,,112.22,,,In Service,,1985,Surrey,,,,,,,,,19961211,,49.033850,-122.801126
6311,0,1,4,Tee,1000299327,10471,1444201795,,,93.24,,,In Service,,1982,Surrey,,,,,,,,,19900504,,49.035761,-122.822190
6312,,1,3,Tap,1001602890,,1266508020,150,DI,,,,In Service,1211-3500-00,2014,Surrey,,,Final AB,,,,,,20150105,20150105,49.148169,-122.870833
6313,0,1,4,Tee,1000304237,17044,1349510213,350,CAS,,80.32,,In Service,7899-0188-00,2001,Surrey,,,Final AB,,,,,,20030527,,49.187833,-122.847808
6314,0,1,4,Tee,1000304241,17049,1346610218,350,CAS,,,,In Service,7899-0188-00,2001,Surrey,,,Final AB,,,,,,20030527,,49.187916,-122.848606
6315,0,1,4,Tee,1000304536,15955,1524410272,150,DI,,87.3,,In Service,7801-0163-00,2002,Surrey,,,,,,,,,20020923,,49.188821,-122.799523
6316,0,1,4,Tee,1000304205,15214,1358610211,300,DI,78.25,77.15,1.1,In Service,1299-620,2000,Surrey,,,,,,,,,20020702,20110608,49.187791,-122.845293
6317,0,1,4,Tee,1000305083,16954,1653911097,200,CAS,,45.5,,In Service,7890-0339-00,1999,Surrey,,,Final AB,,,,,,20030520,,49.203676,-122.763680
6318,0,1,4,Tee,1000305816,13679,1918705608,300,CAS,11.52,12.13,-0.61,In Service,7898-0163-00,1999,Surrey,,,Final AB,,,,,,20020724,,49.104182,-122.691185
6319,0,1,4,Tee,1000304567,1565,1918705414,150,DI,7.59,,,Abandoned,NA,1963,Surrey,,,,,,,,,19881117,20110608,49.100945,-122.691243
6320,0,1,4,Tee,1000307656,18910,1479206741,300,DI,,28.4,,In Service,7803-0125-00,2005,Surrey,,,Final AB,,,,,,20050615,,49.124941,-122.812239
6321,0,1,4,Tee,1000304624,18526,1918205426,450,DI,,7.23,,In Service,1299-5020-00,2004,Surrey,,,Final AB,,,,,,20041208,20110608,49.100895,-122.691345
6322,0,1,4,Tee,1000313348,9555,1499602740,,,66.2,,,In Service,,1974,Surrey,,,,,,,,,19900306,,49.052839,-122.806882
6323,0,1,4,Tee,1000305939,1567,1841105388,150,DI,13.41,,,Abandoned,NA,1976,Surrey,,SEE WD-088-008,,,,,,,19881115,20110608,49.100545,-122.712610
6324,0,1,4,Tee,1000313377,9584,1498103020,,,37.7,,,In Service,,1987,Surrey,,,,,,,,,19900307,,49.057899,-122.807264
6325,0,1,4,Tee,1000313426,2526,1499802598,,,83.5,,,In Service,,1990,Surrey,,,,,,,,,19910503,,49.050268,-122.806828
6326,0,1,4,Tee,1000313472,13712,1513502750,,,63.74,,,In Service,,1995,Surrey,,,,,,,,,19951005,,49.052988,-122.803049
6327,0,1,4,Tee,1000313498,14872,1473203107,,,30.24,,,In Service,,1998,Surrey,,,,,,,,,19990603,,49.059187,-122.814124
6328,0,1,4,Tee,1000313553,4431,1560002739,,,66.08,,,In Service,,1989,Surrey,,,,,,,,,19890511,,49.052793,-122.790251
6329,0,1,4,Tee,1000314890,12212,1378711458,,,56.5,,,In Service,,1991,Surrey,,,,,,,,,19900820,,49.210588,-122.839650
6330,0,1,4,Tee,1000314946,7814,1298107064,,,82.91,,,In Service,,1973,Surrey,,,,,,,,,19891026,,49.131129,-122.862131
6331,0,1,2,Reducer,1000298120,5519,1276708021,,DI,77.51,,,In Service,,1979,Surrey,,,Initial AB,,,,,,19890526,20150105,49.148186,-122.868009
6332,0,1,4,Tee,1000297698,16291,1464108338,200,CAS,,34.93,,In Service,7896-0095-00,2000,Surrey,,,Final AB,,,,,,20021030,,49.153853,-122.816291
6333,0,1,4,Tee,1000297784,3908,1459008227,250,CAS,32.11,32.1,0.01,In Service,7892-0478-00,1995,Surrey,,SEE ALSO W-043-107,Final AB,,,,,,19950731,,49.151849,-122.817708
6334,0,1,4,Tee,1000298197,16204,1774210028,200,CAS,,,,In Service,7896-0230-00,2001,Surrey,,,Final AB,,,,,,20021015,,49.184257,-122.730567
6335,0,1,4,Tee,1000312508,18335,1860206723,250,DI,,67.68,,In Service,7803-0003-00,2004,Surrey,,,Final AB,,,,,,20040929,20110608,49.124411,-122.707200
6336,0,1,4,Tee,1000312543,19094,1909606945,300,DI,,81.75,,In Service,7803-0400-00,2005,Surrey,,,Final AB,,,,,,20050906,20110608,49.128391,-122.693544
6337,0,1,4,Tee,1000844969,,1570302353,150,DI,,,,In Service,7893-0186-00,1995,Surrey,,,Final AB,,,,,,20080220,20110608,49.045505,-122.787452
6338,0,1,4,Tee,1000297943,16222,1276708031,350,CAS,,77.12,,In Service,1298-4060-00,2000,Surrey,,,Final AB,,,,,,20021021,20150105,49.148375,-122.868010
6339,0,1,4,Tee,1000307573,15510,1500006818,300,DI,,26.4,,In Service,7896-0074-00,1999,Surrey,,,Final AB,,,,,,20020723,20110608,49.126335,-122.806491
6340,0,1,4,Tee,1000307609,17927,1499706922,250,DI,,33.77,,In Service,7801-0235-00,2004,Surrey,,,Final AB,,,,,,20040414,20110608,49.128214,-122.806558
6341,0,1,4,Tee,1000307632,18622,1504507074,200,DI,13,27.01,-14.01,In Service,7802-0065-00,2005,Surrey,,,Final AB,,,,,,20050202,20110608,49.130960,-122.805228
6342,0,1,4,Tee,1000312490,17265,1884906991,200,CAS,,68.04,,In Service,7801-0198-00,2002,Surrey,,,Final AB,,,,,,20030626,,49.129243,-122.700349
6343,0,1,4,Tee,1000312493,17270,1879907019,400,CAS,,67.12,,In Service,7801-0198-00,2002,Surrey,,,Final AB,,,,,,20030627,,49.129747,-122.701726
6344,0,1,4,Tee,1000312563,19341,1868206766,150,AC,,65.2,,Abandoned,7800-0245-00,2005,Surrey,,,Final AB,,,,,,20060119,20080215,49.125174,-122.704979
6345,0,1,0,Cap,1000835426,,1768510256,100,DI,,11.6,,In Service,7805-0086-00,2007,Surrey,,,Final AB,,,,,,20071019,20110608,49.188392,-122.732129
6346,0,1,4,Tee,1000838869,,1514506170,300,DI,,28.75,,In Service,7802-0392-00,2007,Surrey,,,Final AB,,,,,,20071212,20110608,49.114606,-122.802531
6347,0,1,4,Tee,1000297554,8185,1373307052,,,65.57,,,In Service,,1976,Surrey,,,,,,,,,19891205,,49.130880,-122.841378
6348,0,1,4,Tee,1000297584,8229,1376606455,,,36,,,Abandoned,,1958,Surrey,,,,,,,,,19891206,20070330,49.120080,-122.840515
6349,0,1,4,Tee,1000297594,8241,1379106624,,,38.88,,,In Service,,1986,Surrey,,,,,,,,,19891207,,49.123144,-122.839804
6350,0,1,4,Tee,1000297625,8297,1438406607,,,18.59,,,In Service,,1978,Surrey,,,,,,,,,19891212,,49.122805,-122.823475
6351,0,1,4,Tee,1000297736,7537,1477708550,,,47.1,,,In Service,,1990,Surrey,,,,,,,,,19920728,,49.157936,-122.812522
6352,0,1,4,Tee,1000297745,5838,1502908344,,,50.87,,,In Service,,1992,Surrey,,,,,,,,,19921023,,49.154209,-122.805576
6353,0,0,4,Tee,1000301197,19009,1755100150,150,DI,,,,Abandoned,1204-3060-00,2005,Surrey,,,Final AB,,,,,,20050729,20110822,49.005524,-122.736785
6354,0,1,4,Tee,1000304767,16633,1507504799,100,PE,0,-0.5,0.5,In Service,12979030-00,2000,Surrey,,,Final AB,,,,,,20030321,,49.089800,-122.804582
6355,,1,2,Reducer,1001210003,,1759700150,250,DI,,,,In Service,7809-0099-00,2010,Surrey,,,Final AB,,,,,,20110822,20110822,49.005524,-122.735533
6356,0,1,4,Tee,1000305347,1926,1840405838,,,58.61,,,In Service,,1976,Surrey,,,,,,,,,19890111,,49.108673,-122.712752
6357,0,1,4,Tee,1000305367,1982,1830206326,,,62.4,,,In Service,,1978,Surrey,,,,,,,,,19890112,,49.117508,-122.715522
6358,0,1,4,Tee,1000305371,1986,1826106318,,,58.55,,,In Service,,1978,Surrey,,,,,,,,,19890112,,49.117366,-122.716659
6359,0,1,4,Tee,1000305382,1925,1805406098,,,40.55,,,In Service,,1986,Surrey,,,,,,,,,19890113,,49.113411,-122.722385
6360,0,1,4,Tee,1000305399,2041,1800505987,,,95.8,,,In Service,,1973,Surrey,,,,,,,,,19890109,,49.111373,-122.723749
6361,0,1,4,Tee,1000305461,950,1761805837,,,3.1,,,In Service,,1995,Surrey,,,,,,,,,19950629,,49.108710,-122.734418
6362,0,1,4,Tee,1000305535,746,1849905838,,,61.95,,,In Service,,1979,Surrey,,,,,,,,,19880927,,49.108666,-122.710148
6363,0,1,4,Tee,1000310332,17115,1459803420,300,CAS,34.69,14.8,19.89,Abandoned,7895-0272-00,1998,Surrey,,,Final AB,,,,,,20030605,,49.064863,-122.817818
6364,0,1,4,Tee,1000310333,17116,1450203542,300,CAS,34.69,11.72,22.97,In Service,7895-0095-00,2000,Surrey,,,Final AB,,,,,,20030605,,49.067075,-122.820451
6365,0,1,4,Tee,1000310366,18106,1500203558,250,PVC,,25.06,,In Service,7803-0130-00,2004,Surrey,,,Final AB,,,,,,20040625,,49.067339,-122.806664
6366,0,1,4,Tee,1000310384,18471,1444803305,100,CAS,,31.8,,In Service,7803-0261-00,2004,Surrey,,,Final AB,,,,,,20041109,,49.062784,-122.821933
6367,0,1,2,Reducer,1000315665,15130,1568503610,200,DI,,22,,In Service,7895-0156-,2000,Surrey,,200-100,Final AB,,,,,,20020620,20110608,49.068247,-122.787847
6368,0,1,2,Reducer,1000315706,18042,1444007795,200,DI,,18.36,,In Service,7802-0065-,2004,Surrey,,,Final AB,,,,,,20040520,20110608,49.144042,-122.821866
6369,0,1,2,Reducer,1000315772,15073,1339802366,300,DI,,,,In Service,1299-6010-,2002,Surrey,,,Final AB,,,,,,20050623,20110608,49.045831,-122.850902
6370,0,1,4,Tee,1000308621,4850,1453909035,,,75.28,,,In Service,,1979,Surrey,,,,,,,,,19890428,,49.166721,-122.819046
6371,0,1,4,Tee,1000308623,4852,1445209043,,,74.3,,,In Service,,1979,Surrey,,,,,,,,,19890428,,49.166866,-122.821435
6372,0,1,4,Tee,1000308694,5053,1518309005,,,89.55,,,In Service,,1973,Surrey,,,,,,,,,19890504,,49.166144,-122.801291
6373,0,1,4,Tee,1000308704,5063,1518909227,,,91.04,,,In Service,,1974,Surrey,,,,,,,,,19890504,,49.170157,-122.801102
6374,0,1,4,Tee,1000308727,4928,1451808872,,,67.62,,,In Service,,1992,Surrey,,,,,,,,,19920317,,49.163780,-122.819644
6375,0,1,4,Tee,1000308739,12734,1507308832,,,82.56,,,In Service,,1993,Surrey,,,,,,,,,19931130,,49.163023,-122.804326
6376,0,1,4,Tee,1000310752,11544,1339311029,,,61.26,,,In Service,,1976,Surrey,,,,,,,,,19900712,20090625,49.202598,-122.850587
6377,0,1,4,Tee,1000308767,17481,1519609594,300,CAS,,,,In Service,,2002,Surrey,,PER OPERATIONS,,,,,,,20030820,,49.176554,-122.800903
6378,0,1,4,Tee,1000309061,5781,1202107221,,,77.65,,,In Service,,1990,Surrey,,,,,,,,,19890608,,49.133996,-122.888581
6379,0,1,4,Tee,1000309072,10172,1216707675,,,88.2,,,In Service,,1990,Surrey,,,,,,,,,19900329,,49.142214,-122.884532
6380,0,1,4,Tee,1000310702,11478,1317811030,,,61.51,,,In Service,,1966,Surrey,,,,,,,,,19900629,,49.202864,-122.856475
6381,0,1,4,Tee,1000309211,7771,1453507423,,CAS,60.56,,,Abandoned,,1974,Surrey,,,,,,,,,19891024,,49.137302,-122.819285
6382,0,1,4,Tee,1000309231,11491,1443707891,,,11.02,,,In Service,,1991,Surrey,,,,,,,,,19900703,,49.146039,-122.821922
6383,0,1,4,Tee,1000310582,14438,1400802364,,,87.77,,,In Service,,1992,Surrey,,,,,,,,,19980128,,49.045776,-122.834103
6384,0,1,4,Tee,1000310627,10948,1655001941,,,88.85,,,In Service,,1981,Surrey,,,,,,,,,19900601,,49.038296,-122.764192
6385,0,1,4,Tee,1000310859,11702,1317910495,,,84.16,,,In Service,,1966,Surrey,,,,,,,,,19900723,,49.193184,-122.856494
6386,0,1,4,Tee,1000310870,4583,1317610406,,,87.11,,,In Service,,1966,Surrey,,,,,,,,,19911128,,49.191581,-122.856560
6387,0,1,4,Tee,1000300140,11435,1313211128,,,55.2,,,In Service,,1974,Surrey,,,,,,,,,19900628,,49.204639,-122.857736
6388,0,1,4,Tee,1000311007,11139,1155509668,,,78.54,,,In Service,,1987,Surrey,,,,,,,,,19900615,,49.178266,-122.901338
6389,0,1,4,Tee,1000311008,11140,1156209660,,,80.04,,,In Service,,1987,Surrey,,,,,,,,,19900615,,49.178124,-122.901151
6390,0,1,4,Tee,1000300878,10408,1405801644,,,84.83,,,In Service,,1986,Surrey,,,,,,,,,19900501,,49.033048,-122.832748
6391,0,1,4,Tee,1000301163,2197,1632507968,,,49.25,,,In Service,,1987,Surrey,,,,,,,,,19890120,,49.147339,-122.769874
6392,0,1,4,Tee,1000301260,2657,1701500000,,,15.45,,,In Service,,1976,Surrey,,,,,,,,,19890131,,49.002156,-122.751576
6393,0,1,4,Tee,1000301277,2243,1767501635,,,47.2,,,In Service,,1979,Surrey,,,,,,,,,19890120,,49.032699,-122.733251
6394,0,1,4,Tee,1000301281,6487,1789002047,,,84.37,,,In Service,,1991,Surrey,,,,,,,,,19920129,,49.040140,-122.727304
6395,0,1,4,Tee,1000301338,7333,1271101465,,,58.36,,,In Service,,1991,Surrey,,,,,,,,,19920320,,49.029857,-122.869835
6396,0,1,4,Tee,1000301404,2915,1750701749,,,71.15,,,In Service,,1994,Surrey,,,,,,,,,19940816,,49.034766,-122.737868
6397,0,1,4,Tee,1000301422,2225,1819601960,,,62.82,,,In Service,,1982,Surrey,,,,,,,,,19890120,,49.038535,-122.718889
6398,0,0,3,Tap,1000314651,7028,1322711614,300,,,0.34,,Abandoned,SFPR-2009-RU,2009,Surrey,,,Final AB,,,,,,19890912,20150314,49.213416,-122.855097
