,TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
710,SHEN-ABUP3P,The Samosa House,12837 88 Ave,Surrey,Restaurant,49.16276072,-122.86718741
711,NDAA-9DKRKH,The Sushi Bar,7115 138 St,Surrey,Restaurant,49.1320397,-122.83918107
712,SHEN-9QASZ2,The Taphouse,15330 102A Ave,Surrey,Restaurant,49.1886146,-122.79749325
713,GEDS-82CUR9,Thrifty Foods #24 - Deli & Cheese Section,15745 Croydon Dr,Surrey,Restaurant,49.0480924,-122.78587926
714,GEDS-82CUW2,Thrifty Foods #24 - Meat & Seafood Section,15745 Croydon Dr,Surrey,Restaurant,49.0480924,-122.78587926
715,SWOD-AHGN6F,Tim Horton's #106868,9900 King George Blvd,Surrey,Restaurant,49.18235922,-122.84490698
716,NDAA-92QN5J,Tim Horton's (RCMP),14200 Green Timbers Way,Surrey,Restaurant,49.17966902,-122.82991451
717,NDAA-A6HSNT,Tim Hortons #1095,16033 108 Ave,Surrey,Restaurant,49.1989669,-122.77775438
718,A018381    ,Tim Hortons #1377,2360 King George Blvd,Surrey,Restaurant,49.04510073,-122.79246751
719,A018397    ,Tim Hortons #2172,12169 72 Ave,Surrey,Restaurant,49.13422021,-122.88586127
720,A018399    ,Tim Hortons #2173,3077 152 St,Surrey,Restaurant,49.05767913,-122.80211251
721,GEDS-6A5QDU,Tim Hortons #2530,7195 King George Blvd,Surrey,Restaurant,49.13306413,-122.84596074
722,GEDS-6A2PN7,Tim Hortons #2608,10320 152 St,Surrey,Restaurant,49.19010913,-122.80059715
723,SODN-65HTBW,Tim Hortons #2656,12110 Nordel Way,Surrey,Restaurant,49.16168908,-122.88694047
724,GEDS-6GTRF5,Tim Hortons #2783,8215 166 St,Surrey,Restaurant,49.15143096,-122.76197163
725,GEDS-6HLTS7,Tim Hortons #2816,10376 152 St,Surrey,Restaurant,49.19106581,-122.80052367
726,GEDS-6MVPBZ,Tim Hortons #2889,17888 56 Ave,Surrey,Restaurant,49.10394533,-122.72674647
727,GEDS-6VRPUD,Tim Hortons #2956,14445 64 Ave,Surrey,Restaurant,49.11930582,-122.82268473
728,GEDS-6WLREY,Tim Hortons #3016,17695 64 Ave,Surrey,Restaurant,49.11896956,-122.73286464
729,GEDS-76LQ6B,Tim Hortons #3077,18682 Fraser Hwy,Surrey,Restaurant,49.12458427,-122.70441201
730,GEDS-775V2T,Tim Hortons #3083,7288 King George Blvd,Surrey,Restaurant,49.13492356,-122.84514204
731,A018984    ,Tim Hortons #311,15551 Fraser Hwy,Surrey,Restaurant,49.16241879,-122.79125861
732,GEDS-7HQPTW,Tim Hortons #3225,2355 160 St,Surrey,Restaurant,49.04439297,-122.78143202
733,GEDS-7HVTQV,Tim Hortons #3226,6422 120 St,Surrey,Restaurant,49.11967428,-122.88996212
734,GEDS-7M6PXX,Tim Hortons #3304,16141 24 Ave,Surrey,Restaurant,49.04581186,-122.77575679
735,GEDS-85SR8F,Tim Hortons #3676,19218 96 Ave,Surrey,Restaurant,49.1767759,-122.69008088
736,NDAA-9C5T5J,Tim Hortons #4373 Country Woods,3233 176 St,Surrey,Restaurant,49.06053523,-122.73584746
737,ACAK-9BEV2L,Tim Hortons #4457,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
738,SYOG-5M562C,Tim Hortons #446,1767 152 St,Surrey,Restaurant,49.03378679,-122.80164304
739,NDAA-93UU5A,Tim Hortons #4510,2711 192 St,Surrey,Restaurant,49.05150946,-122.6918208
740,GEDS-7HVV7W,Apna Chaat House,7500 120 St,Surrey,Restaurant,49.13913715,-122.8900684
741,NDAA-98TQ7G,Arbourside Court,13751 74 Ave,Surrey,Restaurant,49.13739667,-122.84046032
742,SHEN-A72QX9,Archies BBQ,10180 153rd St,Surrey,Restaurant,49.1875961,-122.7978827
743,MMAR-8CYQ38,Argyll Lodge,14590 106A Ave,Surrey,Restaurant,49.1958818,-122.817822
744,SPLH-9SZU57,Aria Banquet & Convention Centre,12350 Pattullo Pl,Surrey,Restaurant,49.20319635,-122.88030063
745,GEDS-7TBT7Q,Arirang Korean Restaurant,14916 104 Ave,Surrey,Restaurant,49.19133805,-122.80824716
746,A019968    ,Asia Restaurant,15551 Fraser Hwy,Surrey,Restaurant,49.16241879,-122.79125861
747,JDSO-ACJV37,Asian Flavour Deli,13048 Old Yale Rd,Surrey,Restaurant,49.18882471,-122.86071645
748,GEDS-6HLMTJ,Asian Noodle Island,15988 Fraser Hwy,Surrey,Restaurant,49.15724844,-122.77953862
749,RORS-63ZMXY,Assini Pizza Restaurant Ltd,15551 Fraser Hwy,Surrey,Restaurant,49.16241879,-122.79125861
750,NDAA-94FQEJ,Awahsuk Aboriginal Head Start Association of BC,14589 108 Ave,Surrey,Restaurant,49.198918,-122.81762836
751,SWOD-AF3QQF,Ay Chihuahua Mexican Food,1726 152 St,Surrey,Restaurant,49.03330007,-122.80093629
752,GEDS-78NVVM,Ba Le Deli & Sandwiches,15277 100 Ave,Surrey,Restaurant,49.1844401,-122.79879019
753,SHEN-9PELJD,Backstretch Restaurant,17740 62 Ave,Surrey,Restaurant,49.11555279,-122.73085111
754,SWOD-A84PT4,Bahay Kubo (Filipino Cuisine),10294 City Pky,Surrey,Restaurant,49.18970667,-122.84739825
755,PNEL-8R5V4M,Baik Mi Korean Restaurant,19539 Fraser Hwy,Surrey,Restaurant,49.11496842,-122.68161868
756,SHEN-9ZWSSQ,Bakeshop and Cafe,16011 Fraser Hwy,Surrey,Restaurant,49.15741148,-122.77843067
757,NDAA-9K2Q6R,Bamboo Restaurant,15785 Croydon Dr,Surrey,Restaurant,49.0472666,-122.78436901
758,SHEN-9TFPMS,Barcelos Chicken,12499 88 Ave,Surrey,Restaurant,49.16335778,-122.8766604
759,SHEN-A63QD6,Barcelos Flame Grilled Chicken (King George),7577 King George Blvd,Surrey,Restaurant,49.14042433,-122.84594096
760,GEDS-7V3R4H,Barney's Pizza & Chicken,8140 128 St,Surrey,Restaurant,49.15063342,-122.86732229
761,KSMH-ASJPMA,Baron's Manor Pub,9568 192 St,Surrey,Restaurant,49.17632235,-122.69012307
762,JDSO-AC3PRJ,Basant Sweet,8148 128 St,Surrey,Restaurant,49.15057771,-122.86483054
763,GEDS-6JTQZT,Baselines Pub,8233 166 St,Surrey,Restaurant,49.15164148,-122.76197059
764,GEDS-6VQNPM,Baselines Pub,1938 152 St,Surrey,Restaurant,49.03724945,-122.8009197
765,A019739    ,Baskin-Robbins Ice Cream #5321,19585 Fraser Hwy,Surrey,Restaurant,49.11428272,-122.68011662
766,NDAA-9RWU3U,BBQ King Delight Inc,8973 152 St,Surrey,Restaurant,49.16573945,-122.80180434
767,SWOD-AKEM7K,BBQ Nation,7238 137 St,Surrey,Restaurant,49.1345334,-122.84261524
768,SYOG-5M5624,Bear Creek Market,8776 140 St,Surrey,Restaurant,49.16246168,-122.83440143
769,SDFO-8FAUQX,Bear Creek Market,13578 88 Ave,Surrey,Restaurant,49.16252604,-122.847019
770,SHEN-9ZSST8,Bear Creek Park Concession,13750 88 Ave,Surrey,Restaurant,49.16216661,-122.84241304
771,SHEN-AGKTZV,Bear Creek Pub,13588 88 Ave,Surrey,Restaurant,49.16252802,-122.84686461
772,NDAA-986SEL,Bear Creek Villa,8233 140 St,Surrey,Restaurant,49.15268943,-122.83494426
773,ACAK-962S88,Beast & Brine Local Provisions,12823 Crescent Rd,Surrey,Restaurant,49.05320652,-122.86698325
774,JDSO-ACWPVF,Belles Cafe,3208 140 St,Surrey,Restaurant,49.06048553,-122.83416225
775,NDAA-99QSEC,Bengal Grill,12736 80 Ave,Surrey,Restaurant,49.14802998,-122.8697216
776,SDFO-886NQ3,Bennett Craft & Kitchen,187 176 St,Surrey,Restaurant,49.00522904,-122.73581585
777,SWOD-AETSW7,Bento Nouveau,2332 160 St,Surrey,Restaurant,49.04383012,-122.77640308
778,PNEL-8SUUNC,Bento Nouveau (RCSS #1521),7550 King George Blvd,Surrey,Restaurant,49.13966312,-122.84525795
779,GEDS-6TCTLH,Bento Nouveau (RCSS #1556),14650 104 Ave,Surrey,Restaurant,49.19123455,-122.81602592
780,GEDS-7NQ2E6,Bethshan Gardens,17528 59 Ave,Surrey,Restaurant,49.10942888,-122.7372715
781,GEDS-6HJTPV,Bhaia Sweet & Restaurant,13753 72 Ave,Surrey,Restaurant,49.13377078,-122.84058109
782,PGOO-65PTDL,Bhaia Sweet Shop & Restaurant,6828 128 St,Surrey,Restaurant,49.12696263,-122.86753123
783,NDAA-A4VRMG,Bharat Parmar Sweet Shop & Restaurant,13745 72 Ave,Surrey,Restaurant,49.13376451,-122.84112685
784,PNEL-8RHMTB,Bharat Sweets & Restaurant,15166 Fraser Hwy,Surrey,Restaurant,49.16628593,-122.80239283
785,NDAA-93AV3A,Big Chicken Town,15280 101 Ave,Surrey,Restaurant,49.18597274,-122.79860311
786,GEDS-85UR69,Big Ridge Brewing Company,5580 152 St,Surrey,Restaurant,49.10381618,-122.80067617
787,SWOD-APUNLH,Big Star Sandwich Co (Surrey),13402 104 Ave,Surrey,Restaurant,49.19147564,-122.85085672
788,GEDS-7VHV5K,Bistro Panini,10277 City Pky,Surrey,Restaurant,49.18955259,-122.84788863
789,SPLH-ARZV5U,Black Tiger Coffee Co,19255 Fraser Hwy,Surrey,Restaurant,49.11894729,-122.68943107
790,NDAA-9BXTB7,Blenz Central City,13450 102 Ave,Surrey,Restaurant,49.18791904,-122.84876653
791,PNEL-8RZMFC,Blenz Coffee (152nd),1711 152 St,Surrey,Restaurant,49.0331143,-122.80166897
792,SWOD-A59RBM,Blenz Coffee (Central City South),10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
793,SWOD-AHJR4U,Blenz Coffee (Sullivan Heights),14330 64 Ave,Surrey,Restaurant,49.11851305,-122.82521495
794,SDFO-8LPPWW,Blenz Coffee Cafe,9750 140 St,Surrey,Restaurant,49.1797256,-122.83382477
795,SDFO-8HETFG,Blenz Coffee Kiosk (140th St),9750 140 St,Surrey,Restaurant,49.1797256,-122.83382477
796,SHEN-A6LSGW,Blenz Guildford Rec Centre,15105 105 Ave,Surrey,Restaurant,49.19341233,-122.80253945
797,NDAA-9BXPQ9,Blenz SFU Kiosk,13450 102 Ave,Surrey,Restaurant,49.18791904,-122.84876653
798,GEDS-7F2T6G,Boardwalk Gaming Centre,7093 King George Blvd,Surrey,Restaurant,49.13100319,-122.84598983
799,NDAA-A4NNJN,Boiling Point,15146 100 Ave,Surrey,Restaurant,49.18396932,-122.80224523
800,NDAA-A2KMBQ,Bolivar Heights Gas Bar,13916 Grosvenor Rd,Surrey,Restaurant,49.20368515,-122.83634833
801,GEDS-77FUY9,Bollywood Banquet Hall,8166 128 St,Surrey,Restaurant,49.15130553,-122.86739367
802,GEDS-6KQRHX,Bombay Banquet Hall,7475 135 St,Surrey,Restaurant,49.13828837,-122.84878162
803,SHEN-AP8PBW,H-Mart Hot Food,19555 Fraser Hwy,Surrey,Restaurant,49.11473773,-122.68111686
804,GEDS-69F2AU,Hanako Japanese Restaurant,15135 101 Ave,Surrey,Restaurant,49.18630015,-122.80270224
805,NDAA-9S2VV2,Hanaya Japanese Restaurant,2828 152 St,Surrey,Restaurant,49.05326246,-122.80090544
806,SPLH-AV2T2V,Hangry Health Bar,15380 102A Ave,Surrey,Restaurant,49.18859323,-122.79625235
807,A020358    ,Hannam Supermarket (Deli),15357 104 Ave,Surrey,Restaurant,49.19170326,-122.7966521
808,SWOD-AF3Q48,Hansel Deli,5804 176 St,Surrey,Restaurant,49.10792392,-122.73477258
809,SHEN-A85UYH,Happiness Seafood Restaurant,8080 120 St,Surrey,Restaurant,49.15013643,-122.89001353
810,A018866    ,Happy Farm Group Centre for Children Food Service,9458 134 St,Surrey,Restaurant,49.1745729,-122.8511954
811,GEDS-797Q8J,Happy Jacks Cafe,10470 152 St,Surrey,Restaurant,49.19270855,-122.8005444
812,NDAA-ALUNEN,HappyCakes CupCakes & More,18640 Fraser Hwy,Surrey,Restaurant,49.12546293,-122.70609458
813,ACAK-9C6MEE,Harry's Pizza & Curry House Ltd,7999 King George Blvd,Surrey,Restaurant,49.14759429,-122.84604388
814,SHEN-A6AMSN,Haru Japanese Restaurant,19390 68 Ave,Surrey,Restaurant,49.12623835,-122.68582352
815,SPLH-ASHT5Z,Haryana Sweets & Catering Service,12448 82 Ave,Surrey,Restaurant,49.15185171,-122.87780713
816,NDAA-9H7NFY,Hawthorne Beer Market & Bistro,5633 176 St,Surrey,Restaurant,49.10484451,-122.73519859
817,A018954    ,Hazelmere Golf & Tennis Club Lounge/Kitchen,18150 8 Ave,Surrey,Restaurant,49.01621711,-122.71914816
818,A018910    ,Hazelmere Golf & Tennis Club Main Dining Room,18150 8 Ave,Surrey,Restaurant,49.01621711,-122.71914816
819,A018953    ,Hazelmere Golf & Tennis Club Snack Bar,18150 8 Ave,Surrey,Restaurant,49.01621711,-122.71914816
820,A018992    ,Hazelmere Lodge Food Service,19475 16 Ave,Surrey,Restaurant,49.0312795,-122.68346549
821,ACAK-8VHRZ5,Healthy Monkey Cafe,2970 King George Blvd,Surrey,Restaurant,49.05621632,-122.80586112
822,NDAA-9B8VBQ,Healthy Monkey II,15355 24 Ave,Surrey,Restaurant,49.04583671,-122.79750443
823,A018926    ,Helping Hands Children's Centre Food Service,9012 160 St,Surrey,Restaurant,49.16698471,-122.77852686
824,GEDS-7R4TU5,Hi Japanese Sushi,3388 Rosemary Heights Cres,Surrey,Restaurant,49.06333416,-122.79817335
825,A018906    ,Hillside Lodge Food Service,10592 125B St,Surrey,Restaurant,49.19553336,-122.87370932
826,GEDS-7ELT6P,Hilton Villa Care Centre Partnership,13525 Hilton Rd,Surrey,Restaurant,49.20227873,-122.84704828
827,GEDS-6SAQMH,Holiday Inn Express Surrey - Breakfast Area,15808 104 Ave,Surrey,Restaurant,49.19136246,-122.78338023
828,GEDS-775L8C,Holy Cross Regional Secondary School,16193 88 Ave,Surrey,Restaurant,49.16295131,-122.77380247
829,SHEN-AMWR8K,Holy Taco,15951 Fraser Hwy,Surrey,Restaurant,49.15815596,-122.78024868
830,GEDS-6LD2F9,Honeybee Centre - Kitchen,7480 176 St,Surrey,Restaurant,49.13885443,-122.73415347
831,SWOD-AG5VHF,Hook and Ladder Bar & Grill,8593 132 St,Surrey,Restaurant,49.15844548,-122.85743747
832,SDFO-8FEUYM,Hooked Fish Bar,12157 Beecher St,Surrey,Restaurant,49.05231219,-122.88477517
833,HCAR-AU9V4X,Hot Millions Pizza & Cafe,9200 120 St,Surrey,Restaurant,49.17059222,-122.89001584
834,SHEN-AGKN4N,Hot Pan Pizza,13634 104 Ave,Surrey,Restaurant,49.19144332,-122.84429518
835,HCAR-AVHVJQ,Huong Coffee & Sandwiches,10673 King George Blvd,Surrey,Restaurant,49.19673595,-122.84570931
836,HCAR-ASV26J,Huyen Coffee Shop,13551 105A Ave,Surrey,Restaurant,49.194609,-122.84665973
837,GEDS-5SQS5N,Hyland House Food Service,6595 King George Blvd,Surrey,Restaurant,49.12268571,-122.84592441
838,ACAK-8XKTKS,IHOP #309,2429 152 St,Surrey,Restaurant,49.04616705,-122.80150814
839,A018356    ,IHOP #312,8170 120 St,Surrey,Restaurant,49.15202276,-122.89007358
840,SHEN-A28S8A,Ike Sushi,19188 72 Ave,Surrey,Restaurant,49.13346587,-122.69157627
841,SHEN-ABJTGL,Il Uk Jo Restaurant Ltd.,15188 Fraser Hwy,Surrey,Restaurant,49.16616158,-122.80203392
842,PNEL-8R2TQT,Imitating Christ Training Centre,12969 Crescent Rd,Surrey,Restaurant,49.05502583,-122.86314223
843,GEDS-6SYPL6,Imperial Place Residences,13853 102 Ave,Surrey,Restaurant,49.18792654,-122.83832864
844,KSMH-ARBUG6,Iraqi Cultural Cafe,15310 103A Ave,Surrey,Restaurant,49.18977988,-122.79835854
845,SYOG-5M598H,Irmandade Portuguesa Do Santo Cultural Society,12918 112 Ave,Surrey,Restaurant,49.20610809,-122.86432312
846,SHEN-AU2Q9Y,Islands Cafe,16041 24 Ave,Surrey,Restaurant,49.04630357,-122.77770572
847,GEDS-6TKTH5,Izumo Sushi Japanese Restaurant,13631 100 Ave,Surrey,Restaurant,49.18443697,-122.84428516
848,NDAA-9BXM68,Jack's Public House,9082 152 St,Surrey,Restaurant,49.16791232,-122.80097882
849,A018937    ,Jade Valley Restaurant,10090 152 St,Surrey,Restaurant,49.18575463,-122.80058146
850,SHEN-9YPTKH,Jaipur Indian Cuisine,8840 120 St,Surrey,Restaurant,49.16398489,-122.89007129
851,HCAR-AW2REP,Jake the Caveman,19289 No 10 Hwy,Surrey,Restaurant,49.10550679,-122.6882514
852,SDFO-8J9M9C,Jasna Cafe,10320 Whalley Blvd,Surrey,Restaurant,49.19005253,-122.84168995
853,SHEN-9Z3L58,Java Hut Cafe,7728 128 St,Surrey,Restaurant,49.1427663,-122.86766933
854,JDSO-ACJTFT,JC Express Chinese Food,15355 24 Ave,Surrey,Restaurant,49.04583671,-122.79750443
855,SDFO-8GDM7A,Jerusalem Grill,15933 Fraser Hwy,Surrey,Restaurant,49.15909621,-122.78079001
856,NDAA-99RSDB,Jin Soo Sung Chan Korean Restaurant,10312 152A St,Surrey,Restaurant,49.18971779,-122.79925035
857,SYOG-5M58ZM,Johnston Heights Church,9612 152 St,Surrey,Restaurant,49.17741513,-122.80074176
858,SYOG-5M57NR,Johnston Heights Secondary School Cafeteria,15350 99 Ave,Surrey,Restaurant,49.18238896,-122.79671856
859,HCAR-AVQMBN,Joie De Vivre,15300 105 Ave,Surrey,Restaurant,49.19317507,-122.79771794
860,GEDS-6CFT6B,Jolly Mac's,14815 108 Ave,Surrey,Restaurant,49.19943838,-122.81214122
861,NDAA-9RTT4X,Jon's Newtrition Kitchen Catering Services,13483 72 Ave,Surrey,Restaurant,49.13375295,-122.84888847
862,SWOD-9YMUZR,Jugo Juice (Grandview Corners),2443 161A St,Surrey,Restaurant,49.0469929,-122.77530006
863,SHEN-9Z5QJD,Jugo Juice (Guildford),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
864,GEDS-84XT8W,Jumbo Pizza (Surrey),5780 176A St,Surrey,Restaurant,49.10748286,-122.73348836
865,SHEN-ACXME6,Junior Scholars Educational Childcare,5728 142 St,Surrey,Restaurant,49.1069376,-122.82856869
866,RORS-5Y9NE5,Tim Hortons #458,8080 120 St,Surrey,Restaurant,49.15013643,-122.89001353
867,ACAK-985T7J,Tim Hortons #5038,12467 88 Ave,Surrey,Restaurant,49.16356002,-122.8778743
868,SPLH-A9VMPY,Tim Hortons #6270,19171 Fraser Hwy,Surrey,Restaurant,49.11948505,-122.69150004
869,HCAR-AUHPDL,Tim Hortons #7386,12941 115 Ave,Surrey,Restaurant,49.21147665,-122.86243455
870,A019531    ,Tim Hortons #87,9595 King George Blvd,Surrey,Restaurant,49.17662318,-122.84621544
871,SDFO-89RTBJ,Tim Hortons (Surrey Campus),12666 72 Ave,Surrey,Restaurant,49.13362169,-122.87132535
872,SDFO-8LHV7L,Timbergrove Kitchen,13922 101 Ave,Surrey,Restaurant,49.18577846,-122.83625862
873,GEDS-7XGU9Z,Time Out - Baskin Robbins,6351 152 St,Surrey,Restaurant,49.11798242,-122.80127608
874,GEDS-7XGUJU,Time Out - California Gourmet Pizza,6351 152 St,Surrey,Restaurant,49.11798242,-122.80127608
875,GEDS-6E3SXC,Tobiko Sushi,15951 Fraser Hwy,Surrey,Restaurant,49.15815596,-122.78024868
876,SHEN-9YTQ9N,Tobiko Sushi,2711 192 St,Surrey,Restaurant,49.05150946,-122.6918208
877,KSMH-AWKPSL,Tofun Fusion Hot Pot,3189 King George Blvd,Surrey,Restaurant,49.05963853,-122.81161686
878,SWOD-A3HQFP,Tomato Shack Pizza,10322 Whalley Blvd,Surrey,Restaurant,49.19020269,-122.84170678
879,SHEN-A7GQGT,Tomu Sushi,9613 192 St,Surrey,Restaurant,49.17736128,-122.69071803
880,SDFO-8GPUJX,Top in Town Pizza,12788 76A Ave,Surrey,Restaurant,49.14218908,-122.86855856
881,SHEN-ANSLB4,Top In Town Pizza,14330 64 Ave,Surrey,Restaurant,49.11851305,-122.82521495
882,SWOD-AHPSG3,Top In Town Pizza,16016 Fraser Hwy,Surrey,Restaurant,49.1569315,-122.77828096
883,GEDS-75FV9W,Top King's Chinese Restaurant and Cafe,10294 City Pky,Surrey,Restaurant,49.18970667,-122.84739825
884,SHEN-AU2QEA,Top Quality Pizza,9540 120 St,Surrey,Restaurant,49.17633624,-122.88916895
885,NDAA-93ES27,Townhall Public House South Surrey,3140 King George Blvd,Surrey,Restaurant,49.05918452,-122.80989859
886,SWOD-9Z4PZQ,Townline Pizza,17767 64 Ave,Surrey,Restaurant,49.11898358,-122.7302435
887,GEDS-78Z28W,Toyota Cafe,15389 Guildford Dr,Surrey,Restaurant,49.19677339,-122.79507059
888,NDAA-9GYQWB,Training Day Cafe,8077 King George Blvd,Surrey,Restaurant,49.1494583,-122.8460133
889,SWOD-AFXQQ6,Training Day Cafe (Surrey),15345 56 Ave,Surrey,Restaurant,49.10525524,-122.79768336
890,GEDS-6E8STL,TREES,13479 76 Ave,Surrey,Restaurant,49.141013,-122.84900704
891,NDAA-92RNUZ,Triple 8 Restaurant,15138 100 Ave,Surrey,Restaurant,49.18398086,-122.80253015
892,NDAA-A7TQMD,Triple O's Burgers,14350 64 Ave,Surrey,Restaurant,49.11891915,-122.82462973
893,SWOD-A3YVCN,Turf Hotel 1967 Ltd.,12411 King George Blvd,Surrey,Restaurant,49.20660045,-122.87798388
894,ACAK-8VQTQF,Turf Hotel Lounge,12411 King George Blvd,Surrey,Restaurant,49.20660045,-122.87798388
895,A016687    ,Turkey House & Deli,1433 King George Blvd,Surrey,Restaurant,49.02808652,-122.77243112
896,A018872    ,Ukrainian Orthodox Centre,13512 108 Ave,Surrey,Restaurant,49.19869626,-122.84755629
897,SHEN-ABJT3T,Ultimate Banquet Hall Ltd.,8072 120 St,Surrey,Restaurant,49.14988027,-122.89004908
898,GEDS-7NJ23W,Umami Sushi,17725 64 Ave,Surrey,Restaurant,49.11896193,-122.73213951
899,SPLH-ASQPDH,Uncle Fatih's Pizza (City Parkway),10277 City Pky,Surrey,Restaurant,49.18955259,-122.84788863
900,SHEN-A6LS5R,UR Restaurant,14752 108A Ave,Surrey,Restaurant,49.19953305,-122.8137167
901,NDAA-9RDVTT,Urban Masala Grill & Restaurant,12588 72 Ave,Surrey,Restaurant,49.13370717,-122.87384296
902,GEDS-69GNPL,Valley View Funeral Home,14660 72 Ave,Surrey,Restaurant,49.13357059,-122.81693171
903,GEDS-6UMNVV,Vault Restaurant,5764 176 St,Surrey,Restaurant,49.10710947,-122.7347772
904,GEDS-68DU3X,Vedic Hindu Cultural Society,8321 140 St,Surrey,Restaurant,49.152945,-122.83495027
905,GEDS-69MQ7C,Vege Garden Pizza & Coffee Shop,8383 128 St,Surrey,Restaurant,49.15512572,-122.86832975
906,SHEN-AP5SUE,Vegetarian Delite Bakery (Surrey),8078 128 St,Surrey,Restaurant,49.14934588,-122.86766368
907,NDAA-94NTVX,Veggie Hut Pizza & Pasta,7025 128 St,Surrey,Restaurant,49.13016942,-122.86815426
908,NDAA-8WPTK6,Venetis Pizza,9591 128 St,Surrey,Restaurant,49.17662407,-122.86824907
909,HCAR-AW722C,Veneto's Cakes & Pastries,7380 King George Blvd,Surrey,Restaurant,49.13673593,-122.84521073
910,SDFO-8BWQ2Y,Vera's Burger Shack,18660 Fraser Hwy,Surrey,Restaurant,49.12517282,-122.70550436
911,ACAK-8XLNGA,Vera's Burger Shack (Brickyard),17449 56 Ave,Surrey,Restaurant,49.10436925,-122.73987659
912,NDAA-9NYMJY,Victoria's Mexican Bakery,8056 King George Blvd,Surrey,Restaurant,49.14901035,-122.84525462
913,SHEN-ABMTMD,Viet City Restaurant,14779 108 Ave,Surrey,Restaurant,49.19888905,-122.8132608
914,NDAA-99YMF5,Village Sushi,18690 Fraser Hwy,Surrey,Restaurant,49.12447159,-122.70401783
915,NDAA-9EFTEB,Vina,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
916,SDFO-8BWQEE,Vlassis Souvlaki & Greek Taverna,10028 King George Blvd,Surrey,Restaurant,49.18496531,-122.84497329
917,GEDS-7HQP4F,Wal-Mart #5853 - Deli/Bakery,2355 160 St,Surrey,Restaurant,49.04439297,-122.78143202
918,SHEN-A7TNAC,Wal-mart Supercentre #1205 - Deli,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
919,SWOD-AQFTDZ,Wally Lucie and Sons,12171 Sullivan St,Surrey,Restaurant,49.05577435,-122.88474906
920,SPLH-AUXN5M,Warehouse Lunch and Catering,8625 130 St,Surrey,Restaurant,49.15988079,-122.86274825
921,JDSO-ACFM44,Waves Coffee House,10777 University Dr,Surrey,Restaurant,49.19836169,-122.85109663
922,NDAA-AN9QFX,Wendy's #12,15959 Fraser Hwy,Surrey,Restaurant,49.15824302,-122.77930076
923,NDAA-ANGQWK,Wendy's #19,3077 152 St,Surrey,Restaurant,49.05767913,-122.80211251
924,NDAA-AN9QXE,Wendy's #25,17911 56 Ave,Surrey,Restaurant,49.10441232,-122.72669786
925,NDAA-AN9NET,Wendy's #4,9412 120 St,Surrey,Restaurant,49.1740025,-122.88991277
926,NDAA-AN9PBZ,Wendy's #9,10125 152 St,Surrey,Restaurant,49.18646016,-122.80117092
927,SHEN-AJUUR2,West Village Cafe,5620 152 St,Surrey,Restaurant,49.10489636,-122.80062619
928,NDAA-9MCQ88,Westin Pizza,7182 120 St,Surrey,Restaurant,49.13365221,-122.89011927
929,SWOD-APSPEM,Just Cakes Bakeshop,7548 120 St,Surrey,Restaurant,49.13980911,-122.89000345
930,SPLH-98MP89,K Pop Karaoke Restaurant,14914 104 Ave,Surrey,Restaurant,49.19133785,-122.80834707
931,SPLH-9P8T6J,Kababji Grill,15775 Croydon Dr,Surrey,Restaurant,49.04768716,-122.78492695
932,SHEN-ABMQBQ,Kairali Village Restaurant,12414 82 Ave,Surrey,Restaurant,49.15186633,-122.8785309
933,NDAA-9GVU9Z,Kalamaki Greek Grill,2711 192 St,Surrey,Restaurant,49.05150946,-122.6918208
934,SWOD-APPNNE,Kalmar Restaurant,8076 King George Blvd,Surrey,Restaurant,49.14970607,-122.84537937
935,A019244    ,Kam Wah Restaurant,9340 120 St,Surrey,Restaurant,49.17281582,-122.88992123
936,GEDS-6MNMCW,Kamal Sweets & Tandoori Hut,6977 128 St,Surrey,Restaurant,49.12968509,-122.86806435
937,GEDS-7SDLR2,Kami Japanese Restaurant,2215 160 St,Surrey,Restaurant,49.0420561,-122.77977157
938,NDAA-95HQ6Q,Kami Strawberry Hill Japanese Restaurant,12101 72 Ave,Surrey,Restaurant,49.13501849,-122.8876389
939,GEDS-69PR95,Keg Steakhouse & Bar #131,15180 32 Ave,Surrey,Restaurant,49.06140173,-122.80214642
940,GEDS-6VJPCQ,Keg Steakhouse & Bar (Scott Rd),7948 120 St,Surrey,Restaurant,49.14744796,-122.89006865
941,SHEN-A7WQC8,Kelly's Pub,7218 King George Blvd,Surrey,Restaurant,49.1343323,-122.84521322
942,PGOO-69BTQX,Ken's Cafe,5695 176 St,Surrey,Restaurant,49.10577127,-122.7352032
943,SDFO-8MCPDC,Ken's Tea House,10692 135A St,Surrey,Restaurant,49.19701092,-122.84669357
944,SHEN-ATTV6D,Kerala Kitchen,9386 120 St,Surrey,Restaurant,49.17370646,-122.88991729
945,NDAA-9NKTFG,Kernels,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
946,NDAA-9BGPR8,KFC #017-001,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
