,CRE_DATE,MOD_DATE,ROADEDGE_TYPE,ROADEDGE_TYPE_2
9655,,,4,Lane
9656,,,11,"Paved, 4 Lane, Undivided"
9657,,,8,"Paved, 2 Lane, Undivided"
9658,,,12,Rough Road
9659,,,8,"Paved, 2 Lane, Undivided"
9660,,,12,Rough Road
9661,,,4,Lane
9662,,,8,"Paved, 2 Lane, Undivided"
9663,,,10,"Paved, 4 Lane, Divided"
9664,,,3,"Gravel, 2 Lane, Undivided"
9665,,,8,"Paved, 2 Lane, Undivided"
9666,,,4,Lane
9667,,,8,"Paved, 2 Lane, Undivided"
9668,,,8,"Paved, 2 Lane, Undivided"
9669,,,4,Lane
9670,,,8,"Paved, 2 Lane, Undivided"
9671,,,8,"Paved, 2 Lane, Undivided"
9672,,,8,"Paved, 2 Lane, Undivided"
9673,,,8,"Paved, 2 Lane, Undivided"
9674,,,12,Rough Road
9675,,,8,"Paved, 2 Lane, Undivided"
9676,,,8,"Paved, 2 Lane, Undivided"
9677,,,4,Lane
9678,,,8,"Paved, 2 Lane, Undivided"
9679,,,11,"Paved, 4 Lane, Undivided"
9680,,,8,"Paved, 2 Lane, Undivided"
9681,,,8,"Paved, 2 Lane, Undivided"
9682,,,8,"Paved, 2 Lane, Undivided"
9683,,,8,"Paved, 2 Lane, Undivided"
9684,,,4,Lane
9685,,,8,"Paved, 2 Lane, Undivided"
9686,,,8,"Paved, 2 Lane, Undivided"
9687,,,8,"Paved, 2 Lane, Undivided"
9688,,,8,"Paved, 2 Lane, Undivided"
9689,,,8,"Paved, 2 Lane, Undivided"
9690,,,8,"Paved, 2 Lane, Undivided"
9691,,,4,Lane
9692,,,8,"Paved, 2 Lane, Undivided"
9693,,,4,Lane
9694,,,4,Lane
9695,,,4,Lane
9696,,,8,"Paved, 2 Lane, Undivided"
9697,,,8,"Paved, 2 Lane, Undivided"
9698,,,8,"Paved, 2 Lane, Undivided"
9699,,,8,"Paved, 2 Lane, Undivided"
9700,,,8,"Paved, 2 Lane, Undivided"
9701,,,8,"Paved, 2 Lane, Undivided"
9702,,,8,"Paved, 2 Lane, Undivided"
9703,,,8,"Paved, 2 Lane, Undivided"
9704,,,8,"Paved, 2 Lane, Undivided"
9705,,,4,Lane
9706,,,6,On / Off Ramp
9707,,,8,"Paved, 2 Lane, Undivided"
9708,,,4,Lane
9709,,,8,"Paved, 2 Lane, Undivided"
9710,,,12,Rough Road
9711,,,0,Overpass
9712,,,8,"Paved, 2 Lane, Undivided"
9713,,,8,"Paved, 2 Lane, Undivided"
9714,,,8,"Paved, 2 Lane, Undivided"
9715,,,8,"Paved, 2 Lane, Undivided"
9716,,,8,"Paved, 2 Lane, Undivided"
9717,,,8,"Paved, 2 Lane, Undivided"
9718,,,8,"Paved, 2 Lane, Undivided"
9719,,,8,"Paved, 2 Lane, Undivided"
9720,,,8,"Paved, 2 Lane, Undivided"
9721,,,4,Lane
9722,,,12,Rough Road
9723,,,2,"Gravel, 1 Lane, Undivided"
9724,,,8,"Paved, 2 Lane, Undivided"
9725,,,11,"Paved, 4 Lane, Undivided"
9726,,,8,"Paved, 2 Lane, Undivided"
9727,,,8,"Paved, 2 Lane, Undivided"
9728,,,8,"Paved, 2 Lane, Undivided"
9729,,,8,"Paved, 2 Lane, Undivided"
9730,,,4,Lane
9731,,,8,"Paved, 2 Lane, Undivided"
9732,,,8,"Paved, 2 Lane, Undivided"
9733,,,12,Rough Road
9734,,,8,"Paved, 2 Lane, Undivided"
9735,,,8,"Paved, 2 Lane, Undivided"
9736,,,8,"Paved, 2 Lane, Undivided"
9737,,,6,On / Off Ramp
9738,,,8,"Paved, 2 Lane, Undivided"
9739,,,6,On / Off Ramp
9740,,,8,"Paved, 2 Lane, Undivided"
9741,,,8,"Paved, 2 Lane, Undivided"
9742,,,10,"Paved, 4 Lane, Divided"
9743,,,8,"Paved, 2 Lane, Undivided"
9744,,,12,Rough Road
9745,,,8,"Paved, 2 Lane, Undivided"
9746,,,4,Lane
9747,,,8,"Paved, 2 Lane, Undivided"
9748,,,8,"Paved, 2 Lane, Undivided"
9749,,,8,"Paved, 2 Lane, Undivided"
9750,,,4,Lane
9751,,,8,"Paved, 2 Lane, Undivided"
9752,,,4,Lane
9753,,,8,"Paved, 2 Lane, Undivided"
9754,,,8,"Paved, 2 Lane, Undivided"
9755,,,8,"Paved, 2 Lane, Undivided"
9756,,,8,"Paved, 2 Lane, Undivided"
9757,,,8,"Paved, 2 Lane, Undivided"
9758,,,8,"Paved, 2 Lane, Undivided"
9759,,,8,"Paved, 2 Lane, Undivided"
9760,,,4,Lane
9761,,,8,"Paved, 2 Lane, Undivided"
9762,,,4,Lane
9763,,,8,"Paved, 2 Lane, Undivided"
9764,,,11,"Paved, 4 Lane, Undivided"
9765,,,4,Lane
9766,,,8,"Paved, 2 Lane, Undivided"
9767,,,8,"Paved, 2 Lane, Undivided"
9768,,,8,"Paved, 2 Lane, Undivided"
9769,,,8,"Paved, 2 Lane, Undivided"
9770,,,4,Lane
9771,,,8,"Paved, 2 Lane, Undivided"
9772,,,8,"Paved, 2 Lane, Undivided"
9773,,,8,"Paved, 2 Lane, Undivided"
9774,,,8,"Paved, 2 Lane, Undivided"
9775,,,8,"Paved, 2 Lane, Undivided"
9776,,,8,"Paved, 2 Lane, Undivided"
9777,,,8,"Paved, 2 Lane, Undivided"
9778,,,8,"Paved, 2 Lane, Undivided"
9779,,,11,"Paved, 4 Lane, Undivided"
9780,,,4,Lane
9781,,,8,"Paved, 2 Lane, Undivided"
9782,,,8,"Paved, 2 Lane, Undivided"
9783,,,8,"Paved, 2 Lane, Undivided"
9784,,,8,"Paved, 2 Lane, Undivided"
9785,,,12,Rough Road
9786,,,8,"Paved, 2 Lane, Undivided"
9787,,,12,Rough Road
9788,,,8,"Paved, 2 Lane, Undivided"
9789,,,8,"Paved, 2 Lane, Undivided"
9790,,,12,Rough Road
9791,,,7,"Paved, 2 Lane, 1 Way"
9792,,,8,"Paved, 2 Lane, Undivided"
9793,,,8,"Paved, 2 Lane, Undivided"
9794,,,12,Rough Road
9795,,,8,"Paved, 2 Lane, Undivided"
9796,,,4,Lane
9797,,,10,"Paved, 4 Lane, Divided"
9798,,,8,"Paved, 2 Lane, Undivided"
9799,,,8,"Paved, 2 Lane, Undivided"
9800,,,4,Lane
9801,,,11,"Paved, 4 Lane, Undivided"
9802,,,8,"Paved, 2 Lane, Undivided"
9803,,,8,"Paved, 2 Lane, Undivided"
9804,,,8,"Paved, 2 Lane, Undivided"
9805,,,8,"Paved, 2 Lane, Undivided"
9806,,,8,"Paved, 2 Lane, Undivided"
9807,,,10,"Paved, 4 Lane, Divided"
9808,,,8,"Paved, 2 Lane, Undivided"
9809,,,12,Rough Road
9810,,,4,Lane
9811,,,8,"Paved, 2 Lane, Undivided"
9812,,,4,Lane
9813,,,8,"Paved, 2 Lane, Undivided"
9814,,,8,"Paved, 2 Lane, Undivided"
9815,,,8,"Paved, 2 Lane, Undivided"
9816,,,4,Lane
9817,,,4,Lane
9818,,,8,"Paved, 2 Lane, Undivided"
9819,,,8,"Paved, 2 Lane, Undivided"
9820,,,8,"Paved, 2 Lane, Undivided"
9821,,,8,"Paved, 2 Lane, Undivided"
9822,,,8,"Paved, 2 Lane, Undivided"
9823,,,8,"Paved, 2 Lane, Undivided"
9824,,,4,Lane
9825,,,8,"Paved, 2 Lane, Undivided"
9826,,,4,Lane
9827,,,8,"Paved, 2 Lane, Undivided"
9828,,,0,Overpass
9829,,,8,"Paved, 2 Lane, Undivided"
9830,,,8,"Paved, 2 Lane, Undivided"
9831,,,8,"Paved, 2 Lane, Undivided"
9832,,,2,"Gravel, 1 Lane, Undivided"
9833,,,4,Lane
9834,,,8,"Paved, 2 Lane, Undivided"
9835,,,6,On / Off Ramp
9836,,,8,"Paved, 2 Lane, Undivided"
9837,,,10,"Paved, 4 Lane, Divided"
9838,,,8,"Paved, 2 Lane, Undivided"
9839,,,4,Lane
9840,,,8,"Paved, 2 Lane, Undivided"
9841,,,8,"Paved, 2 Lane, Undivided"
9842,,,8,"Paved, 2 Lane, Undivided"
9843,,,8,"Paved, 2 Lane, Undivided"
9844,,,8,"Paved, 2 Lane, Undivided"
9845,,,3,"Gravel, 2 Lane, Undivided"
9846,,,8,"Paved, 2 Lane, Undivided"
9847,,,8,"Paved, 2 Lane, Undivided"
9848,,,10,"Paved, 4 Lane, Divided"
9849,,,8,"Paved, 2 Lane, Undivided"
9850,,,4,Lane
9851,,,10,"Paved, 4 Lane, Divided"
9852,,,8,"Paved, 2 Lane, Undivided"
9853,,,0,Overpass
9854,,,8,"Paved, 2 Lane, Undivided"
9855,,,8,"Paved, 2 Lane, Undivided"
9856,,,8,"Paved, 2 Lane, Undivided"
9857,,,8,"Paved, 2 Lane, Undivided"
9858,,,8,"Paved, 2 Lane, Undivided"
9859,,,8,"Paved, 2 Lane, Undivided"
9860,,,8,"Paved, 2 Lane, Undivided"
9861,,,2,"Gravel, 1 Lane, Undivided"
9862,,,8,"Paved, 2 Lane, Undivided"
9863,,,8,"Paved, 2 Lane, Undivided"
9864,,,10,"Paved, 4 Lane, Divided"
9865,,,4,Lane
9866,,,8,"Paved, 2 Lane, Undivided"
9867,,,8,"Paved, 2 Lane, Undivided"
9868,,,8,"Paved, 2 Lane, Undivided"
9869,,,5,Miscellaneous Road
9870,,,4,Lane
9871,,,12,Rough Road
9872,,,8,"Paved, 2 Lane, Undivided"
9873,,,4,Lane
9874,,,12,Rough Road
9875,,,8,"Paved, 2 Lane, Undivided"
9876,,,8,"Paved, 2 Lane, Undivided"
9877,,,8,"Paved, 2 Lane, Undivided"
9878,,,11,"Paved, 4 Lane, Undivided"
9879,,,8,"Paved, 2 Lane, Undivided"
9880,,,8,"Paved, 2 Lane, Undivided"
9881,,,8,"Paved, 2 Lane, Undivided"
9882,,,3,"Gravel, 2 Lane, Undivided"
9883,,,8,"Paved, 2 Lane, Undivided"
9884,,,3,"Gravel, 2 Lane, Undivided"
9885,,,8,"Paved, 2 Lane, Undivided"
9886,,,6,On / Off Ramp
9887,,,8,"Paved, 2 Lane, Undivided"
9888,,,8,"Paved, 2 Lane, Undivided"
9889,,,10,"Paved, 4 Lane, Divided"
9890,,,8,"Paved, 2 Lane, Undivided"
9891,,,8,"Paved, 2 Lane, Undivided"
9892,,,8,"Paved, 2 Lane, Undivided"
9893,,,4,Lane
9894,,,8,"Paved, 2 Lane, Undivided"
9895,,,8,"Paved, 2 Lane, Undivided"
9896,,,8,"Paved, 2 Lane, Undivided"
9897,,,8,"Paved, 2 Lane, Undivided"
9898,,,8,"Paved, 2 Lane, Undivided"
9899,,,8,"Paved, 2 Lane, Undivided"
9900,,,12,Rough Road
9901,,,8,"Paved, 2 Lane, Undivided"
9902,,,8,"Paved, 2 Lane, Undivided"
9903,,,8,"Paved, 2 Lane, Undivided"
9904,,,8,"Paved, 2 Lane, Undivided"
9905,,,8,"Paved, 2 Lane, Undivided"
9906,,,8,"Paved, 2 Lane, Undivided"
9907,,,8,"Paved, 2 Lane, Undivided"
9908,,,12,Rough Road
9909,,,8,"Paved, 2 Lane, Undivided"
9910,,,11,"Paved, 4 Lane, Undivided"
9911,,,0,Overpass
9912,,,8,"Paved, 2 Lane, Undivided"
9913,,,8,"Paved, 2 Lane, Undivided"
9914,,,8,"Paved, 2 Lane, Undivided"
9915,,,8,"Paved, 2 Lane, Undivided"
9916,,,8,"Paved, 2 Lane, Undivided"
9917,,,8,"Paved, 2 Lane, Undivided"
9918,,,8,"Paved, 2 Lane, Undivided"
9919,,,8,"Paved, 2 Lane, Undivided"
9920,,,4,Lane
9921,,,8,"Paved, 2 Lane, Undivided"
9922,,,4,Lane
9923,,,4,Lane
9924,,,8,"Paved, 2 Lane, Undivided"
9925,,,8,"Paved, 2 Lane, Undivided"
9926,,,6,On / Off Ramp
9927,,,4,Lane
9928,,,4,Lane
9929,,,8,"Paved, 2 Lane, Undivided"
9930,,,8,"Paved, 2 Lane, Undivided"
9931,,,8,"Paved, 2 Lane, Undivided"
9932,,,8,"Paved, 2 Lane, Undivided"
9933,,,8,"Paved, 2 Lane, Undivided"
9934,,,11,"Paved, 4 Lane, Undivided"
9935,,,11,"Paved, 4 Lane, Undivided"
9936,,,8,"Paved, 2 Lane, Undivided"
9937,,,10,"Paved, 4 Lane, Divided"
9938,,,8,"Paved, 2 Lane, Undivided"
9939,,,8,"Paved, 2 Lane, Undivided"
9940,,,4,Lane
9941,,,8,"Paved, 2 Lane, Undivided"
9942,,,8,"Paved, 2 Lane, Undivided"
9943,,,8,"Paved, 2 Lane, Undivided"
9944,,,8,"Paved, 2 Lane, Undivided"
9945,,,8,"Paved, 2 Lane, Undivided"
9946,,,7,"Paved, 2 Lane, 1 Way"
9947,,,4,Lane
9948,,,8,"Paved, 2 Lane, Undivided"
9949,,,8,"Paved, 2 Lane, Undivided"
9950,,,8,"Paved, 2 Lane, Undivided"
9951,,,8,"Paved, 2 Lane, Undivided"
9952,,,12,Rough Road
9953,,,8,"Paved, 2 Lane, Undivided"
9954,,,8,"Paved, 2 Lane, Undivided"
9955,,,8,"Paved, 2 Lane, Undivided"
9956,,,8,"Paved, 2 Lane, Undivided"
9957,,,8,"Paved, 2 Lane, Undivided"
9958,,,6,On / Off Ramp
9959,,,8,"Paved, 2 Lane, Undivided"
9960,,,8,"Paved, 2 Lane, Undivided"
9961,,,8,"Paved, 2 Lane, Undivided"
9962,,,4,Lane
9963,,,8,"Paved, 2 Lane, Undivided"
9964,,,12,Rough Road
9965,,,8,"Paved, 2 Lane, Undivided"
9966,,,8,"Paved, 2 Lane, Undivided"
9967,,,8,"Paved, 2 Lane, Undivided"
9968,,,4,Lane
9969,,,8,"Paved, 2 Lane, Undivided"
9970,,,8,"Paved, 2 Lane, Undivided"
9971,,,8,"Paved, 2 Lane, Undivided"
9972,,,8,"Paved, 2 Lane, Undivided"
9973,,,8,"Paved, 2 Lane, Undivided"
9974,,,8,"Paved, 2 Lane, Undivided"
9975,,,5,Miscellaneous Road
9976,,,8,"Paved, 2 Lane, Undivided"
9977,,,11,"Paved, 4 Lane, Undivided"
9978,,,4,Lane
9979,,,12,Rough Road
9980,,,10,"Paved, 4 Lane, Divided"
9981,,,8,"Paved, 2 Lane, Undivided"
9982,,,8,"Paved, 2 Lane, Undivided"
9983,,,7,"Paved, 2 Lane, 1 Way"
9984,,,8,"Paved, 2 Lane, Undivided"
9985,,,8,"Paved, 2 Lane, Undivided"
9986,,,8,"Paved, 2 Lane, Undivided"
9987,,,8,"Paved, 2 Lane, Undivided"
9988,,,4,Lane
9989,,,8,"Paved, 2 Lane, Undivided"
9990,,,8,"Paved, 2 Lane, Undivided"
9991,,,12,Rough Road
9992,,,8,"Paved, 2 Lane, Undivided"
9993,,,8,"Paved, 2 Lane, Undivided"
9994,,,8,"Paved, 2 Lane, Undivided"
9995,,,8,"Paved, 2 Lane, Undivided"
9996,,,8,"Paved, 2 Lane, Undivided"
9997,,,4,Lane
9998,,,12,Rough Road
9999,,,8,"Paved, 2 Lane, Undivided"
10000,,,12,Rough Road
10001,,,4,Lane
10002,,,8,"Paved, 2 Lane, Undivided"
10003,,,8,"Paved, 2 Lane, Undivided"
10004,,,8,"Paved, 2 Lane, Undivided"
10005,,,8,"Paved, 2 Lane, Undivided"
10006,,,3,"Gravel, 2 Lane, Undivided"
10007,,,8,"Paved, 2 Lane, Undivided"
10008,,,11,"Paved, 4 Lane, Undivided"
10009,,,8,"Paved, 2 Lane, Undivided"
10010,,,8,"Paved, 2 Lane, Undivided"
10011,,,8,"Paved, 2 Lane, Undivided"
10012,,,8,"Paved, 2 Lane, Undivided"
10013,,,8,"Paved, 2 Lane, Undivided"
10014,,,8,"Paved, 2 Lane, Undivided"
10015,,,8,"Paved, 2 Lane, Undivided"
10016,,,12,Rough Road
10017,,,4,Lane
10018,,,8,"Paved, 2 Lane, Undivided"
10019,,,8,"Paved, 2 Lane, Undivided"
10020,,,8,"Paved, 2 Lane, Undivided"
10021,,,8,"Paved, 2 Lane, Undivided"
10022,,,4,Lane
10023,,,4,Lane
10024,,,8,"Paved, 2 Lane, Undivided"
10025,,,8,"Paved, 2 Lane, Undivided"
10026,,,8,"Paved, 2 Lane, Undivided"
10027,,,8,"Paved, 2 Lane, Undivided"
10028,,,8,"Paved, 2 Lane, Undivided"
10029,,,6,On / Off Ramp
10030,,,8,"Paved, 2 Lane, Undivided"
10031,,,8,"Paved, 2 Lane, Undivided"
10032,,,8,"Paved, 2 Lane, Undivided"
10033,,,4,Lane
10034,,,8,"Paved, 2 Lane, Undivided"
10035,,,8,"Paved, 2 Lane, Undivided"
10036,,,8,"Paved, 2 Lane, Undivided"
10037,,,8,"Paved, 2 Lane, Undivided"
10038,,,8,"Paved, 2 Lane, Undivided"
10039,,,5,Miscellaneous Road
10040,,,8,"Paved, 2 Lane, Undivided"
10041,,,4,Lane
10042,,,8,"Paved, 2 Lane, Undivided"
10043,,,11,"Paved, 4 Lane, Undivided"
10044,,,8,"Paved, 2 Lane, Undivided"
10045,,,4,Lane
10046,,,8,"Paved, 2 Lane, Undivided"
10047,,,8,"Paved, 2 Lane, Undivided"
10048,,,8,"Paved, 2 Lane, Undivided"
10049,,,8,"Paved, 2 Lane, Undivided"
10050,,,12,Rough Road
10051,,,8,"Paved, 2 Lane, Undivided"
10052,,,8,"Paved, 2 Lane, Undivided"
10053,,,8,"Paved, 2 Lane, Undivided"
10054,,,8,"Paved, 2 Lane, Undivided"
10055,,,8,"Paved, 2 Lane, Undivided"
10056,,,8,"Paved, 2 Lane, Undivided"
10057,,,8,"Paved, 2 Lane, Undivided"
10058,,,0,Overpass
10059,,,8,"Paved, 2 Lane, Undivided"
10060,,,8,"Paved, 2 Lane, Undivided"
10061,,,11,"Paved, 4 Lane, Undivided"
10062,,,8,"Paved, 2 Lane, Undivided"
10063,,,2,"Gravel, 1 Lane, Undivided"
10064,,,8,"Paved, 2 Lane, Undivided"
10065,,,8,"Paved, 2 Lane, Undivided"
10066,,,6,On / Off Ramp
10067,,,8,"Paved, 2 Lane, Undivided"
10068,,,8,"Paved, 2 Lane, Undivided"
10069,,,8,"Paved, 2 Lane, Undivided"
10070,,,8,"Paved, 2 Lane, Undivided"
10071,,,8,"Paved, 2 Lane, Undivided"
10072,,,12,Rough Road
10073,,,8,"Paved, 2 Lane, Undivided"
10074,,,11,"Paved, 4 Lane, Undivided"
10075,,,8,"Paved, 2 Lane, Undivided"
10076,,,4,Lane
10077,,,8,"Paved, 2 Lane, Undivided"
10078,,,2,"Gravel, 1 Lane, Undivided"
10079,,,8,"Paved, 2 Lane, Undivided"
10080,,,8,"Paved, 2 Lane, Undivided"
10081,,,8,"Paved, 2 Lane, Undivided"
10082,,,8,"Paved, 2 Lane, Undivided"
10083,,,8,"Paved, 2 Lane, Undivided"
10084,,,4,Lane
10085,,,8,"Paved, 2 Lane, Undivided"
10086,,,0,Overpass
10087,,,8,"Paved, 2 Lane, Undivided"
10088,,,8,"Paved, 2 Lane, Undivided"
10089,,,12,Rough Road
10090,,,4,Lane
10091,,,8,"Paved, 2 Lane, Undivided"
10092,,,11,"Paved, 4 Lane, Undivided"
10093,,,11,"Paved, 4 Lane, Undivided"
10094,,,8,"Paved, 2 Lane, Undivided"
10095,,,8,"Paved, 2 Lane, Undivided"
10096,,,3,"Gravel, 2 Lane, Undivided"
10097,,,8,"Paved, 2 Lane, Undivided"
10098,,,8,"Paved, 2 Lane, Undivided"
10099,,,8,"Paved, 2 Lane, Undivided"
10100,,,8,"Paved, 2 Lane, Undivided"
10101,,,8,"Paved, 2 Lane, Undivided"
10102,,,8,"Paved, 2 Lane, Undivided"
10103,,,8,"Paved, 2 Lane, Undivided"
10104,,,12,Rough Road
10105,,,8,"Paved, 2 Lane, Undivided"
10106,,,12,Rough Road
10107,,,8,"Paved, 2 Lane, Undivided"
10108,,,8,"Paved, 2 Lane, Undivided"
10109,,,8,"Paved, 2 Lane, Undivided"
10110,,,4,Lane
10111,,,8,"Paved, 2 Lane, Undivided"
10112,,,8,"Paved, 2 Lane, Undivided"
10113,,,8,"Paved, 2 Lane, Undivided"
10114,,,4,Lane
10115,,,8,"Paved, 2 Lane, Undivided"
10116,,,8,"Paved, 2 Lane, Undivided"
10117,,,8,"Paved, 2 Lane, Undivided"
10118,,,4,Lane
10119,,,8,"Paved, 2 Lane, Undivided"
10120,,,4,Lane
10121,,,8,"Paved, 2 Lane, Undivided"
10122,,,8,"Paved, 2 Lane, Undivided"
10123,,,8,"Paved, 2 Lane, Undivided"
10124,,,8,"Paved, 2 Lane, Undivided"
10125,,,4,Lane
10126,,,8,"Paved, 2 Lane, Undivided"
10127,,,8,"Paved, 2 Lane, Undivided"
10128,,,8,"Paved, 2 Lane, Undivided"
10129,,,8,"Paved, 2 Lane, Undivided"
10130,,,8,"Paved, 2 Lane, Undivided"
10131,,,8,"Paved, 2 Lane, Undivided"
10132,,,4,Lane
10133,,,8,"Paved, 2 Lane, Undivided"
10134,,,8,"Paved, 2 Lane, Undivided"
10135,,,8,"Paved, 2 Lane, Undivided"
10136,,,8,"Paved, 2 Lane, Undivided"
10137,,,8,"Paved, 2 Lane, Undivided"
10138,,,3,"Gravel, 2 Lane, Undivided"
10139,,,8,"Paved, 2 Lane, Undivided"
10140,,,8,"Paved, 2 Lane, Undivided"
10141,,,4,Lane
10142,,,4,Lane
10143,,,8,"Paved, 2 Lane, Undivided"
10144,,,4,Lane
10145,,,8,"Paved, 2 Lane, Undivided"
10146,,,8,"Paved, 2 Lane, Undivided"
10147,,,8,"Paved, 2 Lane, Undivided"
10148,,,4,Lane
10149,,,8,"Paved, 2 Lane, Undivided"
10150,,,8,"Paved, 2 Lane, Undivided"
10151,,,4,Lane
10152,,,8,"Paved, 2 Lane, Undivided"
10153,,,8,"Paved, 2 Lane, Undivided"
10154,,,8,"Paved, 2 Lane, Undivided"
10155,,,4,Lane
10156,,,8,"Paved, 2 Lane, Undivided"
10157,,,8,"Paved, 2 Lane, Undivided"
10158,,,8,"Paved, 2 Lane, Undivided"
10159,,,4,Lane
10160,,,8,"Paved, 2 Lane, Undivided"
10161,,,0,Overpass
10162,,,8,"Paved, 2 Lane, Undivided"
10163,,,2,"Gravel, 1 Lane, Undivided"
10164,,,8,"Paved, 2 Lane, Undivided"
10165,,,4,Lane
10166,,,8,"Paved, 2 Lane, Undivided"
10167,,,8,"Paved, 2 Lane, Undivided"
10168,,,8,"Paved, 2 Lane, Undivided"
10169,,,4,Lane
10170,,,8,"Paved, 2 Lane, Undivided"
10171,,,8,"Paved, 2 Lane, Undivided"
10172,,,8,"Paved, 2 Lane, Undivided"
10173,,,4,Lane
10174,,,8,"Paved, 2 Lane, Undivided"
10175,,,12,Rough Road
10176,,,8,"Paved, 2 Lane, Undivided"
10177,,,8,"Paved, 2 Lane, Undivided"
10178,,,8,"Paved, 2 Lane, Undivided"
10179,,,8,"Paved, 2 Lane, Undivided"
10180,,,8,"Paved, 2 Lane, Undivided"
10181,,,8,"Paved, 2 Lane, Undivided"
10182,,,12,Rough Road
10183,,,8,"Paved, 2 Lane, Undivided"
10184,,,4,Lane
10185,,,8,"Paved, 2 Lane, Undivided"
10186,,,4,Lane
10187,,,2,"Gravel, 1 Lane, Undivided"
10188,,,12,Rough Road
10189,,,4,Lane
10190,,,0,Overpass
10191,,,8,"Paved, 2 Lane, Undivided"
10192,,,4,Lane
10193,,,4,Lane
10194,,,4,Lane
10195,,,8,"Paved, 2 Lane, Undivided"
10196,,,8,"Paved, 2 Lane, Undivided"
10197,,,8,"Paved, 2 Lane, Undivided"
10198,,,4,Lane
10199,,,2,"Gravel, 1 Lane, Undivided"
10200,,,8,"Paved, 2 Lane, Undivided"
10201,,,8,"Paved, 2 Lane, Undivided"
10202,,,4,Lane
10203,,,8,"Paved, 2 Lane, Undivided"
10204,,,8,"Paved, 2 Lane, Undivided"
10205,,,3,"Gravel, 2 Lane, Undivided"
10206,,,8,"Paved, 2 Lane, Undivided"
10207,,,4,Lane
10208,,,8,"Paved, 2 Lane, Undivided"
10209,,,8,"Paved, 2 Lane, Undivided"
10210,,,4,Lane
10211,,,8,"Paved, 2 Lane, Undivided"
10212,,,4,Lane
10213,,,8,"Paved, 2 Lane, Undivided"
10214,,,8,"Paved, 2 Lane, Undivided"
10215,,,4,Lane
10216,,,0,Overpass
10217,,,8,"Paved, 2 Lane, Undivided"
10218,,,8,"Paved, 2 Lane, Undivided"
10219,,,8,"Paved, 2 Lane, Undivided"
10220,,,8,"Paved, 2 Lane, Undivided"
10221,,,2,"Gravel, 1 Lane, Undivided"
10222,,,8,"Paved, 2 Lane, Undivided"
10223,,,8,"Paved, 2 Lane, Undivided"
10224,,,8,"Paved, 2 Lane, Undivided"
10225,,,8,"Paved, 2 Lane, Undivided"
10226,,,8,"Paved, 2 Lane, Undivided"
10227,,,4,Lane
10228,,,8,"Paved, 2 Lane, Undivided"
10229,,,8,"Paved, 2 Lane, Undivided"
10230,,,8,"Paved, 2 Lane, Undivided"
10231,,,8,"Paved, 2 Lane, Undivided"
10232,,,8,"Paved, 2 Lane, Undivided"
10233,,,8,"Paved, 2 Lane, Undivided"
10234,,,4,Lane
10235,,,8,"Paved, 2 Lane, Undivided"
10236,,,8,"Paved, 2 Lane, Undivided"
10237,,,8,"Paved, 2 Lane, Undivided"
10238,,,4,Lane
10239,,,3,"Gravel, 2 Lane, Undivided"
10240,,,8,"Paved, 2 Lane, Undivided"
10241,,,8,"Paved, 2 Lane, Undivided"
10242,,,8,"Paved, 2 Lane, Undivided"
10243,,,8,"Paved, 2 Lane, Undivided"
10244,,,8,"Paved, 2 Lane, Undivided"
10245,,,10,"Paved, 4 Lane, Divided"
10246,,,8,"Paved, 2 Lane, Undivided"
10247,,,4,Lane
10248,,,8,"Paved, 2 Lane, Undivided"
10249,,,3,"Gravel, 2 Lane, Undivided"
10250,,,8,"Paved, 2 Lane, Undivided"
10251,,,8,"Paved, 2 Lane, Undivided"
10252,,,8,"Paved, 2 Lane, Undivided"
10253,,,8,"Paved, 2 Lane, Undivided"
10254,,,8,"Paved, 2 Lane, Undivided"
10255,,,3,"Gravel, 2 Lane, Undivided"
10256,,,4,Lane
10257,,,8,"Paved, 2 Lane, Undivided"
10258,,,11,"Paved, 4 Lane, Undivided"
10259,,,12,Rough Road
10260,,,8,"Paved, 2 Lane, Undivided"
10261,,,8,"Paved, 2 Lane, Undivided"
10262,,,8,"Paved, 2 Lane, Undivided"
10263,,,4,Lane
10264,,,4,Lane
10265,,,8,"Paved, 2 Lane, Undivided"
10266,,,8,"Paved, 2 Lane, Undivided"
10267,,,12,Rough Road
10268,,,8,"Paved, 2 Lane, Undivided"
10269,,,4,Lane
10270,,,0,Overpass
10271,,,8,"Paved, 2 Lane, Undivided"
10272,,,8,"Paved, 2 Lane, Undivided"
10273,,,8,"Paved, 2 Lane, Undivided"
10274,,,8,"Paved, 2 Lane, Undivided"
10275,,,0,Overpass
10276,,,8,"Paved, 2 Lane, Undivided"
10277,,,8,"Paved, 2 Lane, Undivided"
10278,,,8,"Paved, 2 Lane, Undivided"
10279,,,8,"Paved, 2 Lane, Undivided"
10280,,,8,"Paved, 2 Lane, Undivided"
10281,,,8,"Paved, 2 Lane, Undivided"
10282,,,4,Lane
10283,,,8,"Paved, 2 Lane, Undivided"
10284,,,8,"Paved, 2 Lane, Undivided"
10285,,,12,Rough Road
10286,,,8,"Paved, 2 Lane, Undivided"
10287,,,8,"Paved, 2 Lane, Undivided"
10288,,,12,Rough Road
10289,,,8,"Paved, 2 Lane, Undivided"
10290,,,0,Overpass
10291,,,8,"Paved, 2 Lane, Undivided"
10292,,,8,"Paved, 2 Lane, Undivided"
