,PLAN_NO,PLAN_TYPE,YR
12673,BCP26488,Subdivision,2006
12674,BCP26488,Subdivision,2006
12675,BCP2659,Subdivision,2002
12676,BCP2659,Subdivision,2002
12677,BCP26604,Subdivision,2006
12678,BCP26625,Subdivision,2006
12679,BCP26625,Subdivision,2006
12680,BCP26642,Reference Plan,2006
12681,BCP26745,Subdivision,2006
12682,BCP26748,Subdivision,2006
12683,BCP26805,Reference Plan,2006
12684,BCP26805,Reference Plan,2006
12685,BCP26805,Reference Plan,2006
12686,BCP26805,Reference Plan,2006
12687,BCP26874,Subdivision,2006
12688,BCP26886,Subdivision,2006
12689,BCP26887,Subdivision,2006
12690,BCP26891,Right of Way,2006
12691,BCP26909,Reference Plan,2006
12692,BCP26965,Right of Way,2006
12693,BCP26967,Right of Way,2006
12694,BCP26968,Right of Way,2006
12695,BCP26969,Right of Way,2006
12696,BCP26970,Right of Way,2006
12697,BCP27002,Subdivision,2006
12698,BCP27018,Subdivision,2006
12699,BCP27018,Subdivision,2006
12700,BCP27061,Right of Way,2006
12701,BCP27062,Right of Way,2006
12702,BCP27063,Right of Way,2006
12703,BCP27064,Right of Way,2006
12704,BCP27070,Reference Plan,2006
12705,BCP27102,Subdivision,2006
12706,BCP27166,Right of Way,2006
12707,BCP2720,Subdivision,2002
12708,BCP27238,Reference Plan,2006
12709,BCP27238,Reference Plan,2006
12710,BCP27272,Subdivision,2006
12711,BCP27272,Subdivision,2006
12712,BCP27272,Subdivision,2006
12713,BCP27282,Right of Way,2006
12714,BCP27283,Right of Way,2007
12715,BCP27285,Subdivision,2006
12716,BCP27397,Subdivision,2006
12717,BCP27397,Subdivision,2006
12718,BCP27400,Subdivision,2006
12719,BCP27400,Subdivision,2006
12720,BCP27400,Subdivision,2006
12721,BCP27400,Subdivision,2006
12722,BCP27400,Subdivision,2006
12723,BCP27400,Subdivision,2006
12724,BCP27517,Subdivision,2006
12725,BCP2758,Subdivision,2002
12726,BCP27608,Subdivision,2006
12727,BCP27636,Subdivision,2006
12728,BCP27636,Subdivision,2006
12729,BCP27636,Subdivision,2006
12730,BCP27636,Subdivision,2006
12731,BCP27636,Subdivision,2006
12732,BCP27640,Subdivision,2006
12733,BCP27668,Subdivision,2006
12734,BCP27707,Subdivision,2006
12735,BCP27707,Subdivision,2006
12736,BCP27707,Subdivision,2006
12737,BCP27707,Subdivision,2006
12738,BCP27707,Subdivision,2006
12739,BCP27707,Subdivision,2006
12740,BCP27707,Subdivision,2006
12741,BCP27707,Subdivision,2006
12742,BCP27707,Subdivision,2006
12743,BCP27707,Subdivision,2006
12744,BCP27714,Subdivision,2006
12745,BCP27724,Subdivision,2006
12746,BCP27724,Subdivision,2006
12747,BCP27724,Subdivision,2006
12748,BCP27724,Subdivision,2006
12749,BCP27724,Subdivision,2006
12750,BCP27831,Subdivision,2006
12751,BCP27925,Subdivision,2007
12752,BCP27925,Subdivision,2007
12753,BCP27925,Subdivision,2007
12754,BCP27925,Subdivision,2007
12755,BCP27925,Subdivision,2007
12756,BCP28048,Subdivision,2007
12757,BCP28136,Reference Plan,2007
12758,BCP28190,Subdivision,2007
12759,BCP28190,Subdivision,2007
12760,BCP28192,Subdivision,2006
12761,BCP2821,Subdivision,2002
12762,BCP2821,Subdivision,2002
12763,BCP28224,Subdivision,2006
12764,BCP28267,Subdivision,2007
12765,BCP28421,Subdivision,2006
12766,BCP28440,Subdivision,2007
12767,BCP28480,Subdivision,2006
12768,BCP28521,Subdivision,2005
12769,BCP28528,Subdivision,2006
12770,BCP2858,Subdivision,2002
12771,BCP28596,Reference Plan,2007
12772,BCP28662,Subdivision,2007
12773,BCP28679,Subdivision,2006
12774,BCP28679,Subdivision,2006
12775,BCP28708,Reference Plan,2007
12776,BCP28708,Reference Plan,2007
12777,BCP28709,Reference Plan,2007
12778,BCP28721,Subdivision,2006
12779,BCP28726,Subdivision,2007
12780,BCP28793,Subdivision,2007
12781,BCP28795,Subdivision,2006
12782,BCP28798,Subdivision,2006
12783,BCP288,Subdivision,2002
12784,BCP28915,Subdivision,2006
12785,BCP28915,Subdivision,2006
12786,BCP28915,Subdivision,2006
12787,BCP28991,Subdivision,2006
12788,BCP29129,Reference Plan,2007
12789,BCP29185,Subdivision,2006
12790,BCP29275,Subdivision,2006
12791,BCP29305,Subdivision,2007
12792,BCP29317,Subdivision,2006
12793,BCP29317,Subdivision,2006
12794,BCP29527,Subdivision,2007
12795,BCP29527,Subdivision,2007
12796,BCP29582,Subdivision,2006
12797,BCP29585,Reference Plan,2007
12798,BCP29587,Subdivision,2007
12799,BCP29587,Subdivision,2007
12800,BCP29589,Subdivision,2007
12801,BCP29809,Subdivision,2007
12802,BCP29809,Subdivision,2007
12803,BCP29809,Subdivision,2007
12804,BCP29840,Subdivision,2007
12805,BCP29904,Subdivision,2007
12806,BCP29904,Subdivision,2007
12807,BCP29919,Subdivision,2007
12808,BCP29923,Subdivision,2007
12809,BCP2993,Subdivision,2002
12810,BCP2993,Subdivision,2002
12811,BCP2993,Subdivision,2002
12812,BCP29933,Subdivision,2007
12813,BCP29950,Subdivision,2007
12814,BCP29957,Subdivision,2007
12815,BCP29957,Subdivision,2007
12816,BCP29999,Subdivision,2007
12817,BCP30003,Subdivision,2007
12818,BCP30003,Subdivision,2007
12819,BCP30003,Subdivision,2007
12820,BCP3005,Subdivision,2002
12821,BCP30059,Reference Plan,2007
12822,BCP30105,Subdivision,2007
12823,BCP30183,Subdivision,2007
12824,BCP30183,Subdivision,2007
12825,BCP30183,Subdivision,2007
12826,BCP30214,Subdivision,2007
12827,BCP30256,Subdivision,2007
12828,BCP30335,Subdivision,2007
12829,BCP3035,Subdivision,2002
12830,BCP3035,Subdivision,2002
12831,BCP30353,Reference Plan,2007
12832,BCP30413,Subdivision,2007
12833,BCP30415,Subdivision,2007
12834,BCP30467,Subdivision,2007
12835,BCP30508,Subdivision,2007
12836,BCP30508,Subdivision,2007
12837,BCP30570,Subdivision,2007
12838,BCP30579,Subdivision,2007
12839,BCP30603,Subdivision,2007
12840,BCP30641,Subdivision,2007
12841,BCP30714,Subdivision,2007
12842,BCP30715,Subdivision,2007
12843,BCP30762,Subdivision,2007
12844,BCP30769,Subdivision,2007
12845,BCP30777,Subdivision,2007
12846,BCP30823,Subdivision,2007
12847,BCP30857,Subdivision,2007
12848,BCP30857,Subdivision,2007
12849,BCP30988,Subdivision,2007
12850,BCP31093,Subdivision,2007
12851,BCP31093,Subdivision,2007
12852,BCP31093,Subdivision,2007
12853,BCP31093,Subdivision,2007
12854,BCP31093,Subdivision,2007
12855,BCP31093,Subdivision,2007
12856,BCP31093,Subdivision,2007
12857,BCP31093,Subdivision,2007
12858,BCP31093,Subdivision,2007
12859,BCP31093,Subdivision,2007
12860,BCP31093,Subdivision,2007
12861,BCP31096,Subdivision,2007
12862,BCP31139,Subdivision,2007
12863,BCP31139,Subdivision,2007
12864,BCP31146,Subdivision,2007
12865,BCP31151,Subdivision,2007
12866,BCP31173,Subdivision,2007
12867,BCP31173,Subdivision,2007
12868,BCP31177,Subdivision,2007
12869,BCP31178,Subdivision,2007
12870,BCP31183,Subdivision,2007
12871,BCP31189,Reference Plan,2007
12872,BCP31214,Subdivision,2007
12873,BCP31216,Subdivision,2007
12874,BCP31216,Subdivision,2007
12875,BCP31216,Subdivision,2007
12876,BCP31216,Subdivision,2007
12877,BCP31216,Subdivision,2007
12878,BCP31216,Subdivision,2007
12879,BCP31219,Subdivision,2007
12880,BCP31245,Subdivision,2007
12881,BCP31252,Subdivision,2007
12882,BCP31274,Subdivision,2007
12883,BCP31337,Reference Plan,2007
12884,BCP31356,Subdivision,2007
12885,BCP31357,Subdivision,2007
12886,BCP31423,Subdivision,2007
12887,BCP31426,Subdivision,2007
12888,BCP31426,Subdivision,2007
12889,BCP31426,Subdivision,2007
12890,BCP31426,Subdivision,2007
12891,BCP31426,Subdivision,2007
12892,BCP31426,Subdivision,2007
12893,BCP31426,Subdivision,2007
12894,BCP31426,Subdivision,2007
12895,BCP31430,Subdivision,2007
12896,BCP31430,Subdivision,2007
12897,BCP31430,Subdivision,2007
12898,BCP31434,Subdivision,2007
12899,BCP31459,Subdivision,2007
12900,BCP31467,Subdivision,2007
12901,BCP31474,Subdivision,2005
12902,BCP31474,Subdivision,2007
12903,BCP31511,Reference Plan,2007
12904,BCP31534,Subdivision,2007
12905,BCP31534,Subdivision,2007
12906,BCP31534,Subdivision,2007
12907,BCP31544,Subdivision,2007
12908,BCP31552,Subdivision,2007
12909,BCP31554,Subdivision,2007
12910,BCP31559,Subdivision,2007
12911,BCP31559,Subdivision,2007
12912,BCP31559,Subdivision,2007
12913,BCP31567,Subdivision,2007
12914,BCP31567,Subdivision,2007
12915,BCP31567,Subdivision,2007
12916,BCP31567,Subdivision,2007
12917,BCP31587,Subdivision,2007
12918,BCP31587,Subdivision,2007
12919,BCP31590,Subdivision,2007
12920,BCP31590,Subdivision,2007
12921,BCP31590,Subdivision,2007
12922,BCP31590,Subdivision,2007
12923,BCP31590,Subdivision,2007
12924,BCP31590,Subdivision,2007
12925,BCP31590,Subdivision,2007
12926,BCP31590,Subdivision,2007
12927,BCP31590,Subdivision,2007
12928,BCP31594,Subdivision,2007
12929,BCP31594,Subdivision,2007
12930,BCP31594,Subdivision,2007
12931,BCP31594,Subdivision,2007
12932,BCP31594,Subdivision,2007
12933,BCP31594,Subdivision,2007
12934,BCP31594,Subdivision,2007
12935,BCP31594,Subdivision,2007
12936,BCP31594,Subdivision,2007
12937,BCP31594,Subdivision,2007
12938,BCP31594,Subdivision,2007
12939,BCP31594,Subdivision,2007
12940,BCP31600,Subdivision,2007
12941,BCP31610,Subdivision,2007
12942,BCP31612,Subdivision,2007
12943,BCP31627,Subdivision,2007
12944,BCP31634,Subdivision,2007
12945,BCP31634,Subdivision,2007
12946,BCP31634,Subdivision,2007
12947,BCP31634,Subdivision,2007
12948,BCP31634,Subdivision,2007
12949,BCP31641,Subdivision,2007
12950,BCP31641,Subdivision,2007
12951,BCP31641,Subdivision,2007
12952,BCP31641,Subdivision,2007
12953,BCP31663,Subdivision,2007
12954,BCP31682,Subdivision,2007
12955,BCP31697,Subdivision,2007
12956,BCP31742,Subdivision,2007
12957,BCP31742,Subdivision,2007
12958,BCP31742,Subdivision,2007
12959,BCP31745,Subdivision,2007
12960,BCP31745,Subdivision,2007
12961,BCP31757,Subdivision,2007
12962,BCP31760,Subdivision,2007
12963,BCP31760,Subdivision,2007
12964,BCP31770,Subdivision,2007
12965,BCP31772,Subdivision,2007
12966,BCP31772,Subdivision,2007
12967,BCP31772,Subdivision,2007
12968,BCP31783,Subdivision,2007
12969,BCP31783,Subdivision,2007
12970,BCP31783,Subdivision,2007
12971,BCP31783,Subdivision,2007
12972,BCP31783,Subdivision,2007
12973,BCP31783,Subdivision,2007
12974,BCP31783,Subdivision,2007
12975,BCP31783,Subdivision,2007
12976,BCP31783,Subdivision,2007
12977,BCP31783,Subdivision,2007
12978,BCP31791,Subdivision,2007
12979,BCP31791,Subdivision,2007
12980,BCP31792,Subdivision,2007
12981,BCP31792,Subdivision,2007
12982,BCP31794,Subdivision,2007
12983,BCP31794,Subdivision,2007
12984,BCP31838,Subdivision,2007
12985,BCP3186,Subdivision,2002
12986,BCP3190,Subdivision,2002
12987,BCP31929,Subdivision,2007
12988,BCP31929,Subdivision,2007
12989,BCP31949,Subdivision,2007
12990,BCP31949,Subdivision,2007
12991,BCP3195,Subdivision,2003
12992,BCP31951,Subdivision,2007
12993,BCP31973,Subdivision,2007
12994,BCP31973,Subdivision,2007
12995,BCP31975,Subdivision,2007
12996,BCP31975,Subdivision,2007
12997,BCP31978,Subdivision,2007
12998,BCP32005,Subdivision,2007
12999,BCP32005,Subdivision,2007
13000,BCP32007,Subdivision,2007
13001,BCP32007,Subdivision,2007
13002,BCP32007,Subdivision,2007
13003,BCP32009,Subdivision,2007
13004,BCP32009,Subdivision,2007
13005,BCP32012,Subdivision,2007
13006,BCP32026,Subdivision,2007
13007,BCP32026,Subdivision,2007
13008,BCP32027,Subdivision,2007
13009,BCP32030,Subdivision,2007
13010,BCP32030,Subdivision,2007
13011,BCP32033,Subdivision,2007
13012,BCP32038,Subdivision,2007
13013,BCP32039,Subdivision,2007
13014,BCP32042,Subdivision,2007
13015,BCP32042,Subdivision,2007
13016,BCP32045,Subdivision,2007
13017,BCP32045,Subdivision,2007
13018,BCP32045,Subdivision,2007
13019,BCP32048,Subdivision,2007
13020,BCP32050,Subdivision,2007
13021,BCP32056,Subdivision,2007
13022,BCP32058,Subdivision,2007
13023,BCP32058,Subdivision,2007
13024,BCP32058,Subdivision,2007
13025,BCP32058,Subdivision,2007
13026,BCP32058,Subdivision,2007
13027,BCP32058,Subdivision,2007
13028,BCP32058,Subdivision,2007
13029,BCP32058,Subdivision,2007
13030,BCP32058,Subdivision,2007
13031,BCP32059,Subdivision,2007
13032,BCP32059,Subdivision,2007
13033,BCP32059,Subdivision,2007
13034,BCP32059,Subdivision,2007
13035,BCP32059,Subdivision,2007
13036,BCP32059,Subdivision,2007
13037,BCP32060,Subdivision,2007
13038,BCP32060,Subdivision,2007
13039,BCP32060,Subdivision,2007
13040,BCP32060,Subdivision,2007
13041,BCP32060,Subdivision,2007
13042,BCP32065,Subdivision,2007
13043,BCP32066,Subdivision,2007
13044,BCP32066,Subdivision,2007
13045,BCP32067,Subdivision,2007
13046,BCP32067,Subdivision,2007
13047,BCP32069,Subdivision,2007
13048,BCP32069,Subdivision,2007
13049,BCP32071,Subdivision,2007
13050,BCP32074,Subdivision,2007
13051,BCP32074,Subdivision,2007
13052,BCP32074,Subdivision,2007
13053,BCP32074,Subdivision,2007
13054,BCP32082,Subdivision,2007
13055,BCP32083,Subdivision,2007
13056,BCP32083,Subdivision,2007
13057,BCP32083,Subdivision,2007
13058,BCP32085,Subdivision,2007
13059,BCP32085,Subdivision,2007
13060,BCP32085,Subdivision,2007
13061,BCP32092,Subdivision,2007
13062,BCP32092,Subdivision,2007
13063,BCP32092,Subdivision,2007
13064,BCP32092,Subdivision,2007
13065,BCP32092,Subdivision,2007
13066,BCP32095,Subdivision,2007
13067,BCP32095,Subdivision,2007
13068,BCP32095,Subdivision,2007
13069,BCP32098,Subdivision,2007
13070,BCP32098,Subdivision,2007
13071,BCP32098,Subdivision,2007
13072,BCP32098,Subdivision,2007
13073,BCP32098,Subdivision,2007
13074,BCP32098,Subdivision,2007
13075,BCP32098,Subdivision,2007
13076,BCP32098,Subdivision,2007
13077,BCP32098,Subdivision,2007
13078,BCP32126,Subdivision,2007
13079,BCP32176,Subdivision,2007
13080,BCP32190,Subdivision,2007
13081,BCP32191,Subdivision,2007
13082,BCP32191,Subdivision,2007
13083,BCP32221,Subdivision,2007
13084,BCP32221,Subdivision,2007
13085,BCP32221,Subdivision,2007
13086,BCP32255,Subdivision,2007
13087,BCP32255,Subdivision,2007
13088,BCP323,Subdivision,2002
13089,BCP323,Subdivision,2002
13090,BCP32305,Subdivision,2007
13091,BCP32305,Subdivision,2007
13092,BCP32344,Subdivision,2007
13093,BCP32346,Subdivision,2007
13094,BCP32346,Subdivision,2007
13095,BCP32346,Subdivision,2007
13096,BCP32346,Subdivision,2007
13097,BCP32346,Subdivision,2007
13098,BCP32346,Subdivision,2007
13099,BCP32346,Subdivision,2007
13100,BCP32387,Subdivision,2007
13101,BCP32417,Subdivision,2007
13102,BCP32417,Subdivision,2007
13103,BCP32423,Subdivision,2007
13104,BCP32429,Subdivision,2007
13105,BCP32429,Subdivision,2007
13106,BCP32451,Subdivision,2007
13107,BCP32451,Subdivision,2007
13108,BCP32461,Subdivision,2007
13109,BCP32461,Subdivision,2007
13110,BCP32467,Subdivision,2007
13111,BCP32476,Subdivision,2007
13112,BCP32480,Subdivision,2007
13113,BCP32480,Subdivision,2007
13114,BCP32496,Subdivision,2007
13115,BCP3251,Subdivision,2003
13116,BCP32528,Subdivision,2007
13117,BCP32532,Subdivision,2007
13118,BCP32544,Subdivision,2007
13119,BCP32544,Subdivision,2007
13120,BCP32580,Subdivision,2007
13121,BCP32583,Subdivision,2007
13122,BCP32588,Subdivision,2007
13123,BCP32588,Subdivision,2007
13124,BCP32588,Subdivision,2007
13125,BCP32588,Subdivision,2007
13126,BCP32590,Subdivision,2007
13127,BCP32590,Subdivision,2007
13128,BCP32590,Subdivision,2007
13129,BCP32590,Subdivision,2007
13130,BCP32590,Subdivision,2007
13131,BCP32590,Subdivision,2007
13132,BCP32590,Subdivision,2007
13133,BCP32590,Subdivision,2007
13134,BCP32617,Subdivision,2007
13135,BCP32617,Subdivision,2007
13136,BCP32617,Subdivision,2007
13137,BCP32617,Subdivision,2007
13138,BCP32617,Subdivision,2007
13139,BCP32622,Subdivision,2007
13140,BCP32622,Subdivision,2007
13141,BCP32622,Subdivision,2007
13142,BCP32630,Subdivision,2007
13143,BCP32630,Subdivision,2007
13144,BCP32630,Subdivision,2007
13145,BCP32630,Subdivision,2007
13146,BCP32630,Subdivision,2007
13147,BCP32630,Subdivision,2007
13148,BCP32630,Subdivision,2007
13149,BCP32692,Subdivision,2007
13150,BCP32693,Subdivision,2007
13151,BCP32693,Subdivision,2007
13152,BCP32693,Subdivision,2007
13153,BCP32693,Subdivision,2007
13154,BCP32696,Subdivision,2007
13155,BCP32709,Subdivision,2007
13156,BCP32709,Subdivision,2007
13157,BCP32734,Subdivision,2007
13158,BCP32766,Reference Plan,2007
13159,BCP32778,Subdivision,2007
13160,BCP32834,Subdivision,2007
13161,BCP32868,Subdivision,2007
13162,BCP3287,Subdivision,2003
13163,BCP32963,Subdivision,2007
13164,BCP32978,Subdivision,2007
13165,BCP32980,Subdivision,2007
13166,BCP32980,Subdivision,2007
13167,BCP32980,Subdivision,2007
13168,BCP32980,Subdivision,2007
13169,BCP32980,Subdivision,2007
13170,BCP32980,Subdivision,2007
13171,BCP32989,Subdivision,2007
13172,BCP32989,Subdivision,2007
13173,BCP32989,Subdivision,2007
13174,BCP32997,Subdivision,2007
13175,BCP32997,Subdivision,2007
13176,BCP33013,Subdivision,2007
13177,BCP33093,Subdivision,2007
13178,BCP33093,Subdivision,2007
13179,BCP33214,Subdivision,2005
13180,BCP33233,Subdivision,2007
13181,BCP33233,Subdivision,2007
13182,BCP33474,Subdivision,2007
13183,BCP33474,Subdivision,2007
13184,BCP33474,Subdivision,2007
13185,BCP33474,Subdivision,2007
13186,BCP33474,Subdivision,2007
13187,BCP33474,Subdivision,2007
13188,BCP33474,Subdivision,2007
13189,BCP33476,Subdivision,2007
13190,BCP33476,Subdivision,2007
13191,BCP33476,Subdivision,2007
13192,BCP33476,Subdivision,2007
13193,BCP33476,Subdivision,2007
13194,BCP33476,Subdivision,2007
13195,BCP33476,Subdivision,2007
13196,BCP33476,Subdivision,2007
13197,BCP33476,Subdivision,2007
13198,BCP33476,Subdivision,2007
13199,BCP33476,Subdivision,2007
13200,BCP33476,Subdivision,2007
13201,BCP33476,Subdivision,2007
13202,BCP33476,Subdivision,2007
13203,BCP33476,Subdivision,2007
13204,BCP33476,Subdivision,2007
13205,BCP33476,Subdivision,2007
13206,BCP33476,Subdivision,2007
13207,BCP33476,Subdivision,2007
13208,BCP33476,Subdivision,2007
13209,BCP33476,Subdivision,2007
13210,BCP33476,Subdivision,2007
13211,BCP33672,Subdivision,2007
13212,BCP3368,Subdivision,2003
13213,BCP3368,Subdivision,2003
13214,BCP3372,Subdivision,2003
13215,BCP3372,Subdivision,2003
13216,BCP3373,Subdivision,2003
13217,BCP3373,Subdivision,2003
13218,BCP3373,Subdivision,2003
13219,BCP3373,Subdivision,2003
13220,BCP3374,Subdivision,2003
13221,BCP3374,Subdivision,2003
13222,BCP3374,Subdivision,2003
13223,BCP3375,Subdivision,2003
13224,BCP3375,Subdivision,2003
13225,BCP33811,Subdivision,2007
13226,BCP33867,Reference Plan,2007
13227,BCP33947,Subdivision,2007
13228,BCP33957,Right of Way,2007
13229,BCP34044,Subdivision,2007
13230,BCP34192,Subdivision,2008
13231,BCP34199,Subdivision,2008
13232,BCP3448,Subdivision,2003
13233,BCP34542,Subdivision,2007
13234,BCP34542,Subdivision,2008
13235,BCP34661,Subdivision,2008
13236,BCP34671,Subdivision,2008
13237,BCP34740,Subdivision,2008
13238,BCP34740,Subdivision,2008
13239,BCP34902,Subdivision,2000
13240,BCP34902,Subdivision,2000
13241,BCP34906,Subdivision,2008
13242,BCP35077,Reference Plan,2008
13243,BCP351,Subdivision,2002
13244,BCP351,Subdivision,2002
13245,BCP351,Subdivision,2002
13246,BCP351,Subdivision,2002
13247,BCP351,Subdivision,2002
13248,BCP351,Subdivision,2002
13249,BCP351,Subdivision,2002
13250,BCP351,Subdivision,2002
13251,BCP351,Subdivision,2002
13252,BCP351,Subdivision,2002
13253,BCP351,Subdivision,2002
13254,BCP351,Subdivision,2002
13255,BCP351,Subdivision,2002
13256,BCP35108,Subdivision,2008
13257,BCP35134,Subdivision,2008
13258,BCP35145,Subdivision,2008
13259,BCP35159,Subdivision,2008
13260,BCP35230,Reference Plan,2008
13261,BCP35292,Subdivision,2007
13262,BCP35385,Reference Plan,2008
13263,BCP35405,Subdivision,2008
13264,BCP35417,Reference Plan,2008
13265,BCP35435,Subdivision,2008
13266,BCP35435,Subdivision,2008
13267,BCP3554,Subdivision,2003
13268,BCP35548,Subdivision,2008
13269,BCP35548,Subdivision,2008
13270,BCP35548,Subdivision,2008
13271,BCP35548,Subdivision,2008
13272,BCP35548,Subdivision,2008
13273,BCP35548,Subdivision,2008
13274,BCP35595,Subdivision,2008
13275,BCP35640,Subdivision,2008
13276,BCP35640,Subdivision,2008
13277,BCP35640,Subdivision,2008
13278,BCP3568,Subdivision,2003
13279,BCP3568,Subdivision,2003
13280,BCP35847,Subdivision,2008
13281,BCP35874,Subdivision,2008
13282,BCP3589,Subdivision,2003
13283,BCP3589,Subdivision,2003
13284,BCP3589,Subdivision,2003
13285,BCP3591,Subdivision,2003
13286,BCP3591,Subdivision,2003
13287,BCP36,Subdivision,2002
13288,BCP36042,Subdivision,2008
13289,BCP36042,Subdivision,2008
13290,BCP36093,Subdivision,2008
13291,BCP36095,Subdivision,2008
13292,BCP36111,Subdivision,2008
13293,BCP36124,Subdivision,2008
13294,BCP36323,Subdivision,2008
13295,BCP36323,Subdivision,2008
13296,BCP36411,Subdivision,2008
13297,BCP36437,Subdivision,2008
13298,BCP3644,Reference Plan,2003
13299,BCP36470,Subdivision,2008
13300,BCP36544,Subdivision,2008
13301,BCP36544,Subdivision,2008
13302,BCP36544,Subdivision,2008
