,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,CURB_TYPE,CURB_TYPE2,FACILITYID,GIS_ENTRY_STAGE,LEGACYID,LIFECYCLE_COST,LOCATION,MATERIAL,MOD_DATE,OWNER,PROFILE,PROJECT_NO,STATUS,WARRANTYDATE,YR,YTD_COST
228,,,,20110217,3,Pavement Edge,1001152422,Final AB,,,,Asphalt,20110217,Provincial,,MOTH 71101-1004,In Service,,2009,
229,,,,20110525,2,Rollover,1001198777,Final AB,1001171336,,,Concrete,20110525,Surrey,,7805-0338-00,In Service,,2011,
230,Digitized Via 2013 Air Photo,,,20140225,3,Pavement Edge,1001731540,,,,,Asphalt,20140225,Surrey,,,In Service,,,
231,,,,20150729,1,Extruded,1001832854,Final AB,,,,Asphalt,20150729,Surrey,,1713-7050-00,In Service,,2014,
232,,,,20100311,0,Barrier,1001152479,Final AB,,,,Concrete,20100311,Surrey,,,In Service,,,
233,,,,20150729,2,Rollover,1001832872,Final AB,,,,Concrete,20150729,Surrey,,1713-7050-00,In Service,,2014,
234,,,,20180307,2,Rollover,1001988775,,,,,Concrete,20180307,Surrey,,7816-0369-00,Proposed,,,
235,Digitized Via 2014 Air Photo,,,20140822,2,Rollover,1001776961,,1001776955,0,,Concrete,20140822,Surrey,,,In Service,,,0
236,Digitized Via 2014 Air Photo,,,20140822,2,Rollover,1001776960,,1001776954,0,,Concrete,20140822,Surrey,,,In Service,,,0
237,,,,20180727,0,Barrier,1002120151,EC,,,,Concrete,,Surrey,,1716-3090-00,Proposed,,,
238,,,,20140721,2,Rollover,1001756843,,,,,Concrete,20180417,Surrey,,,In Service,,,
239,,,,20180710,0,Barrier,1002102565,Initial AB,,,Arterial,Concrete,20180710,Surrey,,7813-0047-00,In Service,,2017,
240,,,,20150618,0,Barrier,1001828301,,,,,,20180710,Surrey,,,,,,
241,Digitized Via 2013 Air Photo,,,20130731,0,Barrier,1001607699,,,,,Concrete,20130808,Surrey,,,In Service,,,
242,Digitized Via  2014 Airphoto,,,20150618,0,Barrier,1001828306,,,,,Concrete,20150619,Surrey,,,In Service,,,
243,Digitized Via  2014 Airphoto,,,20140918,2,Rollover,1001780925,,,,,Concrete,20150619,Surrey,,,In Service,,,
244,,,,20110711,0,Barrier,1001203793,Final AB,,,,Concrete,20120726,Surrey,,1799-3310-00,In Service,,2002,
245,Digitized Via 2014 Air Photo,,,20150619,0,Barrier,1001828350,,,,,Concrete,20150619,Surrey,,,In Service,,,
246,Digitized Via 2015 Air Photo,,,20160308,0,Barrier,1001863817,,,,,Concrete,20160308,Surrey,,,In Service,,,
247,,,,20160111,0,Barrier,1001853052,Final AB,1001853051,0,,Concrete,20160111,Surrey,,3810-4070-00,In Service,,2012,0
248,,,,20141124,3,Pavement Edge,1001563180,Final AB,,,,Asphalt,20150116,Surrey,,7810-0212-00,In Service,,2014,
249,,,,20141124,0,Barrier,1001563181,Final AB,,,,Concrete,20141124,Surrey,,7810-0212-00,In Service,,2014,
250,,,,20160929,1,Extruded,1001893416,,,,,Concrete,20160929,Surrey,,,In Service,,,
251,,,,20160929,3,Pavement Edge,1001893423,,,,,Asphalt,,Surrey,,,In Service,,,
252,,,,20161006,3,Pavement Edge,1001893977,,,,,Asphalt,,Surrey,,,In Service,,,
253,,,,20161005,1,Extruded,1001893870,,,,,Concrete,20161005,Surrey,,,In Service,,,
254,,,,20120528,3,Pavement Edge,1001414045,Initial AB,,,,Asphalt,20120528,Surrey,,,In Service,,,
255,,,,20120516,1,Extruded,1001413033,,,,,Asphalt,20161005,Surrey,,,In Service,,,
256,,,,20120516,3,Pavement Edge,1001413034,,,,,Asphalt,20120516,Surrey,,,In Service,,,
257,,,,20120516,3,Pavement Edge,1001413062,,,,,Asphalt,20130109,Surrey,,,In Service,,,
258,,,,20120516,3,Pavement Edge,1001413029,,,,,Asphalt,20120516,Surrey,,,In Service,,,
259,Digitized Via 2016 Air Photo,,,20161028,0,Barrier,1001895611,,,,,Concrete,20161028,Surrey,,,In Service,,,
260,Digitized from 2015 Ortho photos,,,20160129,2,Rollover,1001856719,Initial AB,,,,,,Surrey,,,In Service,,,
261,,,,20101008,0,Barrier,1001175321,Final AB,1001142755,,,Concrete,20101008,Surrey,,7806-0122-00,In Service,,2010,
262,,,,20101008,2,Rollover,1001142755,Final AB,,,,Concrete,20101008,Surrey,,7806-0122-00,In Service,,2010,
263,,,,20110525,0,Barrier,1001171262,Final AB,,,,Concrete,20140506,Surrey,,7805-0338-00,In Service,,2011,
264,,,,20140506,2,Rollover,1001746648,Initial AB,,,,Concrete,20140515,Surrey,,7804-0091-00,In Service,,2009,
265,,,,20110525,2,Rollover,1001171316,Final AB,1001171315,,,Concrete,20110525,Surrey,,7805-0338-00,In Service,,2011,
266,,,,20140327,3,Pavement Edge,1001737563,Final AB,,,,Asphalt,20140327,Surrey,,1712-3050-00,In Service,,2012,
267,,,,20150910,3,Pavement Edge,1001838106,,,,,Asphalt,,Surrey,,,In Service,,,
268,,,,20180718,3,Pavement Edge,1002112822,Initial AB,,,,Asphalt,20180718,Surrey,,1716-8070-00,In Service,,2018,
269,,,,20120313,1,Extruded,1001405473,Final AB,,,,Concrete,20140130,Surrey,,3805-5500-01,In Service,,2007,
270,,,,20120516,3,Pavement Edge,1001413063,,,,,Asphalt,20120516,Surrey,,,In Service,,,
271,,,,20160120,3,Pavement Edge,1001854887,,1001413065,0,,Asphalt,20161006,Surrey,,,In Service,,,0
272,Digitized from 2015 Ortho photos,,,20160129,0,Barrier,1001856658,Initial AB,,,,Concrete,,Surrey,,,In Service,,,
273,Digitized Via 2015 Air Photo,,,20151027,2,Rollover,1001844864,,,,,Concrete,20151027,Surrey,,,In Service,,,
274,,,,20151026,2,Rollover,1001844756,Final AB,1001844750,0,,Concrete,20151026,Surrey,,7813-0280-00,In Service,,2015,0
275,,,,20160722,1,Extruded,1001884430,Final AB,,,,Asphalt,20160722,Surrey,,3815-6120-00,In Service,,2015,
276,,,,20120417,3,Pavement Edge,1001408448,,,,,Asphalt,20130808,Surrey,,,In Service,,,
277,FLAT CURB,,,20150506,2,Rollover,1001821636,Final AB,1001594778,0,,Concrete,20160519,Surrey,,7810-0048-00,In Service,,2015,0
278,,,,20130319,2,Rollover,1001433526,Final AB,,,,Concrete,20130808,Surrey,,7808-0099-00,In Service,,2013,
279,,,,20151016,2,Rollover,1001842854,Initial AB,,,,Concrete,20151016,Surrey,,7804-0329-00,In Service,,2015,
280,,,,20151016,2,Rollover,1001842857,Initial AB,1001834981,0,,Concrete,20151016,Surrey,,7804-0329-00,In Service,,2015,0
281,,,,20180417,0,Barrier,1001995701,,,,,Concrete,,Surrey,,,In Service,,,
282,,,,20180417,0,Barrier,1001995703,,,,,Concrete,20180417,Surrey,,,In Service,,,
283,,,,20110728,3,Pavement Edge,1001205144,Initial AB,,,,Asphalt,20110728,Surrey,,7806-0158-00,In Service,,2011,
284,,,,20120925,2,Rollover,1001434720,Final AB,1001434431,,,Concrete,20130808,Surrey,,1710-8080-00,In Service,,2012,
285,,,,20120924,0,Barrier,1001434429,Final AB,1001211042,,,Concrete,20130808,Surrey,,1710-8080-00,In Service,,2012,
286,,,,20160217,2,Rollover,1001860008,,,,,Concrete,,Surrey,,,In Service,,,
287,,,,20111020,0,Barrier,1001216595,Final AB,,,,Concrete,20111020,Surrey,,1704-3220-00,In Service,,2011,
288,,,,20140918,1,Extruded,1001780944,Final AB,,,,Asphalt,20140918,Surrey,,3807-6060-00,In Service,,2008,
289,,,,20160217,1,Extruded,1001860002,,,,,Asphalt,20160217,Surrey,,,In Service,,,
290,,,,20151216,0,Barrier,1001838120,Final AB,,,,Concrete,20151216,Surrey,,3813-6110-00,In Service,,2015,
291,,,,20151216,0,Barrier,1001838115,Final AB,,,,Concrete,20151216,Surrey,,3813-6110-00,In Service,,2015,
292,Digitized Via 2015 Air Photo,,,20160330,3,Pavement Edge,1001867464,Final AB,,,,Asphalt,20160330,Surrey,,4814-3130-00,In Service,,2015,
293,,,,20170110,0,Barrier,1001901730,Final AB,,,,Concrete,20170110,Surrey,,7812-0353-00,In Service,,2016,
294,,,,20160120,3,Pavement Edge,1001854867,Final AB,1001830243,0,,Asphalt,20160120,Provincial,,SFPR Seg. 7,In Service,,2014,0
295,Digitized from 2015 Ortho photos,,,20160129,3,Pavement Edge,1001856632,Initial AB,,,,,20160129,Surrey,,,In Service,,,
296,Digitized from 2015 Ortho photos,,,20160129,2,Rollover,1001856643,Initial AB,,,,,20160129,Surrey,,,In Service,,,
297,Digitized Via 2015 Air Photo,,,20151027,2,Rollover,1001844915,,,,,Concrete,20151027,Surrey,,,In Service,,,
298,,,,20140506,0,Barrier,1001746755,Initial AB,1001746739,0,,Concrete,20140515,Surrey,,7804-0091-00,In Service,,2009,0
299,,,,20130319,2,Rollover,1001433429,Final AB,,,,Concrete,20130808,Surrey,,7808-0099-00,In Service,,2013,
300,,,,20130319,0,Barrier,1001580883,Final AB,1001433389,,,Concrete,20130808,Surrey,,7808-0099-00,In Service,,2013,
301,,,,20150525,0,Barrier,1001825801,,,,,Concrete,,Surrey,,,In Service,,,
302,,,,20150525,0,Barrier,1001825812,,,,,Concrete,,Surrey,,,In Service,,,
303,,,,20120925,2,Rollover,1001434729,Final AB,1001434490,,,Concrete,20130808,Surrey,,1710-8080-00,In Service,,2012,
304,,,,20120925,2,Rollover,1001434726,Final AB,1001434490,,,Concrete,20130808,Surrey,,1710-8080-00,In Service,,2012,
305,,,,20120925,2,Rollover,1001434732,Final AB,1001434517,,,Concrete,20130808,Surrey,,1710-8080-00,In Service,,2012,
306,,,,20120924,0,Barrier,1001434533,Final AB,1001211087,,,Concrete,20130808,Surrey,,1710-8080-00,In Service,,2012,
307,,,,20160909,0,Barrier,1001891665,Initial AB,,,,Concrete,20160909,Surrey,,3814-6120-00,In Service,,2015,
308,,,,20160909,0,Barrier,1001891666,Initial AB,,,,Concrete,20160909,Surrey,,3814-6120-00,In Service,,2015,
309,,,,20140213,2,Rollover,1001729365,Final AB,1001729364,,,Concrete,20140213,Surrey,,3807-6050-00,In Service,,2013,
310,,,,20160817,3,Pavement Edge,1001887301,,,,,Asphalt,20160817,Surrey,,,In Service,,,
311,,,,20140130,3,Pavement Edge,1001726905,,,,,Asphalt,,Surrey,,,In Service,,,
312,,,,20140130,1,Extruded,1001726942,Final AB,,,,Concrete,20140130,Surrey,,3805-5500-01,In Service,,2007,
313,,,,20140129,1,Extruded,1001726677,Final AB,,,,Asphalt,20140129,Surrey,,3805-5500-01,In Service,,2007,
314,,,,20150127,3,Pavement Edge,1001803953,,,,,Asphalt,20150127,Surrey,,,In Service,,,
315,,,,20170110,0,Barrier,1001901752,Final AB,,,,Concrete,20170110,Surrey,,7812-0353-00,In Service,,2016,
316,,,,20141010,2,Rollover,1001406235,Final AB,,,,Concrete,20161006,Surrey,,7811-0048-00,In Service,,2014,
317,,,,20160121,0,Barrier,1001855320,,1001829550,0,,Concrete,20160120,Surrey,,,In Service,,2014,0
318,Digitized from 2015 Ortho photos,,,20160129,2,Rollover,1001856654,Initial AB,,,,,,Surrey,,,In Service,,,
319,Digitzed Via 2011 Air Photo,,,20120706,3,Pavement Edge,1001417582,,,,,Asphalt,20130808,Surrey,,,In Service,,,
320,,,,20140826,2,Rollover,1001777576,,,,,Concrete,20140826,Surrey,,,In Service,,,
321,,,,20130522,0,Barrier,1001194222,Initial AB,,,,Concrete,20130808,Surrey,,7810-0090-00,In Service,,2013,
322,,,,20130723,0,Barrier,1001607070,Final AB,1001580883,,,Concrete,20130808,Surrey,,7808-0099-00,In Service,,2013,
323,,,,20150525,0,Barrier,1001825804,,,,,Concrete,,Surrey,,,In Service,,,
324,,,,20161006,3,Pavement Edge,1001893986,,,,,Asphalt,,Surrey,,,In Service,,,
325,,,,20171107,0,Barrier,1001889935,Final AB,,,,Concrete,20180523,Surrey,,7815-0229-00,In Service,,2017,
326,,,,20171107,2,Rollover,1001889933,Final AB,,,,Concrete,20171107,Surrey,,7815-0229-00,In Service,,2017,
327,,,,20150715,3,Pavement Edge,1001830897,,,,,Asphalt,,Surrey,,,In Service,,,
328,,,,20130529,0,Barrier,1001193539,Initial AB,,,,Concrete,20130808,Surrey,,7809-0170-00,In Service,,2013,
329,,,,20120625,2,Rollover,1001416487,Final AB,,,,Concrete,20130808,Surrey,,7807-0258-00,In Service,,2012,
330,Digitized from 2015 Ortho photos,,,20160112,2,Rollover,1001853377,Initial AB,,,,Concrete,20160112,Surrey,,,In Service,,,
331,,,,20171027,3,Pavement Edge,1001796574,Final AB,1001796571,0,,Asphalt,20171027,Surrey,,1705-3130-00,In Service,,2014,0
332,,,,20171027,3,Pavement Edge,1001796578,Final AB,1001796571,0,,Asphalt,20171027,Surrey,,1705-3130-00,In Service,,2014,0
333,,,,20171027,1,Extruded,1001796579,Final AB,1001796571,0,,Concrete,20171027,Surrey,,1705-3130-00,In Service,,2014,0
334,Digitized from 2015 Ortho photos,,,20160112,2,Rollover,1001853383,Initial AB,,,,Concrete,20160112,Surrey,,,In Service,,,
335,Digitized from 2015 Ortho photos,,,20160112,2,Rollover,1001853352,EC,,,,Concrete,20160112,Surrey,,,In Service,,,
336,Digitized from 2015 Ortho photos,,,20160112,2,Rollover,1001853394,Initial AB,,,,Concrete,20160112,Surrey,,,In Service,,,
337,,,,20180823,0,Barrier,1002128568,EC,,,,Concrete,20180823,Surrey,,7817-0187-00,Proposed,,,
338,,,,20170410,1,Extruded,1001926213,,,,,Concrete,20170410,Surrey,,,In Service,,,
339,,,,20170410,1,Extruded,1001926219,,,,,Concrete,20170410,Surrey,,,In Service,,,
340,,,,20170410,1,Extruded,1001926239,Final AB,,,,Concrete,20170410,Surrey,,1712-6180-00,In Service,,2015,
341,,,,20170410,3,Pavement Edge,1001926283,,,,,Asphalt,,Surrey,,,In Service,,,
342,,,,20170206,0,Barrier,1001905218,Final AB,,,,Concrete,20170206,Surrey,,7815-0254-00,In Service,,2016,
343,,,,20100409,3,Pavement Edge,1001154966,Final AB,,,,Asphalt,20100409,Surrey,,1708-2070-00,In Service,,2009,
344,,,,20180620,1,Extruded,1002074049,Initial AB,,,,Asphalt,20180620,Surrey,,7808-0245-00,In Service,,2017,
345,,,,20180620,1,Extruded,1002074048,Initial AB,1002074047,0,,Concrete,20180620,Surrey,,7808-0245-00,In Service,,2017,0
346,,,,20100412,3,Pavement Edge,1001155049,Final AB,1001154978,,,Asphalt,20110725,Surrey,,,In Service,,,
347,,,,20150724,1,Extruded,1001832183,Final AB,,,,Concrete,20150910,Surrey,,1714-8050-00,In Service,,2015,
348,Digitized Via 2016 Air Photo,,,20161021,1,Extruded,1001894887,,,,,Concrete,20161021,Surrey,,,In Service,,,
349,,,,20180406,0,Barrier,1001994450,EC,,,,Concrete,20180406,Surrey,,7816-0041-00,Proposed,,,
350,,,,20121109,3,Pavement Edge,1001174044,Final AB,1001174030,,,Asphalt,20130808,Surrey,,7807-0045-00,In Service,,2012,
351,,,,20141112,3,Pavement Edge,1001796761,,,,,Asphalt,20160205,Surrey,,,In Service,,,
352,,,,20160112,0,Barrier,1001853202,Final AB,,,,Concrete,20160114,Surrey,,3811-6620-00,In Service,,2012,
353,Digitized from 2015 Ortho photos,,,20160105,3,Pavement Edge,1001852145,Initial AB,,,,,20160105,Surrey,,,In Service,,,
354,Digitized from 2015 Ortho photos,,,20160105,3,Pavement Edge,1001852146,Initial AB,,,,,20160105,Surrey,,,In Service,,,
355,,,,20150624,2,Rollover,1001829316,,,,,Concrete,,Surrey,,,In Service,,,
356,Digitized Via 2016 Air Photo,,,20160930,1,Extruded,1001893524,,,,,Concrete,20161012,Surrey,,,In Service,,,
357,,,,20100305,0,Barrier,1001151959,Final AB,,,,Concrete,20100305,Surrey,,,In Service,,,
358,75mm Pavement 2014,,,20160118,1,Extruded,1001854403,Final AB,1001189059,0,,Asphalt,20150624,Surrey,,1712-6450-00,In Service,,2014,0
359,75mm Pavement 2014,,,20150624,1,Extruded,1001829439,Final AB,1001188898,0,,Asphalt,20150624,Surrey,,1712-6450-00,In Service,,2014,0
360,,,,20171027,1,Extruded,1001796546,Final AB,,,,Concrete,20171027,Surrey,,1705-3130-00,In Service,,2014,
361,,,,20141107,0,Barrier,1001796522,,,,,Concrete,,Surrey,,,In Service,,,
362,,,,20141107,2,Rollover,1001796518,,,,,Concrete,,Surrey,,,In Service,,,
363,,,,20170124,0,Barrier,1001903687,,,,,Concrete,,Surrey,,,In Service,,,
364,,,,20150623,0,Barrier,1001828944,,,,,,,Surrey,,,,,,
365,,,,20151015,2,Rollover,1001842772,Final AB,1001842771,0,,Concrete,20151015,Surrey,,1209-5170-00,In Service,,2014,0
366,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852912,Initial AB,,,,Concrete,20160108,Surrey,,,In Service,,,
367,,,,20141112,0,Barrier,1001796767,,,,,Concrete,,Surrey,,,In Service,,,
368,,,,20170428,0,Barrier,1001928768,EC,1001928761,0,,Concrete,20170428,Surrey,,7815-0267-00,Proposed,,,0
369,,,,20141112,1,Extruded,1001796768,,,,,,,Surrey,,,In Service,,,
370,,,,20160205,0,Barrier,1001796777,Final AB,,,,Concrete,20160205,Surrey,,3813-4220-00,In Service,,2015,
371,,,,20160205,0,Barrier,1001796770,Final AB,,,,Concrete,20160205,Surrey,,3813-4220-00,In Service,,2015,
372,,,,20180820,3,Pavement Edge,1002128270,EC,1002128259,0,,Asphalt,20180820,Surrey,,7817-0107-00,Proposed,,,0
373,,,,20140129,2,Rollover,1001726747,,1001726743,,,Concrete,20140129,Surrey,,,In Service,,,
374,,,,20150127,3,Pavement Edge,1001803949,,,,,Asphalt,20150127,Surrey,,,In Service,,,
375,,,,20150217,0,Barrier,1001808593,Final AB,,,,Concrete,20150217,Surrey,,7807-0226-00,In Service,,2014,
376,,,,20150217,0,Barrier,1001808591,Final AB,,,,Concrete,20150217,Surrey,,7807-0226-00,In Service,,2014,
377,,,,20150127,1,Extruded,1001803969,,1001803968,0,,Concrete,20150127,Surrey,,,In Service,,,0
378,,,,20161012,3,Pavement Edge,1001894234,,,,,Asphalt,,Surrey,,,In Service,,,
379,Digitized Via 2016 Air Photo,,,20161012,1,Extruded,1001894228,,1001893532,0,,Concrete,20161012,Surrey,,,In Service,,,0
380,,,,20171222,0,Barrier,1001972557,,,,,,20171222,Surrey,,,,,,
381,,,,20160112,0,Barrier,1001853361,Final AB,,,,Concrete,20160113,Surrey,,1712-6090-00,In Service,,2014,
382,,,,20160112,2,Rollover,1001853369,Final AB,1001853361,0,,Concrete,20160113,Surrey,,1712-6090-00,In Service,,2014,0
383,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852921,Initial AB,1001852899,0,,Concrete,20160108,Surrey,,,In Service,,,0
384,,,,20131016,1,Extruded,1001562159,Initial AB,,,,Asphalt,20131016,Surrey,,7803-0313-00,In Service,,2013,
385,Digitized Via Geo Ref Drawing,,,20180809,0,Barrier,1002126203,EC,,,,Concrete,20180809,Surrey,,7817-0011-00,Proposed,,,
386,Digitized Via 2012 Air Photo,,,20121224,0,Barrier,1001562164,,,,,Concrete,20130808,Surrey,,,In Service,,,
387,Digitized Via 2012 Air Photo,,,20121224,1,Extruded,1001562166,,1001562163,,,Asphalt,20130808,Surrey,,,In Service,,,
388,,,,20120827,0,Barrier,1001423287,EC,,,,Concrete,20120827,Surrey,,7811-0075-00,Proposed,,2011,
389,,,,20150127,0,Barrier,1001803966,,,,,Concrete,20150127,Surrey,,,In Service,,,
390,,,,20161012,3,Pavement Edge,1001894236,,,,,Asphalt,,Surrey,,,In Service,,,
391,,,,20110208,3,Pavement Edge,1001188901,Final AB,,,,Asphalt,20110208,Surrey,,,In Service,,,
392,,,,20110208,3,Pavement Edge,1001188914,Final AB,,,,Asphalt,20110208,Surrey,,MOTH 71101-1003,In Service,,2008,
393,Modified Barrier 25mm lip,,,20120918,0,Barrier,1001210536,Final AB,,,,Concrete,20130808,Surrey,,3811-6040-00,In Service,,2012,
394,,,,20150730,0,Barrier,1001833110,Final AB,,,,Concrete,20150730,Surrey,,1712-6100-00,In Service,,2014,
395,Digitized Via 2016 Air Photo,,,20160725,0,Barrier,1001884611,,,,,Concrete,20160725,Surrey,,,In Service,,,
396,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852886,Initial AB,,,,Concrete,20160108,Surrey,,,In Service,,,
397,Digitized Via Geo Ref Drawing,,,20180809,1,Extruded,1002126218,EC,1002126203,0,,Asphalt,20180809,Surrey,,7817-0011-00,Proposed,,,0
398,,,,20151109,0,Barrier,1001846878,EC,,,,Concrete,20151109,Surrey,,7812-0327-00,Proposed,,2015,
399,Digitized from 2015 Ortho photos,,,20160105,0,Barrier,1001852118,Initial AB,,,,Concrete,,Surrey,,,In Service,,,
400,,,,20130703,0,Barrier,1001605035,,,,,Concrete,20130703,Surrey,,,In Service,,,
401,,,,20160201,1,Extruded,1001717494,Final AB,,,,Asphalt,20160201,Surrey,,1715-6030-00,In Service,,2015,
402,,,,20131104,3,Pavement Edge,1001717492,,,,,Asphalt,20160201,Surrey,,,In Service,,,
403,,,,20160125,0,Barrier,1001818162,Final AB,,,,Concrete,20160125,Surrey,,SFPR Seg. 7,In Service,,2014,
404,Digitized Via 2012 Air Photo,,,20121220,2,Rollover,1001561964,,,,,Concrete,20130808,Surrey,,,In Service,,,
405,Digitized Via 2013 Air Photo,,,20140318,2,Rollover,1001735147,,,,,Concrete,20140318,Surrey,,,In Service,,,
406,G:\MAPPING\TEMP\Chris\CAD Files\1709-7110-00.dwg,,,20121026,2,Rollover,1001558162,,,,,Concrete,20130808,Surrey,,,In Service,,,
407,Digitized Via 2012 Air Photo,,,20130108,2,Rollover,1001562556,,,,,Concrete,20130808,Surrey,,,In Service,,,
408,Digitized Via 2012 Air Photo,,,20130108,2,Rollover,1001562549,,1001562547,,,Concrete,20130808,Surrey,,,In Service,,,
409,Digitized from 2015 Ortho photos,,,20160108,0,Barrier,1001852858,Initial AB,,,,Concrete,20160108,Surrey,,,In Service,,,
410,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852840,Initial AB,,,,Concrete,20160108,Surrey,,,In Service,,,
411,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852847,Initial AB,,,,Concrete,20160108,Surrey,,,In Service,,,
412,,,,20140704,2,Rollover,1001755289,,,,,Concrete,,Surrey,,,In Service,,,
413,,,,20131010,0,Barrier,1001713748,,,,,Concrete,20180604,Surrey,,,In Service,,,
414,Digitized Via 2015 Air Photo,,,20161128,0,Barrier,1001898144,,,,,Concrete,20161128,Surrey,,,In Service,,,
415,Digitized Via 2016 Air Photo,,,20161128,0,Barrier,1001898146,,,,,Concrete,20161128,Surrey,,,In Service,,,
416,Digitized Via 2016 Air Photo,,,20161004,0,Barrier,1001893807,,,,,Concrete,20161125,Surrey,,,In Service,,,
417,,,,20150717,0,Barrier,1001831348,Final AB,,,,Concrete,20150827,Surrey,,1710-8070-00,In Service,,2015,
418,,,,20151218,3,Pavement Edge,1001850711,,,,,Asphalt,,Surrey,,,In Service,,,
419,,,,20180131,0,Barrier,1001981979,EC,,,,Concrete,20180131,Surrey,,7813-0140-00,Proposed,,,
420,,,,20151020,2,Rollover,1001803117,Final AB,,,,Concrete,20151020,Surrey,,7812-0216-00,In Service,,2015,
421,,,,20091209,2,Rollover,1001143154,Final AB,,,,Concrete,20110309,Surrey,,7805-0365-00,In Service,,2009,
422,,,,20110309,3,Pavement Edge,1001190631,Final AB,1001190630,,,Asphalt,20110309,Surrey,,7887-4710-00,In Service,,1987,
423,,,,20091209,2,Rollover,1001143163,Final AB,,,,Concrete,20151020,Surrey,,7805-0365-00,In Service,,2009,
424,Digitized Via 2013 Air Photo,,,20140318,3,Pavement Edge,1001735133,,1001735120,,,Concrete,20140318,Surrey,,,In Service,,,
425,Digitized Via 2013 Air Photo,,,20140318,2,Rollover,1001735120,,,,,Concrete,20140318,Surrey,,,In Service,,,
426,Digitized Via 2013 Air Photo,,,20140318,3,Pavement Edge,1001735126,,,,,Asphalt,20140318,Surrey,,,In Service,,,
427,Digitized Via 2011 Air Photo,,,20120626,2,Rollover,1001416597,,,,,Concrete,20130808,Surrey,,,In Service,,,
428,,,,20110810,3,Pavement Edge,1001209105,Final AB,,,,Asphalt,20120321,Surrey,,7807-0196-00,In Service,,2011,
429,,,,20150216,1,Extruded,1001808534,Final AB,,,,Asphalt,20150216,Surrey,,7807-0129-00,In Service,,2014,
430,,,,20140121,0,Barrier,1001725533,Initial AB,,,,Concrete,20140121,Surrey,,,In Service,,,
