,DESCRIPTION,PLAN_NO,PROJECT_NO,PURPOSE,ROW_NO,ROW_TYPE2,STATUS,WIDTH,YR
207,PTN LT 12 PL BCP450,BCP451,7801-0135,3rd Party Agreement,E063-0019,Municipal Right of Way,Registered,1.8,2002
208,"PTN LTS 8-24, 26-29 PL BCP14108",BCP14109,7803-0135,3rd Party Agreement,E063-0041,Municipal Right of Way,Registered,,
209,PTN LT 4 PL BCP13994,BCP13995,7803-0125,3rd Party Agreement,E063-0038,Municipal Right of Way,Registered,1.2,2004
210,PTN LTS 11-24 PL BCP22619,BCP22620,7804-0132,3rd Party Agreement,E063-0045,Municipal Right of Way,Registered,3.0,2006
211,PTN LTS 2-4 PL BCP46497,BCP46498,7807-0057-00,3rd Party Agreement,E063-0062,Municipal Right of Way,Registered,3.0,2010
212,PTN LT 1 PL LMP54093,LMP54095,7801-0076,3rd Party Agreement,E053-0038,Municipal Right of Way,Registered,1.8,2002
213,PTN LT 91 PL BCP251,BCP253,7896-0356,3rd Party Agreement,E053-0042,Municipal Right of Way,Registered,3,2002
214,PTN LTS 11-14 LMP45413 & LT A PL 15714,LMP45414,7897-0165,3rd Party Agreement,E053-0032,Municipal Right of Way,Registered,3,2000
215,PTN LTS 1-3 PL BCP32221,BCP32223,7804-0307-00,3rd Party Agreement,E053-0059,Municipal Right of Way,Registered,VAR,2007
216,PTN LT 1 PL LMP36853 (PL BCP9234),LMP36854,7896-0315,3rd Party Agreement,E053-0031,Municipal Right of Way,Registered,0,1998
217,PTN LT 33 PL LMP36853,LMP36855,7896-0315,3rd Party Agreement,E053-0030,Municipal Right of Way,Registered,3,1998
218,PTN LT 36 PL LMP36853,LMP36854,7896-0315,3rd Party Agreement,E053-0029,Municipal Right of Way,Registered,1.8,1998
219,PTN LTS 32-34 PL LMP33602,LMP33603,7896-0283,3rd Party Agreement,E053-0023,Municipal Right of Way,Registered,0,1997
220,PTN LTS 13-15 PL LMP33602,LMP33603,7896-0283,3rd Party Agreement,E053-0023,Municipal Right of Way,Registered,0,1997
221,PTN LTS 1-24 PL LMP33602,LMP33604,7896-0283,Restrictive Covenant,E053-0025,Municipal Right of Way,Registered,5,1997
222,PTN LT 8 PL LMP42576,LMP42577,7896-0094,3rd Party Agreement,E043-0073,Municipal Right of Way,Registered,3,1999
223,"PTN LTS 47, 48, 50, 51, 52 PL LMP51462",LMP51463,7896-0097,3rd Party Agreement,E043-0071,Municipal Right of Way,Registered,3,2001
224,"PTN LTS 13, 21, 22, 23 PL LMP49293",LMP49296,7896-0094,3rd Party Agreement,E043-0069,Municipal Right of Way,Registered,0,2001
225,PTN LTS 36 - 39 PL LMP49293,LMP49295,7800-0273,3rd Party Agreement,E043-0068,Municipal Right of Way,Registered,0,2001
226,PTN LTS 38-40 PL 75652,75653,7886-558,Restrictive Covenant,E043-0009,Municipal Right of Way,Registered,0,1987
227,PTN LTS 25-28 PL 80501,80502,7887-5990,3rd Party Agreement,E043-0013,Municipal Right of Way,Registered,1.8,1989
228,PTN LT I PL 82203,82204,7888-0129,Restrictive Covenant,E043-0019,Municipal Right of Way,Registered,11,1989
229,OVER LT I PL 82203,,7888-0129,Restrictive Covenant,E043-0022,Municipal Right of Way,Registered,0,1989
230,PTN LT 2 PL LMP43945,LMP43946,7896-0220,3rd Party Agreement,E043-0056,Municipal Right of Way,Registered,3,1999
231,PTN LTS 10 & 12-15 PL 81912,81913,7888-0010,3rd Party Agreement,E043-0042,Municipal Right of Way,Registered,1.8,1989
232,PTN LTS 1 & 2 PL LMP13979,LMP13980,6092-0534,Restrictive Covenant,E033-0008,Municipal Right of Way,Registered,0,1993
233,PTN LTS 468-474 PL 60716,62140,2054-002,3rd Party Agreement,E033-0001,Municipal Right of Way,Registered,3,1981
234,L 1 PL85069,N/A,17883-0300,Restrictive Covenant,E023-0038,Municipal Right of Way,Registered,VAR,1990
235,PTN LTS 7 & 8 PL 72600,72601,7885-563,Restrictive Covenant,E003-0004,Municipal Right of Way,Registered,0,1986
236,PTN LT 1 PL LMP16404,LMP14606,7891-0328,Restrictive Covenant,E003-0014,Municipal Right of Way,Registered,4.906,1994
237,PTN LTS 1-8 PL LMP24614,LMP24615,7893-0132,3rd Party Agreement,E003-0023,Municipal Right of Way,Registered,3,1995
238,PTN LT 8 PL LMP11730,LMP11731,6092-0144,Restrictive Covenant,E113-0012,Municipal Right of Way,Registered,2.5,1993
239,PTN LT 8 PL LMP11730,LMP11731,6092-0144,Restrictive Covenant,E113-0012,Municipal Right of Way,Registered,2.2,1993
240,PTN LT 4 PL LMP31524,LMP31526,7895-0049,3rd Party Agreement,E123-0013,Municipal Right of Way,Registered,0,1997
241,PTN PL NW3272 & PL LMS1159,LMP8644,7890-0382,3rd Party Agreement,E123-0017,Municipal Right of Way,Registered,0,1993
242,PTN LT B PL 76354,78503,7887-1320,3rd Party Agreement,E113-0003,Municipal Right of Way,Registered,0,1988
243,PTN LT 3 PL LMP11720,LMP11721,7892-0144,3rd Party Agreement,E113-0018,Municipal Right of Way,Registered,3,1993
244,PTN LT 1 PL LMP11730,LMP11731,6092-0144,Restrictive Covenant,E113-0012,Municipal Right of Way,Registered,0,1993
245,PTN LT 5 PL LMP11730,LMP11731,6092-0144,Restrictive Covenant,E113-0012,Municipal Right of Way,Registered,2.4,1993
246,PTN LT 1 BCP6947,BCP6948,7803-0317,3rd Party Agreement,E113-0030,Municipal Right of Way,Registered,6,2003
247,PTN LT 2 PL 10503,,1788-851,3rd Party Agreement,E095-0027,Municipal Right of Way,Registered,0,1995
248,PTN LTS 24-33 PL BCP32429,BCP32430,7806-0180-00,3rd Party Agreement,E073-0026,Municipal Right of Way,Registered,3.0,2007
249,"PTN LTS 1,4-12 PL BCP16013",BCP16014,7804-0024,3rd Party Agreement,E073-0019,Municipal Right of Way,Registered,VAR,2005
250,PTN LT 1 PL BCP50450,BCP50451,7806-0037-00,3rd Party Agreement,E073-0053,Municipal Right of Way,Registered,VAR,2012
251,PTN LTS 43-45 PL LMP37180,LMP37181,7896-0074,3rd Party Agreement,E063-0009,Municipal Right of Way,Registered,1.8,1998
252,PTN LT 1 PL LMP43488,LMP43490,7898-0141,3rd Party Agreement,E063-0016,Municipal Right of Way,Registered,0,1999
253,PTN LTS 9 & 10 PL BCP18674,BCP18675,7803-0433,3rd Party Agreement,E063-0051,Municipal Right of Way,Registered,VAR,2005
254,PTN LTS 24 & 26 PL BCP18674,BCP18675,7803-0433,3rd Party Agreement,E063-0051,Municipal Right of Way,Registered,VAR,2005
255,PTN LTS 4-6 PL BCP17443,BCP17444,7803-0415-00,3rd Party Agreement,E063-0064,Municipal Right of Way,Registered,VAR,2005
256,"PTN LTS B, C, D, E, I & J PL BCP12085",BCP12086,7803-0065,3rd Party Agreement,E063-0035,Municipal Right of Way,Registered,0,2004
257,PTN LT 2 PL EPP39912,EPP39913,7813-0014-00,3rd Party Agreement,E063-0077,Municipal Right of Way,Registered,VAR,2015
258,PTN LTS 3 & 9 PL LMP 54335,LMP54336,7896-0257,3rd Party Agreement,E063-0022,Municipal Right of Way,Registered,1.8,2002
259,L 17 - 21 SEC 15 TP2 BCP18038,BCP18039,7896-0080,3rd Party Agreement,E063-0050,Municipal Right of Way,Registered,VAR,2005
260,PTN LT 21 PL 74915,74916,7886-4990,3rd Party Agreement,E053-0017,Municipal Right of Way,Registered,1.8,1987
261,PTN LTS 24-27 PL 74915,74916,7886-4990,3rd Party Agreement,E053-0016,Municipal Right of Way,Registered,16,1987
262,PTN LTS 8-11 PL 72451,72452,7885-572,3rd Party Agreement,E053-0004,Municipal Right of Way,Registered,18,1986
263,PTN LTS 14-17 PL 72451,72452,7885-572,3rd Party Agreement,E053-0009,Municipal Right of Way,Registered,18,1986
264,PTN LTS 8-11 PL 72451,72452,7885-572,3rd Party Agreement,E053-0006,Municipal Right of Way,Registered,0,1986
265,PTN LT 22 PL 73813,73815,7886-2891,3rd Party Agreement,E053-0001,Municipal Right of Way,Registered,1.8,1987
266,PTN LT 6 PL BCP14024,BCP14026,7803-0113,3rd Party Agreement,E053-0052,Municipal Right of Way,Registered,1.8,2005
267,PTN LTS 20-22 PL BCP11662,BCP11663,7803-0178,3rd Party Agreement,E053-0050,Municipal Right of Way,Registered,0,2004
268,"PTN LTS 6,7,16-18,26-30,35 PL BCP6873",BCP6874,7800-0324,3rd Party Agreement,E053-0048,Municipal Right of Way,Registered,0,2004
269,PTN LT A PL EP15513 (LT 22 PL BCP7362),BCP06876,7800-0324,3rd Party Agreement,E053-0047,Municipal Right of Way,Registered,0,2004
270,OVER LT 15 PL 84886,,7887-0890,Restrictive Covenant,E043-0029,Municipal Right of Way,Registered,0,1990
271,"PTN LT 2 PL 87922 & LTS 12,13 PL 83381",83382,7889-0570,3rd Party Agreement,E043-0052,Municipal Right of Way,Registered,1.8,1989
272,PTN LTS 1-5 PL LMP21015,LMP21016,7892-0608,3rd Party Agreement,E043-0045,Municipal Right of Way,Registered,3,1995
273,OVER Rem 8 PL 2449,,7884-2680,Restrictive Covenant,E043-0027,Municipal Right of Way,Registered,0,1988
274,PTN LT 14 PL BCP3893,BCP03893,7802-0080,3rd Party Agreement,E044-0070,Municipal Right of Way,Registered,3,2003
275,PTN LTS 30 & 31 PL 79629,79630,7888-0002,3rd Party Agreement,E043-0012,Municipal Right of Way,Registered,1.8,1988
276,PTN LTS 9-12 PL LMP6788,LMP6789,7891-0319,3rd Party Agreement,E043-0038,Municipal Right of Way,Registered,1.8,1992
277,PTN LT 6 PL 70131,70132,7885-128,3rd Party Agreement,E043-0011,Municipal Right of Way,Registered,1.8,1985
278,PTN LT 49 PL 75536,75539,7885-0130,3rd Party Agreement,E023-0017,Municipal Right of Way,Registered,1.2,1987
279,PTNS LTS 45-55 PL 75536,75538,7885-0130,Restrictive Covenant,E023-0016,Municipal Right of Way,Registered,0,1987
280,PTN LT 40 PL 75536,75539,7885-0130,3rd Party Agreement,E023-0017,Municipal Right of Way,Registered,1.2,1987
281,PTN LT 326 PL 62290 (NW1678),62671,A497,3rd Party Agreement,E023-0020,Municipal Right of Way,Registered,0,1981
282,PTN LT 2 PL 73212,73213,7886-0480,3rd Party Agreement,E023-0027,Municipal Right of Way,Registered,0,1986
283,OVER Rem N P68548 & L55 P69850 (PL75536),,7883-127,Restrictive Covenant,E023-0010,Municipal Right of Way,Registered,0,1984
284,PTN LTS B & C PL 80467 (LMS26),80468,7887-4370,3rd Party Agreement,E023-0031,Municipal Right of Way,Registered,3,1989
285,PTN LT L PL 68548 & LT 21 PL 69850,69852,7883-127,3rd Party Agreement,E023-0005,Municipal Right of Way,Registered,3,1985
286,LT C PL 80467 (LMS26),,7887-4370,Restrictive Covenant,E023-0035,Municipal Right of Way,Registered,0,1989
287,PTN LT 14 PL 69850,69853,7883-127,3rd Party Agreement,E023-0004,Municipal Right of Way,Registered,1.2,1985
288,OVER LOT K PL 68548,,7883-127,Restrictive Covenant,E023-0010,Municipal Right of Way,Registered,0,1984
289,PTN LT 2 PL 75756,75757,7886-1130,3rd Party Agreement,E023-0026,Municipal Right of Way,Registered,3,1987
290,PTN Rem 114 PL 59070,,2054-002,Restrictive Covenant,E023-0002,Municipal Right of Way,Registered,0,1980
291,OVER LT 1 PL 75332,,7886-4480,Restrictive Covenant,E024-0010,Municipal Right of Way,Registered,0,1987
292,PTN LT 1 PL BCP18639,BCP18640,7803-0266,3rd Party Agreement,E014-0075,Municipal Right of Way,Registered,3,2005
293,E 3m LTS 296-299 PL 66129,,2054-002,3rd Party Agreement,E124-0003,Municipal Right of Way,Registered,3,1983
294,PTN LTS 1 & 2 PL LMP14755,LMP14756,7892-0383,3rd Party Agreement,E124-0022,Municipal Right of Way,Registered,3,1994
295,PTN LT A PL BCP14562,BCP14563,7804-0036,3rd Party Agreement,E124-0030,Municipal Right of Way,Registered,3.0,2004
296,PTN LT 1 PL 80110,BCP29078,7896-0024,3rd Party Agreement,E114-0026,Municipal Right of Way,Registered,VAR,2008
297,PTN LT 11 PL LMP14399,LMP14398,7891-0246,Restrictive Covenant,E114-0006,Municipal Right of Way,Registered,10,1994
298,PTN LT A PL BCP2273,BCP2274,7801-0287,3rd Party Agreement,E104-0047,Municipal Right of Way,Registered,6,2003
299,PTN LT A PL BCP5083 (PL BCS821),BCP5082,7802-0012,3rd Party Agreement,E114-0023,Municipal Right of Way,Registered,6.5,2003
300,PTN LTS 31-40 PL LMP51032,LMP51033,7800-0339,3rd Party Agreement,E104-0029,Municipal Right of Way,Registered,3,2001
301,PTN LTS 4 - 14 PL LMP54426,BCP54427,7801-0104,3rd Party Agreement,E104-0049,Municipal Right of Way,Registered,3,2003
302,PTN LTS 2-12 TO 103-106 PL BCP01910,BCP01911,7801-0125-00,3rd Party Agreement,E104-0067,Municipal Right of Way,Registered,VAR,2002
303,PTN LTS 4 & 5 PL BCP51676,BCP51678,7810-0317-00,3rd Party Agreement,E104-0073,Municipal Right of Way,Initiated,VAR,2012
304,PTN LT 5 PL LMP38652,LMP38653,7893-0040,3rd Party Agreement,E074-0011,Municipal Right of Way,Registered,3,1998
305,"PTN LTS 12,13,15 PL LMP14744",LMP14745,7892-0536,3rd Party Agreement,E074-0009,Municipal Right of Way,Registered,3.00,1994
306,PTN LT 12 PL BCP6082,BCP6087,7800-0297,3rd Party Agreement,E074-0014,Municipal Right of Way,Registered,1.8,2003
307,PTN LTS 180-182 PL 68218,68220,7883-265,3rd Party Agreement,E074-0004,Municipal Right of Way,Registered,3,1984
308,PTN LTS 20 & 21 PL LMP14744,LMP14745,7892-0536,3rd Party Agreement,E074-0009,Municipal Right of Way,Registered,3,1994
309,PTN LT 10 PL LMP19658,LMP19659,7893-0271,3rd Party Agreement,E054-0008,Municipal Right of Way,Registered,3,1994
310,PTN LTS 1-3 PL LMP5931,LMP5932,7891-0213,3rd Party Agreement,E054-0005,Municipal Right of Way,Registered,3,1992
311,"PTN LT 5, 6, 7, 8 PLAN LMP49148",LMP52624,7897-0079,3rd Party Agreement,E044-0069,Municipal Right of Way,Registered,6,2002
312,PTN LTS 18-22 PL LMP12537,LMP12539,7890-0403,3rd Party Agreement,E044-0035,Municipal Right of Way,Registered,1.8,1993
313,PTN LTS 11-13 PL LMP37035,LMP37036,7892-0273,3rd Party Agreement,E044-0056,Municipal Right of Way,Registered,0,1998
314,PTN LT 7 PL LMP17796,LMP17797,7893-0121,3rd Party Agreement,E054-0010,Municipal Right of Way,Registered,2,1994
315,PTN LTS 64 & 65 PL 85238,85239,7888-0442,3rd Party Agreement,E044-0020,Municipal Right of Way,Registered,0,1990
316,PTN LT 3 PL LMP24577,LMP24578,7894-0028,3rd Party Agreement,E044-0044,Municipal Right of Way,Registered,3,1995
317,PTN LTS 11-14 PL LMP24577,LMP24578,7894-0028,3rd Party Agreement,E044-0044,Municipal Right of Way,Registered,0,1995
318,PTN LTS 4-9 PL LMP19978,LMP19979,7893-0407,3rd Party Agreement,E044-0041,Municipal Right of Way,Registered,0,1994
319,PTN LT 2 PL EPP20035,EPP20036,7807-0280-00,3rd Party Agreement,E044-0096,Municipal Right of Way,Initiated,6.5,2014
320,LT 1 PL 71670 (NW2455),,7885-533,Restrictive Covenant,E034-0004,Municipal Right of Way,Registered,0,1986
321,PTN LT 93 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
322,PTN LT 98 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
323,PTN LT 86 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
324,PTN LT 80 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
325,PTN LT 79 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
326,PTN LT 72 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
327,PTN LT 61 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
328,"PTN LTS 2, 17, 18 & 19 PL LMP53257",LMP53258,7801-0158,3rd Party Agreement,E034-0080,Municipal Right of Way,Registered,0,2002
329,PTN LT 1 PL LMP50778,LMP50779,7801-0040,3rd Party Agreement,E024-0034,Municipal Right of Way,Registered,7.012,2001
330,PTN LT 1 PL 71756 N 103A AVE (EP79803),,7884-113,Restrictive Covenant,E024-0008,Municipal Right of Way,Partial Release,0,1986
331,PTN LT 13 PL LMP20881,LMP20883,7892-0367,3rd Party Agreement,E014-0033,Municipal Right of Way,Registered,1.8,1994
332,"PTN LTS 2, 3 & 5 PL BCP3449",BCP3449,7801-0299,3rd Party Agreement,E014-0073,Municipal Right of Way,Registered,,2005
333,PTN N 1.8m LT 31 PL 75492,75493,7883-3580,3rd Party Agreement,E014-0002,Municipal Right of Way,Registered,1.8,1987
334,PTN N 1.8m LT 36 PL 75492,75493,7883-3580,3rd Party Agreement,E014-0002,Municipal Right of Way,Registered,1.8,1987
335,PTN LT 2 PL EPP32814,EPP32816,7811-0192-00,3rd Party Agreement,E014-0090,Municipal Right of Way,Registered,1.8,2014
336,PTN LT 30 PL 69765,69766,7883-452,3rd Party Agreement,E004-0001,Municipal Right of Way,Registered,1.8,1985
337,OVER LT 1 PL 84773,,7889-0156,Restrictive Covenant,E135-0021,Municipal Right of Way,Registered,0,1990
338,PTN CP LMS1573,LMP17253,6093-0186,Restrictive Covenant,E114-0007,Municipal Right of Way,Registered,7,1996
339,PTN LT 1 PL BCP31949,BCP36344,7806-0137-00,3rd Party Agreement,E114-0043,Municipal Right of Way,Registered,VAR,2009
340,PTN LT 1 PL BCP31949,BCP36344,7806-0137-00,3rd Party Agreement,E114-0042,Municipal Right of Way,Registered,VAR,2008
341,PTN PLS BCP31596 TO BCP31599,BCP31596-99,7805-0126-03,3rd Party Agreement,E115-0014,Municipal Right of Way,Registered,VAR,2007
342,PTN LTS 1 & 17 PL BCP41320,BCP41321-22,7808-0113-00,3rd Party Agreement,E114-0053,Municipal Right of Way,Registered,VAR,2009
343,PTN LT A PL LMP51807,BCP11125,7803-0087,3rd Party Agreement,E104-0056,Municipal Right of Way,Registered,9.0,2004
344,"PTN LT 1 PL LMP17528 (LMP18980,LMP21759)",LMP17635,6092-0106,Restrictive Covenant,E104-0001,Municipal Right of Way,Registered,0,1994
345,"PTN LT 1 PL LMP17528 (LMP21759,LMP42537)",LMP17635,6092-0106,Restrictive Covenant,E104-0001,Municipal Right of Way,Registered,0,1994
346,PTN LTS 164-165 PL LMP52301,LMP52302,7800-0323,3rd Party Agreement,E104-0025,Municipal Right of Way,Registered,0,2001
347,PTN LT 164 PL LMP52301,LMP52303,7800-0323,Restrictive Covenant,E104-0024,Municipal Right of Way,Registered,0,2001
348,PTN LTS 21-24 PL LMP25032,LMP25033,7894-0397,3rd Party Agreement,E104-0006,Municipal Right of Way,Registered,1.8,1995
349,PTN LT 181 PL LMP52124,LMP52125,7801-0038,3rd Party Agreement,E104-0022,Municipal Right of Way,Registered,1.8,2001
350,PTN LT 212 PL BCP6068,BCP6069,7802-0311,3rd Party Agreement,E104-0050,Municipal Right of Way,Registered,1.8,2003
351,PTN LT 1 PL LMP13443,LMP13445,7092-0456,Restrictive Covenant,E055-0046,Municipal Right of Way,Registered,3,1996
352,PTN LTS 3-5 & 7 PL BCP12845,BCP12846,7803-0190,3rd Party Agreement,E055-0061,Municipal Right of Way,Registered,3.0,2004
353,PTN LTS 8-10 PL LMP13629,LMP13630,7892-0312,3rd Party Agreement,E044-0034,Municipal Right of Way,Registered,0,1993
354,PTN LTS 23 & 31 PL 85710,85711,7888-0483,3rd Party Agreement,E044-0033,Municipal Right of Way,Registered,1.8,1990
355,PTN LT 11 PL LMP11406,LMP11407,7889-0287,3rd Party Agreement,E044-0046,Municipal Right of Way,Registered,4.6,1993
356,PTN LTS 1-4 PL 77483,77485,7887-0762,Restrictive Covenant,E055-0016,Municipal Right of Way,Registered,0,1988
357,PTNS LTS 1-5 PL 75147,75148,7886-5360,Restrictive Covenant,E044-0009,Municipal Right of Way,Registered,9.634,1987
358,PTN LT 1 PL BCP30475,BCP30476,7805-0255-00,3rd Party Agreement,E044-0082,Municipal Right of Way,Registered,6.4,2007
359,PTN LTS 30-42 PL 73174,73176,7886-1000,3rd Party Agreement,E034-0023,Municipal Right of Way,Registered,1.8,1986
360,PTN LT 4 & 5 PL LMP17651,LMP17652,7893-0192,3rd Party Agreement,E034-0060,Municipal Right of Way,Registered,0,1994
361,PTN LTS 6 & 7 PL LMP14770,LMP14771,7890-0456,3rd Party Agreement,E034-0061,Municipal Right of Way,Registered,0,1994
362,PTN LTS 50-09 PL LMP51430,LMP51431,7800-0203,3rd Party Agreement,E034-0074,Municipal Right of Way,Registered,3,2001
363,PTN LT 58 PL 78216,78219,7887-5560,3rd Party Agreement,E035-0032,Municipal Right of Way,Registered,1.8,1988
364,PTN LT 3 PL 84421,84422,7888-0341,3rd Party Agreement,E035-0015,Municipal Right of Way,Registered,0,1990
365,PTN LTS 2-6 PL 71708,71709,7883-4831,3rd Party Agreement,E034-0011,Municipal Right of Way,Registered,1.8,1986
366,PTN LTS 3 & 4 PL EPP38637,EPP38639,7813-0134-00,3rd Party Agreement,E024-0050,Municipal Right of Way,Registered,1.5,2014
367,PTN LTS 1 & 2 PL 77797,77799,7887-2000,Restrictive Covenant,E024-0017,Municipal Right of Way,Registered,9.443,1988
368,PTN LTS 1-4 PL 77795(LT 1 PL 86770),77796,7887-2000,Restrictive Covenant,E024-0018,Municipal Right of Way,Partial Release,0,1988
369,PTN LT 1 PL 48595,LMP48596,7899-0092,3rd Party Agreement,E024-0037,Municipal Right of Way,Registered,15,2001
370,OVER LT 14 PL 82589,,7888-0168,Restrictive Covenant,E025-0011,Municipal Right of Way,Registered,0,1989
371,OVER LT 5 PL 86927,,7889-0225,Restrictive Covenant,E014-0024,Municipal Right of Way,Registered,0,1990
372,PTN LT 5 PL LMP45859,LMP45861,7999-0139,Restrictive Covenant,E014-0052,Municipal Right of Way,Registered,0,2000
373,PTN LT B PL LMP24476,LMP24478,7893-0286,3rd Party Agreement,E004-0009,Municipal Right of Way,Registered,3,1995
374,PTN LTS 15-17 PL 84334,84335,7888-0394,3rd Party Agreement,E014-0023,Municipal Right of Way,Registered,0,1990
375,PTN LT 4 PL 79327,85614,83194,3rd Party Agreement,E004-0012,Municipal Right of Way,Registered,3,1990
376,PTN LTS 34-36 PL 79327,79328,7883-1940,3rd Party Agreement,E004-0007,Municipal Right of Way,Registered,5,1988
377,PTN LT 5 PL LMP33160,LMP33161,7894-0301,3rd Party Agreement,E015-0035,Municipal Right of Way,Registered,3,1997
378,PTN LTS 10-12 PL LMP33160,LMP33161,7894-0301,3rd Party Agreement,E015-0035,Municipal Right of Way,Registered,0,1997
379,PTN LTS 24-27 PL LMP2963,LMP2966,7889-0512,3rd Party Agreement,E005-0007,Municipal Right of Way,Registered,0,1992
380,"PTN LTS 2-9,11,13,17-19 PL BCP13751",BCP13752,7803-0216-00,3rd Party Agreement,E004-0018,Municipal Right of Way,Registered,3.0,2004
381,PTN LT B PL RP79479,BCP13749,7803-0216-00,3rd Party Agreement,E004-0017,Municipal Right of Way,Registered,VAR,2004
