,BARCODE,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESCRIPTION,FACILITYID,FENCING_TYPE,GIS_ENTRY_STAGE,HOUSE_NO,INSERVICE_COST,LEGACYID,LIFECYCLE_COST,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MATERIAL,MEDIAN_TYPE,MEDIAN_TYPE2,MODEL,MOD_DATE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OWNER,PARK_LEGACY_ID,PARK_OWNERSHIP,PLANTED,PROJECT_NO,ROAD_CODE,SERIAL_NO,STATUS,STATUS_DATE,STATUS_PARKS,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YR,YRS_LIFE_EXPECTANCY,YTD_COST
161,,,,,20090205,,1001080329,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20090205,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
162,,,,,20170815,,1001943297,,Initial AB,,,,,,Engineering,,024,Concrete,0,Central,,20170815,,,Engineering,Surrey,,,Yes,1705-3120-00,,,In Service,,,,,,,2016,,
163,,,,,20170815,,1001943197,Steel,Initial AB,,,,,,Engineering,,024,Concrete,0,Central,,20170815,,,Engineering,Surrey,,,No,1705-3120-00,,,In Service,,,,,,,2016,,
164,,,,,20170816,,1001943314,,Initial AB,,,,,,Engineering,,024,Concrete,0,Central,,20170816,,,Engineering,Surrey,,,Yes,1705-3120-00,,,In Service,,,,,,,2016,,
165,,,,,20081216,,1001075744,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20100407,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
166,,,,,20090114,,1001077872,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
167,,,,,20081216,,1001075747,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20100407,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
168,,,,,20090202,,1001079834,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090202,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
169,,,,,20090206,,1001080790,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20090206,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
170,,,,,20081215,,1001075591,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
171,,,,,20090128,,1001079350,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
172,,,,,20091224,,1001144631,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20100604,,,Engineering,Provincial,,,No,MOTH 71101-2010,,,In Service,,,,,,,2009,,
173,,,,,20090129,,1001079428,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20090317,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
174,,,,,20090105,,1001076979,,Initial AB,,,,,,Engineering,,,Pavers,1,Island,,20090317,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
175,,,,,20081224,,1001076940,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
176,,,,,20090317,,1001084719,,Initial AB,,,,,,Engineering,,,Pavers,1,Island,,20090317,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
177,,,,,20081215,,1001075539,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
178,,,,,20081215,,1001075541,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
179,,,,,20090127,,1001079135,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
180,,,,,20090105,,1001076973,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
181,,,,,20081224,,1001076939,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
182,,,,,20090211,,1001082006,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090211,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
183,,,,,20110914,,1001212940,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20120227,,,Engineering,Surrey,,,No,7805-0143-00,,,In Service,,,,,,,2009,,
184,,,,,20081202,,1000959675,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20161214,,,Engineering,Surrey,,,Yes,1705-3110-00,,,In Service,,,,,,,2009,,
185,,,,,20180808,,1002126125,,,,,,,Francis Park - Parking Lot,Parks,,044,Concrete,1,Island,,,,,Parks,Surrey,,,Yes,,,,In Service,,,,,,,,,
186,,,,,20081202,,1000959698,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20090306,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
187,,,,,20081224,,1001076956,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090303,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
188,,,,,20100625,,1001165548,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20100625,,,Engineering,Provincial,,,No,MOTH 11257,,,In Service,,,,,,,2006,,
189,,,,,20120504,,1001075068,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20120504,,,Engineering,Surrey,,,No,1703-3180-00,,,In Service,,,,,,,2008,,
190,,,,,20120725,,1001419173,,,,,,,,Engineering,,,Concrete,0,Central,,20120725,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
191,,,,,20090205,,1001080332,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090205,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
192,,,,,20090109,,1001077617,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090306,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
193,,,,,20091204,,1001142665,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100311,,,Engineering,Surrey,,,Yes,1703-2000-00,,,In Service,,,,,,,2006,,
194,,,,,20180803,,1002125356,,,,,,,Fleetwood Park - Parking Lot,Parks,,,Concrete,1,Island,,20180807,,,Parks,Surrey,,,Yes,,,,In Service,,,,,,,,,
195,,,,,20100203,,1001148826,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20100203,,,Engineering,Translink,,,No,1R04,,,In Service,,,,,,,2007,,
196,,,,,20090116,,1001078075,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
197,,,,,20081215,,1001075559,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
198,,,,,20110321,,1001192612,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110321,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
199,,,,,20180801,,1001076117,,Initial AB,,,,,,Engineering,,073,Grass,0,Central,,20180801,,,Engineering,Surrey,,,Yes,7814-0286-00,,,In Service,,,,,,,2018,,
200,,,,,20120827,,1001423310,,,,,,,,Engineering,,,Asphalt,0,Central,,20120907,,,Engineering,Surrey,,,,,,,In Service,,,,,,,,,
201,,,,,20140324,,1001736580,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20161214,,,Engineering,Surrey,,,No,1711-3080-00,,,In Service,,,,,,,2012,,
202,,,,,20161214,,1001899910,,Final AB,,,,,,Engineering,,113,Concrete,0,Central,,20161214,,,Engineering,Surrey,,,Yes,1711-3090-00,,,In Service,,,,,,,2016,,
203,,,,,20110628,,1001202847,,,,,,,,Engineering,,,Grass,0,Central,,20110628,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
204,,,,,20180808,,1002126124,,,,,,,Francis Park - Parking Lot,Parks,,044,Concrete,1,Island,,,,,Parks,Surrey,,,Yes,,,,In Service,,,,,,,,,
205,,,,,20081224,,1001076909,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090217,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
206,,,,,20081212,,1001075093,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20160217,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
207,,,,,20110318,,1001192117,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110318,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
208,,,,,20081215,,1001075477,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
209,,,,,20081205,,1000960265,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090306,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
210,,,,,20081215,,1001075589,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
211,,,,,20081205,,1000960272,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090306,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
212,,,,,20081215,,1001075608,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090306,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
213,,,,,20110318,,1001192256,,Final AB,,,,,,Engineering,,,Grass,1,Island,,20110318,,,Engineering,Surrey,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
214,,,,,20110321,,1001192540,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110321,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
215,,,,,20110321,,1001192598,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110321,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
216,,,,,20090106,,1001077060,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
217,,,,,20081211,,1000972454,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20100622,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
218,,,,,20090106,,1001077072,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
219,,,,,20090108,,1001077423,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20100622,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
220,,,,,20090108,,1001077424,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20100622,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
221,,,,,20090105,,1001077030,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090306,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
222,,,,,20090105,,1001077032,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
223,,,,,20090127,,1001079177,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20160216,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
224,,,,,20091112,,1001139910,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20091112,,,Engineering,Surrey,,,Yes,1704-3270-00,,,In Service,,,,,,,2007,,
225,,,,,20101115,,1001181573,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20101115,,,Engineering,Surrey,,,No,7805-0401-00,,,In Service,,,,,,,2010,,
226,,,,,20090212,,1001082923,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
227,,,,,20090127,,1001079150,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,2009,,
228,,,,,20110315,,1001191191,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110315,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
229,,,,,20110315,,1001191270,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110315,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
230,,,,,20081217,,1001075807,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20091023,,,Engineering,Surrey,,,Yes,1702-3070-00,,,In Service,,,,,,,2005,,
231,,,,,20090128,,1001079340,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20160704,,,Engineering,Provincial,,,No,,,,In Service,,,,,,,,,
232,,,,,20120912,,1001433178,,Initial AB,,,1001079139,,,Engineering,,,Grass,1,Island,,20160629,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
233,,,,,20110329,,1001193938,,,,,,,,Engineering,,,Grass,0,Central,,20110329,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
234,,,,,20081218,,1001076015,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20091023,,,Engineering,Surrey,,,No,1702-3070-00,,,In Service,,,,,,,2005,,
235,,,,,20090127,,1001079131,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090316,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
236,,,,,20110329,,1001193905,,,,,,,,Engineering,,,Asphalt,0,Central,,20110329,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
237,,,,,20120912,,1001433177,,Final AB,,,1001084743,,,Engineering,,,Grass,1,Island,,20160628,,,Engineering,Provincial,,,Yes,,,,In Service,,,,,,,,,
238,,,,,20130821,,1001699375,,,,,,,,,,,,0,Central,,20160629,,,,Surrey,,,,,,,In Service,,,,,,,,,
239,,,,,20081202,,1000959706,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20130102,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
240,,,,,20090202,,1001079696,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090202,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
241,,,,,20090128,,1001079328,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090303,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
242,,,,,20090128,,1001079360,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20100309,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
243,,,,,20090114,,1001077871,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
244,,,,,20100309,,1001152317,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100309,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
245,,,,,20100309,,1001152318,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100309,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
246,,,,,20081202,,1000959707,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20130102,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
247,,,,,20090128,,1001079317,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20110721,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
248,,,,,20110721,,1001204729,,,,,,,,Engineering,,,Asphalt,1,Island,,20110721,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
249,,,,,20121221,,1001202920,None,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20121221,,,Engineering,Surrey,,,No,1710-8030-00,,,In Service,,,,,,,2012,,
250,,,,,20121221,,1001202921,None,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20121221,,,Engineering,Surrey,,,No,1710-8030-00,,,In Service,,,,,,,2012,,
251,,,,,20100625,,1001079094,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20100902,,,Engineering,Provincial,,,No,MOTH 11807,,,In Service,,,,,,,2007,,
252,,,,,20090211,,1001082008,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090306,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
253,,,,,20090105,,1001076984,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20110504,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
254,,,,,20090211,,1001082007,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090211,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
255,,,,,20090211,,1001082009,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090211,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
256,,,,,20090211,,1001082010,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090211,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
257,,,,,20090211,,1001082011,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090211,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
258,,,,,20090212,,1001082292,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
259,,,,,20090206,,1001080845,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090206,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
260,,,,,20090210,,1001081273,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20101213,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
261,,,,,20090210,,1001081274,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20101213,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
262,,,,,20090210,,1001081275,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20101213,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
263,,,,,20090210,,1001081276,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20101213,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
264,,,,,20090210,,1001081277,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20101213,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
265,,,,,20090108,,1001077610,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
266,,,,,20081223,,1001076764,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090217,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
267,,,,,20081223,,1001076760,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090216,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
268,,,,,20081223,,1001076761,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090217,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
269,,,,,20081223,,1001076762,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090217,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
270,,,,,20090127,,1001079097,,Final AB,,,,,,Engineering,,,Grass,0,Central,,20100601,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
271,,,,,20100531,,1001162340,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100531,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
272,,,,,20100531,,1001162342,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100531,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
273,,,,,20100604,,1001163191,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20100604,,,Engineering,Provincial,,,No,MOTH 71101-2010,,,In Service,,,,,,,2009,,
274,,,,,20090206,,1001080650,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20100531,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
275,,,,,20090128,,1001079327,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090303,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
276,,,,,20090128,,1001079355,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20100309,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
277,,,,,20101213,,1001184404,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20101213,,,Engineering,Surrey,,,No,1707-3240-00,,,In Service,,,,,,,2010,,
278,,,,,20090128,,1001079326,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20150309,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
279,,,,,20091130,,1001142015,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20091130,,,Engineering,Surrey,,,No,R105,,,In Service,,,,,,,2009,,
280,,,,,20081202,,1000959701,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
281,,,,,20150521,,1001823439,,,,,,,,Engineering,,,Concrete,1,Island,,20150521,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
282,,,,,20090205,,1001080572,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20121213,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
283,,,,,20090128,,1001079325,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20150309,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
284,,,,,20090204,,1001080205,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20121213,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
285,,,,,20081212,,1001075094,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
286,,,,,20081212,,1001075091,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
287,,,,,20100308,,1001152131,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20100308,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
288,,,,,20081212,,1001075092,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
289,,,,,20090127,,1001079183,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20110719,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
290,,,,,20090106,,1001077139,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
291,,Digitized Via 2014 Air Photo,,,20150507,,1001821817,None,,,,,,,Engineering,,,Asphalt,0,Central,,20150507,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
292,,,,,20090211,,1001081959,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20111110,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
293,,,,,20100901,,1001171611,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100901,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
294,,Digitized Via 2014 Air Photo,,,20150507,,1001821819,None,,,,1001821817,0,,Engineering,,,Asphalt,0,Island,,20150507,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,0
295,,,,,20081216,,1001075772,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
296,,ON PRIVATE PROPERTY,,,20160218,,1001168624,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20160218,,,Engineering,Private,,,Yes,7808-0019-00,,,In Service,,,,,,,2010,,
297,,,,,20090127,,1001079179,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20160216,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
298,,,,,20081217,,1001075873,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
299,,,,,20160218,,1001080619,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20160218,,,Engineering,Surrey,,,Yes,7808-0019-00,,,In Service,,,,,,,2015,,
300,,,,,20081217,,1001075876,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
301,,,,,20081218,,1001076005,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090306,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
302,,,,,20130821,,1001699377,,,,,,,,,,,Asphalt,0,Central,,20130821,,,,Surrey,,,,,,,In Service,,,,,,,,,
303,,,,,20081218,,1001076004,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
304,,,,,20090107,,1001077275,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090306,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
305,,,,,20090107,,1001077308,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090317,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
306,,,,,20081219,,1001076214,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090316,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
307,,,,,20081219,,1001076218,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090306,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
308,,,,,20081219,,1001076219,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
309,,,,,20090107,,1001077319,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090306,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
310,,,,,20090107,,1001077316,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090306,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
311,,,,,20090127,,1001079178,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
312,,,,,20090209,,1001080976,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090209,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
313,,,,,20110217,,1001189567,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110217,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
314,,,,,20110217,,1001189553,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110217,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
315,,,,,20110221,,1001189645,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110221,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
316,,,,,20090106,,1001077053,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20110224,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
317,,,,,20090128,,1001079318,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20110721,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
318,,,,,20150828,,1001836213,,Final AB,,,,,,Engineering,,023,Concrete,0,Central,,20150828,,,Engineering,Surrey,,,No,3811-6330-00,,,In Service,,,,,,,2014,,
319,,,,,20090127,,1001079174,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20110727,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
320,,,,,20090127,,1001079176,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20110727,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
