,STATUS,YR,ELEVATION,X_COORD,Y_COORD,GCM_NO,TABLET_MARKING,MONUMENT_TYPE,WEBLINK,Latitude,Longitude
883,Active,1968,16.93,516128.038,5443142.436,642769,5702,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5702.tif,49.140898,-122.778874
884,Destroyed,1968,12.767,517762.068,5441106.193,573386,5186, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5186.tif,49.122536,-122.756560
885,Active,1968,0.437,516126.764,5439080.509,541524,5714,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5714.tif,49.104359,-122.779054
886,Active,1978,2.924,519319.833,5434176.763,505818,8786,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8786.tif,49.060156,-122.735542
887,Active,1966,95.936,513727.242,5430936.019,471623,5471,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5471.tif,49.031154,-122.812205
888,Active,1986,1.441,520117.068,5435781.01,435560,86H1266,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1266.tif,49.074561,-122.724549
889,Active,1968,60.361,517760.046,5433658.213,436204,5809,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5809.tif,49.055538,-122.756915
890,Active,1979,1.082,515328.074,5435774.199,391003,79H0027,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0027.tif,49.074638,-122.790122
891,Active,1968,45.353,521734.772,5434183.986,381954,5876,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5876.tif,49.060141,-122.702485
892,Active,1964,0.264,514518.237,5436582.935,374504,5023,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5023.tif,49.081933,-122.801181
893,Active,1966,6.734,513092.263,5434967.216,193425,5632,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5632.tif,49.067430,-122.820761
894,Active,1964,14.535,520969.029,5438665.851,151852,5167,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5167.tif,49.100483,-122.712734
895,Active,1964,4.794,520931.839,5436592.214,133967,5955,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5955.tif,49.081831,-122.713351
896,Active,1986,110.683,513318.585,5448983.699,985606,86H1304,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1304.tif,49.193509,-122.817200
897,Destroyed,1973,102.177,514933.615,5431528.396,985622,8667, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8667.tif,49.036455,-122.795679
898,Active,1971,68.739,520971.194,5441232.978,89649,5934,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5934.tif,49.123575,-122.712571
899,Active,1980,57.393,511265.088,5443941.501,90316,80H2099,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2099.tif,49.148194,-122.845526
900,Active,1973,82.756,510938.058,5448078.955,90910,8721,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8721.tif,49.185418,-122.849898
901,Destroyed,1968,82.264,510938.362,5448333.933,791855,5436, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5436.tif,49.187711,-122.849886
902,Active,1963,107.608,517754.658,5432144.746,905091,3125,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/3125.tif,49.041924,-122.757055
903,Destroyed,1964,95.725,514092.329,5446761.93,905513,5565, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5565.tif,49.173506,-122.806658
904,Active,1968,113.673,514255.777,5432547.226,907147,5659,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5659.tif,49.045636,-122.804918
905,Active,1986,16.546,517749.67,5428304.962,758011,86H1281,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1281.tif,49.007384,-122.757292
906,Destroyed,1968,1.109,519338.754,5442872.76,685479,5684, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5684.tif,49.138379,-122.734866
907,Active,1968,75.794,516120.425,5445982.822,685628,5273,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5273.tif,49.166448,-122.778865
908,Destroyed,1977,86.626,508811.241,5445616.359,642942,77H6869, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77H6869.tif,49.163300,-122.879138
909,Active,1973,20.751,522151.107,5446777.697,564955,8799,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8799.tif,49.173410,-122.696095
910,Active,1984,82.227,519334.346,5432568.49,556571,84H0569,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0569.tif,49.045689,-122.735420
911,Active,1966,1.809,508961.889,5434389.177,557686,5495,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5495.tif,49.062305,-122.877321
912,Destroyed,1964,106.188,512890.834,5448349.121,633719,5523, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5523.tif,49.187810,-122.823091
913,Active,1964,87.244,511739.485,5450383.583,634055,5392,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5392.tif,49.206134,-122.838832
914,Active,1964,86.204,508408.946,5447156.447,862052,5507,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5507.tif,49.177159,-122.884624
915,Destroyed,1968,1.015,515317.452,5441522.364,831867,5704, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5704.tif,49.126345,-122.790049
916,Destroyed,1968,26.286,520939.693,5447172.824,831990,5075, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5075.tif,49.177007,-122.712694
917,Destroyed,1964,49.152,516932.799,5445580.198,833038,5260, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5260.tif,49.162804,-122.767738
918,Active,1964,63.367,509482.754,5449485.651,689893,5336,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5336.tif,49.198095,-122.869835
919,Active,1966,85.906,510491.529,5430941.002,656637,5475,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5475.tif,49.031262,-122.856471
920,Destroyed,1971,77,511251.909,5447646.191,656884,5912, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5912.tif,49.181519,-122.845603
921,Destroyed,1980,34.779,519355.49,5448270.479,657478,80H2066, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2066.tif,49.186933,-122.734377
922,Destroyed,1977,1.99,519333.805,5445565.196,554097,8686, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8686.tif,49.162599,-122.734805
923,Active,1966,81.481,511292.665,5432553.675,554550,5568,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5568.tif,49.045755,-122.845466
924,Active,1964,54.269,510460.184,5450220.435,42952,5152,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5152.tif,49.204689,-122.856400
925,Active,1964,63.725,512197.169,5450990.274,998559,5397,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5397.tif,49.211582,-122.832531
926,Active,1964,6.05,506297.32,5447144.602,628859,5364,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5364.tif,49.177078,-122.913597
927,Active,1964,15.295,514517.838,5441206.025,546390,5025,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5025.tif,49.123519,-122.801020
928,Active,1964,101.592,513696.149,5447945.188,364455,5535,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5535.tif,49.184159,-122.812053
929,Active,1968,99.515,511127.035,5431746.154,364588,5656,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5656.tif,49.038494,-122.847754
930,Destroyed,1964,11.476,519350.068,5428534.525,364653,5116, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5116.tif,49.009401,-122.735397
931,Destroyed,1963,93.202,514472.885,5445688.831,364935,2966, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/2966.tif,49.163845,-122.801476
932,Destroyed,1980,80.012,510865.958,5449290.41,800813,80H2045, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2045.tif,49.196316,-122.850854
933,Active,1968,33.738,521738.254,5438673.84,549501,5722,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5722.tif,49.100528,-122.702196
934,Destroyed,,2.666,508003.627,5448659.727,346346,92H0896, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0896.tif,49.190687,-122.890155
935,Destroyed,1966,90.37,511273.329,5439487.815,956136,5586, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5586.tif,49.108131,-122.845537
936,Destroyed,1968,37.518,513300.912,5444488.825,5181,5855, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5855.tif,49.153077,-122.817591
937,Active,1968,4.782,520929.015,5436396.88,1727,5866,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5866.tif,49.080074,-122.713400
938,Active,1964,77.678,509467.623,5444345.341,950840,5461,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5461.tif,49.151857,-122.870164
939,Destroyed,1964,3.22,522538.242,5438325.892,49338,5166, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5166.tif,49.097370,-122.691256
940,Destroyed,1977,24.903,519330.907,5446386.612,364265,8685, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8685.tif,49.169987,-122.734805
941,Active,1977,0.866,519119.262,5442996.324,566760,77C192,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C192.tif,49.139498,-122.737870
942,Destroyed,1977,16.42,517625.544,5429319.805,504100,77C179, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C179.tif,49.016516,-122.758945
943,Active,1977,3.388,513784.78,5451458.843,504704,77C201,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C201.tif,49.215763,-122.810716
944,Active,1966,31.313,508000.328,5438873.934,139907,5230,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5230.tif,49.102660,-122.890395
945,Active,1968,97.266,517757.383,5433094.091,89763,5810,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5810.tif,49.050464,-122.756976
946,Active,1966,81.155,510452.876,5442330.191,742700,5141,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5141.tif,49.133714,-122.856705
947,Active,1979,89.627,514909.116,5447559.038,742841,79H0016,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0016.tif,49.180657,-122.795423
948,Destroyed,1973,42.968,510998.874,5445548.711,172767,8738,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8738.tif,49.162656,-122.849132
949,Active,1977,30.588,511227.458,5445349.75,96446,77C195,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C195.tif,49.160862,-122.846002
950,Active,1967,3.721,516254.378,5428891.906,909929,67C156,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/67C156.tif,49.012705,-122.777715
951,Active,1971,78.56,508476.62,5447757.78,768614,5894,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5894.tif,49.182568,-122.883682
952,Active,1972,35.239,520940.513,5446981.449,334078,8640,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8640.tif,49.175285,-122.712693
953,Active,1964,11.328,521482.091,5445600.655,696088,5956,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5956.tif,49.162846,-122.705336
954,Destroyed,1979,60.985,516142.784,5448768.79,530386,79H0019, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0019.tif,49.191508,-122.778446
955,Active,1964,101.576,512892.632,5447954.454,476275,5524,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5524.tif,49.184260,-122.823079
956,Active,1977,1.196,519336.886,5443948.168,444638,8683,SBM-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8683.tif,49.148053,-122.734840
957,Active,1964,16.289,514499.915,5443961.624,433581,5429,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5429.tif,49.148307,-122.801167
958,Active,1964,19.142,520937.266,5433379.141,671651,5170,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5170.tif,49.052928,-122.713443
959,Active,1966,87.363,509230.106,5442351.093,671719,5226,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5226.tif,49.133922,-122.873467
960,Active,1968,65.04,518698.928,5447974.788,78816,5854,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5854.tif,49.184293,-122.743401
961,Destroyed,1968,93.433,514063.249,5446383.53,563155,5563, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5563.tif,49.170103,-122.807070
962,Active,1964,75.988,510434.749,5447153.01,441113,5147,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5147.tif,49.177097,-122.856828
963,Active,1968,109.381,517437.722,5432558.556,352625,5740,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5740.tif,49.045656,-122.761374
964,Destroyed,2002,77.764,516111.254,5445005.649,795575,92H0906, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0906.tif,49.157658,-122.779030
965,Active,2002,6.887,517987.399,5449910.864,520056,92H0899,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0899.tif,49.201730,-122.753079
966,Destroyed,1983,3.372,514509.611,5443158.305,118497,81H4532, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/81H4532.tif,49.141081,-122.801063
967,Active,1968,101.532,509234.137,5440402.228,811554,5597,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5597.tif,49.116391,-122.873456
968,Active,1971,11.912,522542.34,5438846.265,246934,5940,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5940.tif,49.102050,-122.691171
969,Active,1964,92.186,514101.971,5447948.321,785238,5536,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5536.tif,49.184178,-122.806484
970,Destroyed,1964,50.754,509572.892,5449653.578,687400,5348, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5348.tif,49.199605,-122.868594
971,Active,1966,84.439,510046.509,5442339.64,476424,5225,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5225.tif,49.133806,-122.862275
972,Active,1964,93.412,511767.73,5448341.578,395590,5539,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5539.tif,49.187765,-122.838504
973,Destroyed,1968,82.65,522223.026,5442353.197,72272,5688, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5688.tif,49.133608,-122.695352
974,Destroyed,1964,22.506,514523.483,5440327.978,72579,5018, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5018.tif,49.115621,-122.800975
975,Destroyed,1968,8.601,520316.731,5429351.486,856971,5130, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5130.tif,49.016718,-122.722138
976,Destroyed,1964,82.225,510937.762,5448076.784,857813,5435, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5435.tif,49.185398,-122.849902
977,Active,1964,108.167,512497.817,5449571.857,857904,5063,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5063.tif,49.198817,-122.828447
978,Active,1984,12.496,512276.111,5434978.448,507798,84H0595,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0595.tif,49.067548,-122.831934
979,Active,1968,93.665,511481.252,5448978.616,593194,5363,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5363.tif,49.193500,-122.842418
980,Destroyed,1968,67.088,512627.121,5439094.303,887273,5613, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5613.tif,49.104565,-122.827000
981,Active,1964,43.733,510998.632,5444747.685,654228,5458,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5458.tif,49.155451,-122.849157
982,Active,1968,77.858,512082.866,5439086.799,511238,5237,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5237.tif,49.104509,-122.834457
983,Destroyed,1979,9.093,523150.043,5447699.944,512145,79H0001, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0001.tif,49.181669,-122.682337
984,Active,1984,17.335,513043.471,5438761.783,425058,84H0587,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0587.tif,49.101565,-122.821307
985,Active,2002,5.245,511157.773,5434544.387,4903,92H0897,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0897.tif,49.063665,-122.847257
986,Active,1968,17.627,517748.581,5429604.943,68924,5178,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5178.tif,49.019078,-122.757250
987,Active,1969,92.199,514509.96,5449930.384,58636,5879,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5879.tif,49.201998,-122.800814
988,Destroyed,1966,94.896,507987.983,5445202.203,58917,6965, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/6965.tif,49.159586,-122.890438
989,Active,1968,43.387,508885.911,5432203.56,287474,5486,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5486.tif,49.042645,-122.878409
990,Active,1966,102.331,509643.932,5440200.476,251355,5045,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5045.tif,49.114570,-122.867845
991,Active,1971,59.551,519662.007,5447163.928,968198,8614,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8614.tif,49.176969,-122.730225
992,Active,1964,77.429,511423.142,5448346.075,630764,5212,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5212.tif,49.187812,-122.843233
993,Destroyed,1984,103.871,513031.144,5447932.002,457515,84H0565, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0565.tif,49.184055,-122.821179
994,Active,1964,38.045,512198.481,5451203.864,458042,5398,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5398.tif,49.213503,-122.832506
995,Destroyed,1968,68.611,516126.874,5444359.723,438507,5270, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5270.tif,49.151848,-122.778841
996,Active,1999,94.488,512906.876,5431735.533,188508,92H0849,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0849.tif,49.038364,-122.823402
997,Destroyed,2001,84.536,511284.084,5449180.057,95539,92H0890, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0890.tif,49.195316,-122.845118
998,Active,1999,36.621,515306.53,5443260.715,699132,92H0836,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0836.tif,49.141983,-122.790133
999,Active,1986,100.657,514931.888,5431739.826,629832,84H0578,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0578.tif,49.038357,-122.795695
1000,Destroyed,1998,40.259,520964,5439055.34,440628,92H0830, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0830.tif,49.103987,-122.712783
1001,Active,2001,63.857,512860.033,5445564.36,402313,92H0870,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0870.tif,49.162761,-122.823603
1002,Active,1998,38.038,513663.47,5444767.752,403428,92H0843,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0843.tif,49.155578,-122.812610
1003,Active,2001,36.903,511260.355,5444732.794,404020,92H0878,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0878.tif,49.155312,-122.845568
1004,Destroyed,1956,9.964,522567.85,5447660.969,446542,2835, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/2835.tif,49.181340,-122.690328
1005,Active,1979,95.902,514092.323,5446761.917,54619,79H0032,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0032.tif,49.173506,-122.806658
1006,Destroyed,1980,51.12,509574.285,5449652.118,378109,80H2048, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2048.tif,49.199591,-122.868575
1007,Active,1964,111.814,514530.162,5431738.49,313379,5111,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5111.tif,49.038354,-122.801192
1008,Active,1964,106.073,512888.982,5448762.188,256123,5201,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5201.tif,49.191526,-122.823103
