,CRE_DATE,MOD_DATE,PLANID,PLAN_NO,PLAN_TYPE,PLAN_TYPE2,STATUS,YR
413,19900529,20070509,28215,82226,4,Right of Way,Registered,1989
414,20070221,20071122,9926,BCP25127,4,Right of Way,Registered,2006
415,20060712,20070509,6903,BCP16588,4,Right of Way,Registered,2005
416,20040604,20070509,32086,LMP49729,4,Right of Way,Registered,2000
417,19990826,20070509,32422,LMP6664,4,Right of Way,Registered,1992
418,19960319,20070509,30124,LMP20656,4,Right of Way,Registered,1995
419,19860415,20070509,24621,42574,4,Right of Way,Registered,1972
420,20090921,20090921,22998,BCP42010,3,Reference Plan,Registered,2009
421,20090921,20091102,22997,BCP42461,4,Right of Way,Registered,2009
422,20090630,20090702,22884,EPP00493,2,Explanatory,Registered,2009
423,20100517,20100706,33489,BCP44800,3,Reference Plan,Registered,2010
424,20100517,20111109,33651,BCP49351,6,Subdivision,Registered,2011
425,20100517,20100817,33376,BCP45397,3,Reference Plan,Registered,2010
426,20110418,20110418,34119,BCP47665,3,Reference Plan,Registered,2011
427,20110418,20110418,34139,EPP11787,2,Explanatory,Registered,2011
428,20110418,20110418,34130,BCP47759,3,Reference Plan,Registered,2011
429,20110418,20110418,34131,BCP47777,3,Reference Plan,Registered,2011
430,20110418,20110418,34145,BCP47813,4,Right of Way,Registered,2011
431,20100323,20100323,33374,69252,2,Explanatory,Registered,1985
432,20100429,20100430,33377,BCS03773-1,9,Strata,Registered,2010
433,20100623,20100823,33587,BCP45655,3,Reference Plan,Registered,2010
434,20100623,20100715,33576,BCP44999,4,Right of Way,Registered,2010
435,20100429,20100429,,NW366,9,Strata,Registered,1975
436,20100623,20100823,33586,BCP45654,3,Reference Plan,Registered,2010
437,20080402,20080402,11151,BCP32006,2,Explanatory,Registered,2007
438,20021025,20070509,32299,LMP52547,4,Right of Way,Registered,2002
439,19860516,20070509,26739,67820,4,Right of Way,Registered,1984
440,20100128,20100128,33276,BCP43521,3,Reference Plan,Registered,2010
441,20100128,20100128,33280,BCP43557,3,Reference Plan,Registered,2010
442,20110823,20110824,34406,EPP11949,3,Reference Plan,Registered,2011
443,20110809,20110822,34337,EPP13754,4,Right of Way,Registered,2011
444,20110809,20111024,34360,BCS02896-18,9,Strata,Registered,2011
445,20110823,20111024,34408,BCS03748-06,9,Strata,Registered,2011
446,20110823,20111024,34407,BCS04003-02,9,Strata,Registered,2011
447,20110919,20110919,34332,BCP48926,4,Right of Way,Registered,2011
448,20110919,20110919,34452,BCP49043,3,Reference Plan,Registered,2011
449,20110929,20110929,34451,BCP49042,2,Explanatory,Registered,2011
450,20110929,20110929,34458,BCS04197,9,Strata,Registered,2011
451,20110929,20110929,34447,BCP49041,3,Reference Plan,Registered,2011
452,20110929,20110929,34424,EPP14536,3,Reference Plan,Registered,2011
453,20110929,20110929,34418,BCP49089,2,Explanatory,Registered,2011
454,20110929,20110929,34419,BCP49090,2,Explanatory,Registered,2011
455,20110719,20111011,34304,BCS04192-01,9,Strata,Registered,2011
456,20091109,20100310,23024,BCP43736,6,Subdivision,Registered,2010
457,20100831,20100831,33683,BCP45656,3,Reference Plan,Registered,2010
458,20091109,20100128,23087,BCS02662-05,9,Strata,Registered,2009
459,20100301,20100708,33337,BCP44791,3,Reference Plan,Registered,2010
460,20080414,20080414,572,BCP15164,4,Right of Way,Registered,2005
461,20090330,20090330,22714,LMP48549,2,Explanatory,Registered,2001
462,20110217,20110912,34061,BCP48303,2,Explanatory,Registered,2011
463,20110303,20110303,34062,EPC00700,6,Subdivision,Registered,2011
464,20110303,20110426,34070,BCS03606-05,9,Strata,Registered,2011
465,20110303,20110303,34086,BCP47432,3,Reference Plan,Registered,2011
466,20101129,20110303,33885,BCP47433,2,Explanatory,Registered,2011
467,20110303,20110413,34047,BCP47846,2,Explanatory,Registered,2011
468,20110303,20110413,34045,BCP47844,2,Explanatory,Registered,2011
469,20110303,20110413,34048,BCP47848,2,Explanatory,Registered,2011
470,20110405,20110512,34125,BCP47946,6,Subdivision,Registered,2011
471,20110405,20110614,34124,BCP48125,6,Subdivision,Registered,2011
472,20110405,20110506,34102,BCP47956,3,Reference Plan,Registered,2011
473,20101027,20110112,33834,BCP46993,3,Reference Plan,Registered,2010
474,20101027,20101102,33833,BCP46300,4,Right of Way,Registered,2010
475,20101027,20101209,33836,BCP46682,3,Reference Plan,Registered,2010
476,19940317,20070509,28092,81083,4,Right of Way,Registered,1994
477,19860509,20070509,23783,21922,4,Right of Way,Registered,1960
478,19860425,20070509,23534,15522,4,Right of Way,Registered,1957
479,19860409,20070509,25755,57585,4,Right of Way,Registered,1979
480,19860715,20070509,25751,57504,4,Right of Way,Registered,1979
481,19860509,20070509,26607,66504,4,Right of Way,Registered,1985
482,19850801,20070509,24079,302618C,4,Right of Way,,
483,19990513,20070509,30186,LMP21844,4,Right of Way,Registered,1995
484,20040325,20070509,6865,BCP05491,4,Right of Way,Registered,2003
485,19980804,20070509,30817,LMP32492,4,Right of Way,Registered,1997
486,20040611,20081113,3912,BCP10223,4,Right of Way,Registered,2004
487,19981022,20070509,29922,LMP17652,4,Right of Way,Registered,1994
488,20000214,20070509,31377,LMP40465,4,Right of Way,Registered,1999
489,19860221,20070509,25332,52943,4,Right of Way,Registered,1977
490,19991021,20070509,31233,LMP38541,4,Right of Way,Registered,1998
491,19860512,20070509,25988,60175,4,Right of Way,Registered,1980
492,19930405,20070509,32535,LMP8866,4,Right of Way,Registered,1993
493,19860214,20070509,25737,57219,4,Right of Way,Registered,1979
494,20020718,20070509,32198,LMP51176,4,Right of Way,Registered,2001
495,20080717,20081103,22186,BCP38387,6,Subdivision,Registered,2008
496,20080721,20090519,22193,BCP40590,4,Right of Way,Registered,2008
497,20080721,20090519,22196,BCP40591,4,Right of Way,Registered,2009
498,20080721,20090122,22189,BCP39529,4,Right of Way,Registered,2009
499,20080416,20080416,11254,BCP24626,4,Right of Way,Registered,2006
500,20080417,20080417,11138,BCP31657,2,Explanatory,Registered,2007
501,20071212,20080414,4958,BCP07963,3,Reference Plan,Registered,2003
502,20080421,20080604,21956,BCP36042,6,Subdivision,Registered,2008
503,20080421,20080717,21955,BCP36470,6,Subdivision,Registered,2008
504,20090728,20091201,22919,BCP42719,6,Subdivision,Registered,2009
505,20110506,20110506,34185,EPP00215,3,Reference Plan,Registered,2011
506,20111115,20111115,34511,BCP49157,4,Right of Way,Registered,2011
507,20110822,20111115,34400,BCS04137,9,Strata,Registered,2011
508,20091125,20100127,23121,BCS03505-02,9,Strata,Registered,2009
509,20091125,20091125,22452,BCP38761,3,Reference Plan,Registered,2008
510,20100208,20100208,,BB335516,7,Title,Registered,2009
511,20100415,20100810,33425,BCP44693,6,Subdivision,Registered,2010
512,20100415,20100531,33419,BCP44630,6,Subdivision,Registered,2010
513,20100415,20100415,33429,BCP44243,4,Right of Way,Registered,2010
514,20100415,20100415,33426,BCP44242,4,Right of Way,Registered,2010
515,20100415,20100616,33431,BCS03598-04,9,Strata,Registered,2010
516,20100415,20100415,33427,BCP44244,4,Right of Way,Registered,2010
517,20101008,20101008,33730,BCP46118,2,Explanatory,Registered,2010
518,20101008,20101008,,BB1689093,7,Title,Registered,2010
519,20110207,20110207,34036,BCP46753,3,Reference Plan,Registered,2010
520,20100428,20100609,33465,BCP44708,3,Reference Plan,Registered,2010
521,20040818,20110419,4618,BCP12602,3,Reference Plan,Registered,2004
522,20100427,20100427,33459,BCP44296,4,Right of Way,Registered,2010
523,20100707,20100707,33314,BCP44976,6,Subdivision,Registered,2010
524,20100707,20100707,22201,EPP00386,3,Reference Plan,Registered,2010
525,20100707,20100707,23079,BCS03834,9,Strata,Registered,2010
526,20100707,20100922,22617,BCP45842,6,Subdivision,Registered,2010
527,20100707,20100831,33595,BCP45332,6,Subdivision,Registered,2010
528,20100707,20101103,23111,BCP46253,3,Reference Plan,Registered,2010
529,20100830,20100830,33678,BCP45410,3,Reference Plan,Registered,2010
530,20100929,20100929,23134,EPP05047,3,Reference Plan,Registered,2009
531,20100929,20100929,33767,EPP05809,3,Reference Plan,Registered,2010
532,20100929,20110105,33782,BCP46989,3,Reference Plan,Registered,2010
533,20100929,20100929,33769,EPP07280,3,Reference Plan,Registered,2010
534,20110222,20110222,34072,28607,2,Explanatory,Registered,1965
535,20100929,20100929,33768,EPP07279,3,Reference Plan,Registered,2010
536,20100929,20110105,33780,BCP46896,3,Reference Plan,Registered,2010
537,19850801,20101027,24248,340258C,4,Right of Way,,
538,20040430,20101027,28380,8363,4,Right of Way,,
539,20090422,20090924,22723,BCS03381,9,Strata,Registered,2009
540,20090508,20090728,22629,BCP41473,6,Subdivision,Registered,2009
541,20090508,20090914,22738,BCP41320,6,Subdivision,Registered,2009
542,20090512,20090512,22777,BCP40705,4,Right of Way,Registered,2009
543,20090508,20090914,22583,BCP41790,6,Subdivision,Registered,2009
544,19850801,20090407,16830,62164,6,Subdivision,Registered,1981
545,20090508,20090508,22805,BCP40622,3,Reference Plan,Registered,2009
546,20081016,20090508,22408,EC-022-342,3,Reference Plan,Early Copy,2008
547,20090511,20090511,22530,BCS03257,9,Strata,Registered,2008
548,19850801,20080320,14043,24882,6,Subdivision,Registered,1962
549,19850919,20080320,14017,24605,6,Subdivision,Registered,1962
550,20080401,20080401,21240,BCP34889,4,Right of Way,Registered,2008
551,19850801,20080320,23934,26228,3,Reference Plan,Registered,1963
552,20080327,20080422,21912,BCP35509,6,Subdivision,Registered,2008
553,20080404,20080404,9902,BCP25133,2,Explanatory,Registered,2006
554,20080619,20080619,22008,BCP35850,2,Explanatory,Registered,2008
555,20110118,20110118,34007,EPP01880,3,Reference Plan,Registered,2010
556,20110325,20110615,34067,BCP48064,6,Subdivision,Registered,2011
557,20110325,20110325,34114,BCP47627,3,Reference Plan,Registered,2011
558,20110325,20110413,34105,BCP47841,3,Reference Plan,Registered,2011
559,20020820,20080414,20999,LMP51807,6,Subdivision,Registered,2001
560,20040804,20080414,7071,BCP09703,4,Right of Way,Registered,2004
561,20080414,20080414,9597,BCP18232,4,Right of Way,Registered,2005
562,20080414,20080414,9605,BCP17039,4,Right of Way,Registered,2005
563,20080414,20080414,10848,BCP31664,4,Right of Way,Registered,2007
564,20080414,20080414,8572,BCP16850,2,Explanatory,Registered,2008
565,20080414,20080414,10228,BCP29935,4,Right of Way,Registered,2007
566,20100623,20100817,33585,BCP45226,4,Right of Way,Registered,2010
567,20100623,20100708,33577,BCP44807,4,Right of Way,Registered,2010
568,20100623,20110708,33580,BCP48311,6,Subdivision,Registered,2011
569,20100812,20100812,33671,BCP45698,4,Right of Way,Registered,2010
570,20110810,20110810,34190,BCP48472,6,Subdivision,Registered,2011
571,20110810,20111020,34343,BCS04207-01,9,Strata,Registered,2011
572,20110810,20111021,34344,BCS04207-02,9,Strata,Registered,2011
573,20110927,20111114,34470,BCP49447,6,Subdivision,Registered,2011
574,20110601,20110704,34231,BCS04061-02,9,Strata,Registered,2011
575,20040818,20110419,4619,BCP12671,3,Reference Plan,Registered,2004
576,20110513,20110513,34196,BCP48095,2,Explanatory,Registered,2011
577,20110601,20110816,34220,BCP48498,6,Subdivision,Registered,2011
578,20110601,20111109,34160,BCP49336,6,Subdivision,Registered,2011
579,20110601,20110601,34223,EPP12860,2,Explanatory,Registered,2011
580,20110601,20110601,34218,BCP48233,3,Reference Plan,Registered,2011
581,20110601,20111107,34219,BCP49291,6,Subdivision,Registered,2011
582,20110616,20110920,34242,BCP48967,6,Subdivision,Registered,2011
583,20110616,20110829,34235,BCP48956,2,Explanatory,Registered,2011
584,20110616,20110616,34170,EPP04728,3,Reference Plan,Registered,2011
585,20110616,20110616,34132,BCP47778,3,Reference Plan,Registered,2011
586,20110616,20110616,34134,BCP47780,3,Reference Plan,Registered,2011
587,20110616,20110616,34133,BCP47779,3,Reference Plan,Registered,2011
588,20110616,20110616,34212,BCP48161,4,Right of Way,Registered,2011
589,20110616,20110913,34250,BCP48965,6,Subdivision,Registered,2011
590,20091202,20100115,23065,BCP43138,6,Subdivision,Registered,2009
591,20091202,20100119,23125,BCP43299,6,Subdivision,Registered,2009
592,20100312,20100601,33361,BCP44642,6,Subdivision,Registered,2010
593,20080407,20091218,21942,BCP43007,4,Right of Way,Registered,2008
594,20091218,20091223,23137,EPP04813,3,Reference Plan,Registered,2009
595,20100521,20100521,33517,BCP44536,3,Reference Plan,Registered,2010
596,20100312,20100521,33495,BCP44498,2,Explanatory,Registered,2010
597,20100510,20100616,33486,BCP44888,3,Reference Plan,Registered,2010
598,20100521,20100521,23010,BCP41925,3,Reference Plan,Registered,2009
599,20100521,20100521,33516,BCP44535,3,Reference Plan,Registered,2010
600,20110526,20110614,34214,BCP48326,4,Right of Way,Registered,2011
601,20110526,20110526,34194,BCP47992,3,Reference Plan,Registered,2011
602,20110602,20110818,34229,BCS04135-01,9,Strata,Registered,2011
603,20090317,20090317,22690,LMP02242,3,Reference Plan,Registered,1991
604,20090317,20090317,22700,BCP40002,3,Reference Plan,Registered,2009
605,20081031,20081212,22430,BCS02492-03,9,Strata,Registered,2008
606,20100719,20100910,33532,BCP45699,6,Subdivision,Registered,2010
607,20100719,20100910,33618,BCP45804,3,Reference Plan,Registered,2010
608,20100719,20100923,33617,BCP45979,3,Reference Plan,Registered,2010
609,20100719,20100817,33627,BCP45351,2,Explanatory,Registered,2010
610,20100719,20100827,33628,BCP45617,2,Explanatory,Registered,2010
611,20100719,20100719,33619,EC-034-419,4,Right of Way,Early Copy,2010
612,20100719,20100719,33630,EPP06029,3,Reference Plan,Registered,2010
613,20100917,20101101,33659,BCP46166,6,Subdivision,Registered,2010
614,20100917,20101005,33749,BCP46048,2,Explanatory,Registered,2010
615,20091104,20100114,23056,BCP43126,6,Subdivision,Registered,2009
616,20091104,20091104,23067,BCS03569,9,Strata,Registered,2009
617,20091104,20091104,23069,BCS03577,9,Strata,Registered,2009
618,20091104,20091221,23049,BCS03293-02,9,Strata,Registered,2009
619,20091105,20091105,23074,BCP42547,4,Right of Way,Registered,2009
620,20031124,20080401,4408,BCP06715,6,Subdivision,Registered,2003
621,20040723,20080401,4411,BCP07383,3,Reference Plan,Registered,2003
622,20040809,20080401,4452,BCP13462,6,Subdivision,Registered,2004
623,20041001,20080401,4454,BCP13395,6,Subdivision,Registered,2004
624,20080410,20080414,7074,BCP11126,2,Explanatory,Registered,2004
625,20040804,20080414,7069,BCP09702,4,Right of Way,Registered,2004
626,20040511,20080414,7075,BCS00810,9,Strata,Registered,2004
627,20100517,20100715,33506,BCS02896-12,9,Strata,Registered,2010
628,20100517,20100517,33494,BCP44475,4,Right of Way,Registered,2010
629,20100622,20100910,33583,BCP45877,3,Reference Plan,Registered,2010
630,20100622,20100816,33581,BCP45567,3,Reference Plan,Registered,2010
631,20100622,20100820,33582,BCP45571,4,Right of Way,Registered,2010
632,20100622,20100715,33507,BCS02897-10,9,Strata,Registered,2010
633,20091214,20100521,23136,BCP44442,2,Explanatory,Registered,2010
634,20091214,20100201,23146,BCP42990,3,Reference Plan,Registered,2009
635,20091214,20100113,23147,BCP43286,2,Explanatory,Registered,2009
636,19850801,20091214,15311,4483,6,Subdivision,Registered,1929
637,20060222,20091214,9116,BCP23009,6,Subdivision,Registered,2005
638,20091214,20100222,23142,BCS02562-4,9,Strata,Registered,2009
639,20100222,20100409,22626,BCS03748,9,Strata,Registered,2010
640,20100222,20100222,33324,EC-096-024,4,Right of Way,Early Copy,2010
641,20100222,20100427,33323,BCP44277,4,Right of Way,Registered,2010
642,20110210,20110325,34039,BCS02704-07,9,Strata,Registered,2011
643,20110210,20110601,34034,BCP47753,6,Subdivision,Registered,2011
644,20100301,20100329,33338,BCP44052,6,Subdivision,Registered,2010
645,20100329,20100520,23135,BCP44440,6,Subdivision,Registered,2010
646,20100329,20100427,23177,BCP44276,4,Right of Way,Registered,2010
647,20100308,20100608,33262,BCP44645,6,Subdivision,Registered,2010
648,20110207,20110926,33383,BCP49096,2,Explanatory,Registered,2011
649,20110418,20110418,34144,BCP47812,4,Right of Way,Registered,2011
650,20100824,20101102,33662,BCP46123,6,Subdivision,Registered,2010
651,20130910,20131205,36090,BCS04454-02,9,Strata,Registered,2013
652,20111024,20111024,34504,BCP49255,4,Right of Way,Registered,2011
653,20111024,20111024,34503,BCP49254,4,Right of Way,Registered,2011
654,20131119,20131205,35998,EPP24560,6,Subdivision,Registered,2013
655,20111104,20111104,34510,BCP49156,4,Right of Way,Registered,2011
656,20130927,20140128,36052,EPP32664,6,Subdivision,Registered,2013
657,20111107,20111107,34554,BCP49253,4,Right of Way,Registered,2011
658,20111107,20111107,34442,BCP49293,3,Reference Plan,Registered,2011
659,20111107,20111107,34551,EPP15583,3,Reference Plan,Registered,2011
660,20100419,20100419,33433,BCP44309,3,Reference Plan,Registered,2010
661,20100419,20100422,33432,BCP44310,3,Reference Plan,Registered,2010
662,20101125,20110114,33868,BCP47071,4,Right of Way,Registered,2010
663,20101125,20101125,33890,BCP46498,2,Explanatory,Registered,2010
664,20110121,20110121,34020,BCP47021,6,Subdivision,Registered,2011
665,20110121,20110121,34008,EPP01881,3,Reference Plan,Registered,2010
666,20110121,20110121,34003,EPP00249,3,Reference Plan,Registered,2010
667,20110121,20110121,34002,EPP00248,3,Reference Plan,Registered,2010
668,20110121,20110121,34001,EPP00245,3,Reference Plan,Registered,2010
669,20110121,20110121,33997,EPP00202,3,Reference Plan,Registered,2010
670,20110121,20110121,22718,EPP01893,3,Reference Plan,Registered,2010
671,20110121,20110121,34009,EPP01921,3,Reference Plan,Registered,2010
