,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESIGNATION,FACILITYID,GIS_ENTRY_STAGE,GREENWAY,LEGACYID,LIFECYCLE_COST,LOCATION,MATERIAL,MOD_DATE,OWNER,PROJECT_NO,STATUS,WARRANTYDATE,WIDTH,YR,YTD_COST
8390,,,,20160602,Residential,1001879604,Initial AB,No,,,Arterial,Concrete,20170628,Surrey,7814-0257-00,In Service,,1.5,2016,
8391,,,,20170628,Residential,1001938453,Initial AB,No,,,Arterial,Concrete,20170628,Surrey,7814-0257-00,In Service,,1.5,2016,
8392,,,,20131007,Residential,1001713579,Initial AB,No,1001192065,,,Concrete,20180404,Surrey,,In Service,,1.5,2008,
8393,,,,20170628,Residential,1001938493,Initial AB,No,,,Arterial,Concrete,20170628,Surrey,7814-0257-00,In Service,,1.5,2016,
8394,,,,20170628,Residential,1001938495,Initial AB,No,1001938493,0,Arterial,Concrete,20170628,Surrey,7814-0257-00,In Service,,2,2016,0
8395,Temporary,,,20170704,Residential,1001872713,Initial AB,No,,,Arterial,Asphalt,20170704,Surrey,7814-0067-00,In Service,,1.7999999523162842,2017,
8396,Digitized Via 2013 Air Photo,,20180308,20131004,Residential,1001713484,,No,1001190970,,,Concrete,20180404,Surrey,,In Service,,1.5,2008,
8397,,,,20160111,School,1001853061,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,1974,
8398,,,,20140827,Residential,1001777835,Final AB,No,,,Collector,Concrete,20180404,Surrey,1710-7020-00,In Service,,3,2011,
8399,3.0m Bus Pad,,,20170322,Commercial,1001801180,Initial AB,No,,,Arterial,Concrete,20180404,Surrey,1713-3050-00,In Service,,1.5,2015,
8400,,,,20131004,Residential,1001713479,Initial AB,No,1001192088,,Arterial,Concrete,20180404,Surrey,,In Service,,1.5,2008,
8401,,,,20170221,Commercial,1001907606,,No,1001063342,0,Arterial,,20170623,Surrey,,In Service,,,1968,0
8402,,,,20170224,City Facility,1001908947,Initial AB,No,1001192092,0,,Concrete,20180404,Surrey,,In Service,,1.5,2008,0
8403,,,,20170224,City Facility,1001908948,,No,1001190972,0,,Concrete,20180404,Surrey,,In Service,,1.5,1990,0
8404,,,,20170302,Residential,1001910967,Final AB,No,1001060716,0,,Concrete,20180404,Surrey,,In Service,,1.5,2006,0
8405,,,,20170322,Residential,1001923864,,No,1001192043,0,Arterial,Concrete,20180404,Surrey,,In Service,,1.5,2010,0
8406,,,,20170322,Residential,1001923865,Initial AB,No,1001192043,0,Arterial,Concrete,20180404,Surrey,1713-3050-00,In Service,,1.5,2015,0
8407,,,,20170322,Residential,1001923867,Initial AB,No,,,Arterial,Asphalt,20180404,Surrey,1713-3050-00,In Service,,1.5,2015,
8408,,,,20170322,Residential,1001923876,Initial AB,No,,,Arterial,Concrete,20180404,Surrey,1713-3050-00,In Service,,1.5,2015,
8409,,,,20170322,Residential,1001923877,Initial AB,No,,,Arterial,Concrete,20180404,Surrey,1713-3050-00,In Service,,,2015,
8410,,,,20170322,Residential,1001923896,Initial AB,No,,,Arterial,Concrete,20180404,Surrey,1713-3050-00,In Service,,1.5,2015,
8411,,,,20170322,Residential,1001923897,Initial AB,No,,,Arterial,Concrete,20180404,Surrey,1713-3050-00,In Service,,1.5,2015,
8412,,,,20170322,Residential,1001923898,Initial AB,No,,,Arterial,Concrete,20180404,Surrey,1713-3050-00,In Service,,,2015,
8413,Digitized Via 2013 Air Photo,,,20130620,Commercial,1001603233,,No,,,Collector,Concrete,20170623,Surrey,,In Service,,1.5,2009,
8414,Digitized Via 2013 Air Photo,,,20130620,Commercial,1001603181,,No,,,Collector,Concrete,20170623,Surrey,,In Service,,1.5,1991,
8415,Digitized via 2015 image,,,20171004,Commercial,1001949436,,No,1001858048,0,Arterial,Concrete,20171004,Surrey,,In Service,,1.5,1980,0
8416,,,,,Residential,1001064187,Final AB,No,,,Collector,Concrete,20171004,Surrey,,In Service,,1.5,1995,
8417,,,,20171004,Residential,1001949429,Final AB,No,1001064474,0,Collector,Concrete,20170623,Surrey,,In Service,,1.5,1994,0
8418,,,,,Residential,1001067436,,No,,,,Concrete,20170623,Surrey,,In Service,,1.5,1995,
8419,Digitized Via 2013 Air Photo,,,20130620,Commercial,1001603234,,No,,,Collector,Concrete,20170623,Surrey,,In Service,,1.5,2009,
8420,,9,,20170831,,1001945590,,,,,,Asphalt,20180424,Surrey,,In Service,,1.5,1999,
8421,,,,20170831,Residential,1001945611,,,,,,Concrete,20180424,Surrey,,In Service,,1.5,1994,
8422,,9,,20170831,,1001945614,,,,0,,,20180424,Surrey,,In Service,,,1990,0
8423,,,20180226,20170831,Residential,1001945628,,,,,,Concrete,20180424,Surrey,,In Service,,1.5,1997,
8424,,9,,20170831,,1001945736,,,,,,Asphalt,20180424,Surrey,,In Service,,1.5,1980,
8425,,,20180226,20170831,Residential,1001945783,,,,,,Concrete,20180424,Surrey,,In Service,,1.5,1995,
8426,Digitized via 2016 image,,,20171002,Residential,1001948899,,No,1001937945,0,,Concrete,20170627,Surrey,,In Service,,1.5,2002,0
8427,,9,,20170831,,1001945821,,,,,,Asphalt,20180424,Surrey,,In Service,,1.2000000476837158,1999,
8428,,,20180226,20170907,Residential,1001946339,,,1001945628,0,,Concrete,20180424,Surrey,,In Service,,1.5,1997,0
8429,,,20180226,20171005,Residential,1001949796,,,1001945243,0,,Concrete,20180424,Surrey,,In Service,,1.5,1990,0
8430,,,20180226,20171005,Residential,1001949798,,,1001945578,0,,Concrete,20180424,Surrey,,In Service,,1.5,1990,0
8431,,,,20171005,Residential,1001949799,Final AB,No,1001188680,0,Local,Concrete,20180424,Surrey,7807-0027-00,In Service,,1.5,2011,0
8432,,,,20171005,School,1001949831,,No,1001907152,0,,,20180424,Surrey,,In Service,,,1982,0
8433,,,,20171005,Residential,1001949833,,,1001945435,0,,Concrete,20180424,Surrey,,In Service,,1.5,1994,0
8434,,,,20171005,Residential,1001949836,,,1001945574,0,,Concrete,20180424,Surrey,,In Service,,1.5,1994,0
8435,,,,20171006,Residential,1001950423,,,1001945783,0,,Concrete,20180424,Surrey,,In Service,,1.5,1995,0
8436,,,,20171006,Residential,1001950424,,,1001945359,0,,Concrete,20180424,Surrey,,In Service,,1.5,1995,0
8437,,,20180226,20170831,Residential,1001945359,,,,,,Concrete,20180424,Surrey,,In Service,,1.5,1995,
8438,Digitized via 2014 image,,,20150713,Residential,1001830737,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,1973,
8439,,,,20180424,Residential,1001997319,,No,,,,Concrete,20180424,Surrey,,In Service,,1.5,,
8440,,,,20180424,Residential,1001997324,,No,,,,Concrete,20180424,Surrey,,In Service,,1.600000023841858,,
8441,,,,20180424,Residential,1001997325,,No,,,,Concrete,20180424,Surrey,,In Service,,1.600000023841858,,
8442,,9,,20170831,,1001945400,,,,,,,20180424,Surrey,,In Service,,,1994,
8443,,,,20170831,Residential,1001945435,,,,,,Concrete,20180424,Surrey,,In Service,,1.5,1994,
8444,,,20180226,20170831,Residential,1001945574,,,,,,Concrete,20180424,Surrey,,In Service,,1.5,1994,
8445,,,,20170831,Residential,1001945578,,,,,,Concrete,20180424,Surrey,,In Service,,1.5,1990,
8446,,,,20180424,Residential,1001997326,,No,,,,Concrete,20180424,Surrey,,In Service,,1.5,,
8447,,,,20170831,Residential,1001945679,,,,,,Concrete,20180424,Surrey,,In Service,,1.5,1995,
8448,,,,,Residential,1001062036,,No,,,Arterial,,20180424,Surrey,,In Service,,,1996,
8449,,,,,Residential,1001064390,,No,,,Arterial,,20180424,Surrey,,In Service,,,1996,
8450,,,,,Residential,1001071103,,No,,,Collector,Concrete,20180424,Surrey,,In Service,,1.5,1990,
8451,,,,,Residential,1001063113,,No,,,,,20180424,Surrey,,In Service,,,1990,
8452,DIgitized Via 2016 Air Photo,,,20170615,Residential,1001935951,,No,1001062387,0,,Concrete,20180424,Surrey,,In Service,,1.5,1990,0
8453,,,,,Residential,1001073923,,No,,,,,20180424,Surrey,,In Service,,,1992,
8454,,,,20110316,Residential,1001191719,Initial AB,No,1001065509,,,Concrete,20180403,Surrey,,In Service,,1.5,2005,
8455,,,,20171002,Residential,1001948921,Initial AB,No,1001191775,0,,Concrete,20170627,Surrey,,In Service,,1.5,2005,0
8456,,,,20161214,Residential,1001899941,Final AB,No,1001899938,0,Arterial,Concrete,20180425,Surrey,1711-3090-00,In Service,,1.7999999523162842,2016,0
8457,,,,20161214,Residential,1001899942,Final AB,No,,,Arterial,Concrete,20180425,Surrey,1711-3090-00,In Service,,1.7999999523162842,2016,
8458,3.25m Bus Pad,,,20161214,Residential,1001899944,Final AB,No,1001899942,0,Arterial,Concrete,20180425,Surrey,1711-3090-00,In Service,,3.25,2016,0
8459,,,,20161215,Residential,1001900016,Final AB,No,,,Arterial,Concrete,20180425,Surrey,1711-3090-00,In Service,,1.7999999523162842,2016,
8460,,9,,,,1001073160,,No,,,,,20180425,Surrey,,In Service,,,1990,
8461,,,,20161215,Residential,1001900050,,No,,,Highway,Asphalt,20170623,Provincial,,In Service,,,2014,
8462,,,,20100825,Residential,1001170971,Final AB,,,,,Asphalt,20180403,Surrey,,In Service,,,2008,
8463,,,,20110316,Residential,1001191732,Initial AB,No,,,,Concrete,20180403,Surrey,,In Service,,1.5,2005,
8464,,,,20170302,Residential,1001910948,Initial AB,No,1001191767,0,Arterial,Concrete,20180403,Surrey,,In Service,,1.5,2015,0
8465,,,,,Residential,1001066501,,No,,,,,20180425,Surrey,,In Service,,,1992,
8466,,,,20110316,Residential,1001191716,Initial AB,No,1001072327,,Arterial,Concrete,20180403,Surrey,,In Service,,1.5,2007,
8467,,,,20110316,Residential,1001191720,Initial AB,No,1001062586,,,Concrete,20180403,Surrey,,In Service,,1.5,2005,
8468,,,,,Residential,1001069009,,No,,,Arterial,Concrete,20180425,Surrey,,In Service,,1.5,1994,
8469,Digitized via 2014 image,,,20150715,Residential,1001830901,,No,,,Collector,Concrete,20170623,Surrey,,In Service,,,1994,
8470,Digitized via 2014 image,,,20170228,Residential,1001909932,,No,1001830901,0,Arterial,Concrete,20170623,Surrey,,In Service,,,1995,0
8471,Digitized via 2014 image,,,20170228,Residential,1001909931,,No,1001830924,0,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,1995,0
8472,,,20180308,20110317,Residential,1001191776,Initial AB,No,1001060988,,,Concrete,20180403,Surrey,,In Service,,1.5,2005,
8473,Digitized via 2014 image,,,20150715,Residential,1001830905,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,2.5,1995,
8474,,,,20161215,Commercial,1001900038,Final AB,No,,,Arterial,Concrete,20180425,Surrey,1711-3090-00,In Service,,1.7999999523162842,2016,
8475,,,,20161216,Residential,1001900068,Final AB,No,,,Arterial,Concrete,20180425,Surrey,1711-3090-00,In Service,,1.7999999523162842,2016,
8476,,,,,Residential,1001072980,,No,,,,,20180425,Surrey,,In Service,,,1990,
8477,Digitized Via 2011 Air Photo,,,20120710,Residential,1001417901,,No,1001417900,,,Concrete,20180618,Surrey,,In Service,,1.5,2008,
8478,,,,20180618,Commercial,1001193323,Initial AB,No,,,,Concrete,20180618,Surrey,7807-0177-00,In Service,,1.5,2018,
8479,,,,,Residential,1001068159,,No,,,Arterial,,20170623,Surrey,,In Service,,,1974,
8480,,,,,Residential,1001064404,,No,,,Arterial,,20170623,Surrey,,In Service,,,1974,
8481,,,,,Residential,1001061114,,No,,,Arterial,,20170623,Surrey,,In Service,,,1974,
8482,,,,20170627,Residential,1001937916,Initial AB,No,1001192067,0,Collector,Concrete,20180404,Surrey,,In Service,,1.5,1990,0
8483,,,,20171005,Residential,1001949913,,No,1001073754,0,,,20180404,Surrey,,In Service,,,2006,0
8484,,,,20171005,Residential,1001949914,,No,1001192095,0,,Concrete,20180404,Surrey,,In Service,,1.5,2006,0
8485,,,,20171005,Residential,1001949917,,No,1001074531,0,,,20180404,Surrey,,In Service,,,2006,0
8486,,,20180308,20171005,Residential,1001949918,,No,1001073754,0,,,20180404,Surrey,,In Service,,,2006,0
8487,,,,20171005,Residential,1001949919,,No,1001073754,0,,,20180404,Surrey,,In Service,,,2006,0
8488,,,,20171005,Residential,1001949921,,No,1001065935,0,,,20180404,Surrey,,In Service,,,2006,0
8489,,,,20180404,Residential,1001993925,,No,,,,Concrete,20180404,Surrey,,In Service,,1.5,,
8490,,,,20180404,Residential,1001993931,,No,,,,Concrete,20180404,Surrey,,In Service,,1.5,,
8491,,,20180327,,Residential,1001067610,,No,,,Arterial,Concrete,20180404,Surrey,,In Service,,,2005,
8492,,,,,Commercial,1001064898,,No,,,Arterial,Concrete,20180404,Surrey,,In Service,,,2009,
8493,,,,,Residential,1001068761,Final AB,No,,,,Concrete,20180404,Surrey,,In Service,,1.5,1997,
8494,,,,,Residential,1001064130,,No,,,,,20180404,Surrey,,In Service,,,2007,
8495,,,,,Residential,1001069729,Final AB,No,,,Arterial,Concrete,20180404,Surrey,1703-2000-00,In Service,,1.5,2006,
8496,,,,,Residential,1001061751,,No,,,,,20180404,Surrey,,In Service,,,1985,
8497,,,,,Residential,1001067971,,No,,,,,20180404,Surrey,,In Service,,,1989,
8498,,,20180403,20130607,Residential,1001062110,,No,,,Arterial,Concrete,20180404,Surrey,,In Service,,,1990,
8499,,,,,City Facility,1001065979,,No,,,Arterial,,20180404,Surrey,,In Service,,,1998,
8500,,,,,Residential,1001066833,Final AB,No,,,Arterial,Concrete,20180404,Surrey,1703-2000-00,In Service,,1.5,2006,
8501,Digitized Via 2016 Air Photo,,,,Residential,1001061284,,No,,,,Concrete,20180404,Surrey,,In Service,,1.5,1990,
8502,,,20180403,,Residential,1001068248,,No,,,Arterial,Concrete,20180404,Surrey,,In Service,,,1997,
8503,,,,,Residential,1001068950,Final AB,No,,,Arterial,Concrete,20180404,Surrey,1703-2000-00,In Service,,1.5,2006,
8504,,,20180321,,Residential,1001068980,,No,,,,,20180404,Surrey,,In Service,,,1997,
8505,,,,,Residential,1001065814,,No,,,Collector,,20180404,Surrey,,In Service,,,1981,
8506,Digitized Via 2016 Air Photo,,,,Residential,1001063875,Final AB,No,,,,Concrete,20180404,Surrey,,In Service,,1.5,1997,
8507,,,,,Residential,1001074664,Final AB,No,,,Arterial,Concrete,20180404,Surrey,1703-2000-00,In Service,,1.5,2006,
8508,,,,,Residential,1001073581,,No,,,,,20180404,Surrey,,In Service,,,1989,
8509,,,,,Residential,1001072199,,No,,,,,20180404,Surrey,,In Service,,,1998,
8510,,,20180320,,Residential,1001070223,Final AB,No,,,Arterial,Concrete,20180404,Surrey,1703-2000-00,In Service,,1.5,2006,
8511,Digitized Via 2016 Air Photo,,,20170613,Residential,1001935474,,No,,,,Concrete,20170623,Surrey,,In Service,,1.5,1974,
8512,Digitized Via 2013 Air Photo,,,20130620,Commercial,1001603183,,No,,,Collector,Concrete,20170623,Surrey,,In Service,,1.5,1991,
8513,,,,20170705,Commercial,1001939405,EC,,1001939402,0,,Concrete,20170705,Surrey,7811-0313-00,Proposed,,1.7999999523162842,,0
8514,,,,20170705,Commercial,1001939402,EC,,,,,Concrete,20170705,Surrey,7811-0313-00,Proposed,,1.7999999523162842,,
8515,,,,20170705,Commercial,1001939403,EC,,,,,Concrete,20170705,Surrey,7811-0313-00,Proposed,,1.7999999523162842,,
8516,,,,20170705,Residential,1001939279,EC,,1001937091,0,,Concrete,20170705,Surrey,7815-0414-00,Proposed,,1.5,1963,0
8517,,,20180321,,Commercial,1001069303,,No,,,Arterial,,20180503,Surrey,,In Service,,,1990,
8518,Digitized via 2015 image,,,20160209,Commercial,1001858048,,No,,,Arterial,Concrete,20171004,Surrey,,In Service,,1.5,1980,
8519,Digitized Via 2013 Air Photo,,,20130620,Residential,1001603184,,No,,,Collector,Concrete,20170623,Surrey,,In Service,,1.5,1991,
8520,,,,20180308,Commercial,1001929402,Final AB,No,,,Arterial,Concrete,20180503,Surrey,7814-0011-00,In Service,,3,2017,
8521,,,,20180308,Commercial,1001929404,Final AB,No,1001929402,0,Arterial,Concrete,20180503,Surrey,7814-0011-00,In Service,,1.5,2017,0
8522,,,,20180308,Commercial,1001989064,Final AB,No,,,Arterial,Concrete,20180503,Surrey,7814-0011-00,In Service,,3,2017,
8523,,,,20180503,Commercial,1001999239,Final AB,No,,,,Concrete,20180503,Surrey,7814-0011-00,In Service,,1.5,2017,
8524,,,,20180503,Commercial,1001999240,Final AB,No,,,,Concrete,20180503,Surrey,7814-0011-00,In Service,,,2017,
8525,,,,20180503,Commercial,1001999241,Final AB,No,,,,Concrete,20180503,Surrey,7814-0011-00,In Service,,,2017,
8526,,,,,Commercial,1001064515,,No,,,Arterial,,20180503,Surrey,,In Service,,,2005,
8527,,,,,Commercial,1001065319,,No,,,,,20180503,Surrey,,In Service,,,2005,
8528,,,20180213,20121212,Commercial,1001561495,Final AB,No,,,Arterial,Concrete,20180503,Surrey,3804-4000-00,In Service,,1.5,2012,
8529,,,20180213,20140908,Commercial,1001568513,Initial AB,No,,,Local,Concrete,20180503,Surrey,7810-0301-00,In Service,,1.5,2014,
8530,,,,20140908,Commercial,1001568529,Initial AB,No,,,Arterial,Concrete,20180503,Surrey,7810-0301-00,In Service,,2.700000047683716,2014,
8531,,,,20140908,Commercial,1001568530,Initial AB,No,,,Arterial,Asphalt,20180503,Surrey,7810-0301-00,In Service,,1.5,2014,
8532,,,20180213,20140908,Commercial,1001568547,Initial AB,No,,,Local,Concrete,20180503,Surrey,7810-0301-00,In Service,,1.5,2014,
8533,,,20180213,20140908,Commercial,1001568571,Initial AB,No,,,Local,Concrete,20180503,Surrey,7810-0301-00,In Service,,1.5,2014,
8534,Digitized via 2016 Air Photo,,,20161031,Commercial,1001895719,,No,,,Local,Concrete,20180503,Surrey,,In Service,,1.5,2014,
8535,,,,,Residential,1001068099,,No,,,,,20170623,Surrey,,In Service,,,1975,
8536,,,,20130517,Residential,1001595464,EC,No,,,,Concrete,20170623,Surrey,7810-0049-00,Proposed,,1.5,1975,
8537,,,,,Residential,1001066357,,No,,,Arterial,,20180424,Surrey,,In Service,,,1996,
8538,Digitized via 2014 image,,,20150713,Residential,1001830750,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,2.5,1973,
8539,,,,20170303,Residential,1001911508,,No,1001069398,0,Arterial,,20180424,Surrey,,In Service,,,1996,0
8540,,,,20170710,Residential,1001939825,Final AB,No,,,Collector,Concrete,20170710,Surrey,1710-7080-00,In Service,,1.7999999523162842,2016,
8541,,,,,Residential,1001073337,,No,,,,,20180424,Surrey,,In Service,,,1992,
8542,,,,20170615,Residential,1001935950,,No,1001067777,0,Collector,Concrete,20180424,Surrey,,In Service,,1.5,1990,0
8543,,,,20170710,Residential,1001939826,Final AB,No,,,Collector,Concrete,20170710,Surrey,1710-7080-00,In Service,,,2016,
8544,,,,,Commercial,1001074067,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,2,2014,
8545,,9,,20170831,,1001945222,,,,,,Asphalt,20180424,Surrey,,In Service,,1.5,1996,
8546,,9,,20170831,,1001945345,,,,,,Asphalt,20180424,Surrey,,In Service,,1.5,1996,
8547,,9,,20170831,,1001945444,,,,,,Asphalt,20180424,Surrey,,In Service,,1.5,1996,
8548,,,,20160531,Residential,1001878938,Initial AB,No,1001063791,0,Collector,,20180424,Surrey,,In Service,,1.5,1990,0
8549,,,,20170912,Residential,1001878941,Final AB,No,,,Local,Concrete,20180424,Surrey,7812-0077-00,In Service,,1.5,2017,
8550,,,,20160531,Residential,1001878957,Initial AB,No,,,Collector,Concrete,20180424,Surrey,,In Service,,1.5,1990,
8551,,,20180228,20170831,Residential,1001945653,,,,,Local,Concrete,20180424,Surrey,,In Service,,1.5,2013,
8552,,,,,Residential,1001068404,,No,,,,,20180425,Surrey,,In Service,,,1990,
8553,,,,,School,1001067395,,No,,,,,20180425,Surrey,,In Service,,,1990,
8554,,,,,Residential,1001065991,,No,,,Collector,,20180425,Surrey,,In Service,,,2015,
8555,,,,,Commercial,1001064779,Final AB,No,,,,Concrete,20180425,Surrey,,In Service,,1.5,2001,
8556,,,,,Residential,1001064170,Final AB,No,,,Arterial,Asphalt,20180425,Surrey,,In Service,,1.5,1993,
8557,,,,,Residential,1001066899,Final AB,No,,,Arterial,Asphalt,20180425,Surrey,,In Service,,1.5,2016,
8558,,,,,Residential,1001061361,Final AB,No,,,Arterial,Concrete,20180425,Surrey,,In Service,,1.5,1992,
8559,,,,,Residential,1001073406,,No,,,Arterial,Concrete,20180425,Surrey,,In Service,,1.5,1990,
8560,,,,,Residential,1001065912,,No,,,Arterial,,20180425,Surrey,,In Service,,,2008,
8561,,,,,Residential,1001066912,,No,,,,,20180425,Surrey,,In Service,,,2006,
8562,,,,,Residential,1001072351,,No,,,Arterial,Concrete,20180425,Surrey,,In Service,,1.5,1990,
8563,,,,,Commercial,1001062748,,No,,,,Concrete,20180425,Surrey,,In Service,,1.5,2001,
8564,,,,,Commercial,1001064866,,No,,,Arterial,,20180425,Surrey,,In Service,,,1992,
8565,,,,,City Facility,1001064286,,No,,,Arterial,,20180425,Surrey,,In Service,,,1996,
8566,,,,,Residential,1001073698,,No,,,Collector,,20180425,Surrey,,In Service,,,2012,
8567,,,,,Residential,1001061250,,No,,,,,20180425,Surrey,,In Service,,,2006,
8568,,,,,Residential,1001071943,,No,,,,,20180425,Surrey,,In Service,,,2006,
8569,,,,,City Facility,1001064805,,No,,,Arterial,,20180425,Surrey,,In Service,,,1996,
8570,,,,,City Facility,1001066442,,No,,,Arterial,,20180425,Surrey,,In Service,,,1996,
8571,Digitized Via 2016 Air Photo,,,,Residential,1001063722,,No,,,Collector,Concrete,20170623,Surrey,,In Service,,1.5,1986,
8572,,,,20171002,Residential,1001948922,Initial AB,No,1001191776,0,,Concrete,20180403,Surrey,,In Service,,1.5,2005,0
8573,,,,20100825,Residential,1001170970,Final AB,,,,Arterial,Concrete,20180403,Surrey,,In Service,,,2008,
8574,,,,20101214,Residential,1001184515,Final AB,,1001184514,,Arterial,Concrete,20180403,Surrey,1707-3240-00,In Service,,1.5,2010,
8575,,,,20130709,Residential,1001605773,Initial AB,No,1001064450,,,Asphalt,20170623,Surrey,,In Service,,1,1972,
8576,,,,20130709,Residential,1001605776,Initial AB,No,1001064450,,,Asphalt,20170623,Surrey,,In Service,,1,1972,
8577,,,,,Residential,1001070012,,No,,,Arterial,,20180403,Surrey,,Proposed,,,1991,
8578,,9,,20140616,Residential,1001753217,EC,No,,,,Concrete,20170623,Surrey,7812-0091-00,Proposed,,2,1972,
8579,Digitized via 2015 image,,,20151028,Residential,1001845177,,No,,,,Concrete,20170623,Surrey,,In Service,,2.5999999046325684,1972,
8580,,,,20101214,Residential,1001184509,Final AB,,,,Arterial,Asphalt,20180403,Surrey,1707-3240-00,Proposed,,1.5,2010,
8581,Digitized via 2015 image,,,20151028,Residential,1001845190,,No,,,,Asphalt,20170623,Surrey,,In Service,,2.5999999046325684,1972,
8582,Digitized via 2015 image,,,20151028,Residential,1001845191,,No,,,Collector,Concrete,20170623,Surrey,,In Service,,2.5,1972,
8583,,,,20100825,Residential,1001170817,Final AB,No,1001073636,,,Asphalt,20180403,Surrey,,In Service,,1.5,2008,
8584,,,,20110317,Residential,1001192015,Initial AB,No,,,,Concrete,20180403,Private,,In Service,,1.5,2005,
8585,,,,20110317,Residential,1001192018,Initial AB,No,,,,Concrete,20180403,Private,,In Service,,1.5,2005,
8586,,,,20100305,Residential,1001151974,Final AB,No,1001062631,,Collector,Concrete,20170627,Surrey,,In Service,,1.5,1990,
8587,,,,20100510,Residential,1001159028,Final AB,No,,,,Concrete,20180403,Surrey,7804-0411-00,In Service,,1.5,2009,
8588,,,,20100513,Residential,1001159439,Final AB,No,,,,Concrete,20180403,Surrey,7804-0411-00,In Service,,1.5,2009,
8589,,,,20101104,Residential,1001180516,Final AB,No,1001159044,,,Concrete,20180403,Surrey,7804-0411-00,In Service,,1.5,2009,
8590,,,,,Residential,1001074346,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,1971,
8591,,,,,Residential,1001062333,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,1971,
8592,,,,,Residential,1001070686,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,1971,
8593,,,,,City Facility,1001065275,,No,,,Arterial,,20180404,Surrey,,In Service,,,1998,
8594,,,,,Commercial,1001064846,,No,,,Arterial,Concrete,20180404,Surrey,,In Service,,,2009,
8595,,,,,Residential,1001069022,Final AB,No,,,Arterial,Concrete,20180404,Surrey,1703-2000-00,In Service,,1.5,2006,
8596,,,,,Residential,1001064620,,No,,,Arterial,,20180404,Surrey,,In Service,,,1998,
8597,,,,20170707,Residential,1001939611,Final AB,No,,,Collector,Concrete,20170707,Surrey,1710-7080-00,In Service,,,2016,
8598,,,,20170707,Residential,1001939612,Final AB,No,,,Collector,Concrete,20170707,Surrey,1710-7080-00,In Service,,,2016,
8599,,,,,Residential,1001062906,,No,,,,,20180404,Surrey,,In Service,,,1991,
8600,,,,,Residential,1001063725,Final AB,No,,,,Concrete,20180404,Surrey,,In Service,,1.5,1997,
8601,Digitized Via 2016 Air Photo,,,,Residential,1001071647,,No,,,,Concrete,20180404,Surrey,,In Service,,1.5,1997,
8602,,,,,Residential,1001067498,,No,,,Arterial,,20180404,Surrey,,In Service,,,1998,
8603,,,,,Commercial,1001067995,,No,,,Arterial,Concrete,20180404,Surrey,,In Service,,,1990,
8604,,,,,Residential,1001069715,,No,,,,,20180404,Surrey,,In Service,,,1991,
8605,,,,,Commercial,1001067889,,No,,,Arterial,Concrete,20180404,Surrey,,In Service,,1.5,1990,
8606,,,,,Residential,1001066622,,No,,,Arterial,,20180404,Surrey,,In Service,,,1985,
8607,,,,20110217,Residential,1001189555,Final AB,No,1001069729,,Arterial,Concrete,20180404,Provincial,MOTH 71101-1004,In Service,,3,2009,
8608,,,,20110217,Residential,1001189560,Final AB,No,,,Collector,Asphalt,20180404,Provincial,MOTH 71101-1004,In Service,,1.5,2009,
8609,,,,20120503,Residential,1001210848,Final AB,No,1001210847,,Arterial,Concrete,20180404,Surrey,7810-0194-00,In Service,,1.5,2012,
8610,,,,20120503,Residential,1001411518,Final AB,No,1001067610,,Arterial,Concrete,20180404,Surrey,7810-0194-00,In Service,,1.5,2012,
8611,Digitized Via 2012 Air Photo,,,20120503,Residential,1001411521,,No,1001067610,,Arterial,Concrete,20180404,Surrey,,In Service,,1.5,1998,
8612,,,,20120503,Residential,1001411522,Final AB,No,1001067610,,Arterial,Concrete,20180404,Surrey,7810-0194-00,In Service,,1.5,2012,
8613,,,,20160201,Residential,1001796289,Final AB,No,,,Collector,Concrete,20180404,Surrey,3813-4140-00,In Service,,1.7999999523162842,2015,
8614,Digitized via 2014 image,,,20150727,Commercial,1001832394,,No,,,Arterial,,20180404,Surrey,,In Service,,,2009,
8615,,,,20150716,Residential,1001831055,,No,,,,Concrete,20170623,Surrey,,In Service,,1.5,1992,
8616,,,,20161208,Residential,1001899480,EC,No,1001899479,0,,Concrete,20170626,Surrey,7816-0244-00,Proposed,,1.7999999523162842,2009,0
8617,,,,20161208,Residential,1001899478,EC,No,,,,Concrete,20170626,Surrey,7816-0244-00,Proposed,,,2009,
8618,,,,20170705,Commercial,1001939404,EC,,,,,Concrete,20170705,Surrey,7811-0313-00,Proposed,,1.7999999523162842,,
8619,,,,20170626,Residential,1001937454,EC,,,,,Concrete,20170705,Surrey,7813-0210-00,Proposed,,1.5,,
8620,Digitized Via 2016 Air Photo,,,,Residential,1001068701,,No,,,Collector,Concrete,20180503,Surrey,,In Service,,1.5,1988,
8621,,,,,Residential,1001065354,,No,,,,Concrete,20180503,Surrey,,In Service,,1.5,1990,
